ind,key,docs,class,classification,category_map,real_cat,label,scores,real_final,pred_final
740,URLConnection_getInputStream," returns an input stream that reads from this open connection .  the abstract class url connection is the superclass of all classes that represent a communications link between the application and a url  instances of this class can be used both to read from and to write to the resource referenced by the url  in general, creating a connection to a url is a multistep process",URLConnection,source,no category,network connection,network connection,0.20813913643360138,network,network
741,WallpaperManager_setBitmap," version of set bitmap that allows the caller  to specify which of the supported wallpaper categories to set .  provides access to the system wallpaper  with wallpaper manager, you can get the current wallpaper, get the desired dimensions for the wallpaper, set the wallpaper, and more",WallpaperManager,sink,log,media,media,0.2008620947599411,media,media
743,Calendar_getFirstDayOfWeek," returns what the first day of the week is,  where 1 = sunday and 7 = saturday . icu's replacement for calendar  methods, fields, and other functionality specific to icu are labeled '[icu]'",Calendar,source,calendar information,calendar information,calendar information,0.5804981589317322,calendar,calendar
744,CalendarView_setMinDate," sets the minimal date supported by this calendar view in milliseconds  since january 1, 1970 00:00:00 in time zone get default time  zone .  this class is a calendar widget for displaying and selecting dates  the range of dates supported by this calendar is configurable",CalendarView,sink,no category,calendar information,calendar information,0.7391985654830933,calendar,calendar
745,MifareUltralight_setTimeout, set the transceive timeout in milliseconds .  provides access to mifare ultralight properties and i/ o operations on a tag,MifareUltralight,sink,nfc communication,nfc communication,media,0.1757533699274063,nfc,media
747,SQLiteCursor_getDatabase, get the database that this cursor is associated with .  a cursor implementation that exposes results from a query on a s q lite database  s q lite cursor is not internally synchronized so code using a s q lite cursor from multiple threads should perform its own synchronization when using the s q lite cursor,SQLiteCursor,source,database,database,database information,0.5643712282180786,database,database
748,DatagramSocket_setSoTimeout," enable/disable timeout with the specified timeout, in  milliseconds .  this class represents a socket for sending and receiving datagram packets",DatagramSocket,sink,no category,network connection,network information,0.30412033200263977,network,network
749,Log_e, send an error log message .  api for sending log output,Log,sink,log,log,logging,0.5620759725570679,log,log
750,FileOutputStream_write," writes b length bytes from the specified byte array  to this file output stream .  a file output stream is an output stream for writing data to a file or to a file descriptor  whether or not a file is available or may be created depends upon the underlying platform   some platforms, in particular, allow a file to be opened for writing by only one file output stream  at a time   in such situations the constructors in this class will fail if the file involved is already open",FileOutputStream,sink,files,files,file information,0.3665187656879425,files,files
751,TrafficStats_getTotalTxBytes," return number of bytes transmitted since device boot .  class that provides network traffic statistics  these statistics include bytes transmitted and received and network packets transmitted and received, over all interfaces, over the mobile interface, and on a per uid basis",TrafficStats,source,network information,network connection,network information,0.50887131690979,network,network
753,AudioTrack_getSampleRate," returns the configured audio source sample rate in hz .  the audio track class manages and plays a single audio resource for java applications  it allows streaming of pcm audio buffers to the audio sink for playback  this is achieved by ""pushing"" the data to the audio track object using one of the  write, write,  and write methods",AudioTrack,source,no category,audio,audio information,0.5485221743583679,audio,audio
754,TrafficStats_setThreadStatsTag," set active tag to use when accounting socket traffic originating  from the current thread .  class that provides network traffic statistics  these statistics include bytes transmitted and received and network packets transmitted and received, over all interfaces, over the mobile interface, and on a per uid basis",TrafficStats,sink,network connection,network connection,network information,0.5767436623573303,network,network
755,CalendarView_getDate," gets the selected date in milliseconds since january 1, 1970 00:00:00 in  time zone get default time zone .  this class is a calendar widget for displaying and selecting dates  the range of dates supported by this calendar is configurable",CalendarView,source,calendar information,calendar information,calendar information,0.8806039690971375,calendar,calendar
756,WifiP2pManager_setServiceResponseListener," register a callback to be invoked on receiving service discovery response .  this class provides the api for managing wi fi peer to peer connectivity  this lets an application discover available peers, setup connection to peers and query for the list of peers  when a p2p connection is formed over wifi, the device continues to maintain the uplink connection over mobile or any other available network for internet connectivity on the device",WifiP2pManager,sink,network connection,network connection,network connection,0.48197102546691895,network,network
757,AudioTrack_getStreamType," returns the volume stream type of this audio track .  the audio track class manages and plays a single audio resource for java applications  it allows streaming of pcm audio buffers to the audio sink for playback  this is achieved by ""pushing"" the data to the audio track object using one of the  write, write,  and write methods",AudioTrack,source,no category,audio,audio information,0.6581335663795471,audio,audio
758,MifareUltralight_getTag, get the tag object backing this tag technology object .  provides access to mifare ultralight properties and i/ o operations on a tag,MifareUltralight,source,nfc information,nfc information,media,0.15347826480865479,nfc,media
760,ClassLoader_getSystemResources," finds all resources of the specified name from the search path used to  load classes .  a class loader is an object that is responsible for loading classes  the class class loader is an abstract class   given the binary name of a class, a class loader should attempt to locate or generate data that constitutes a definition for the class   a typical strategy is to transform the name into a file name and then read a ""class file"" of that name from a file system",ClassLoader,source,network information,network connection,file information,0.4349384307861328,network,files
768,SSLParameters_getWantClientAuth," returns whether client authentication should be requested .  encapsulates parameters for an ssl/ tls connection  the parameters are the list of ciphersuites to be accepted in an ssl/ tls handshake, the list of protocols to be allowed, the endpoint identification algorithm during ssl/ tls handshaking, the server name indication , the algorithm constraints and whether ssl/ tls servers should request or require client authentication, etc",SSLParameters,source,network information,network connection,network information,0.23669646680355072,network,network
770,AudioTrack_getChannelCount," returns the configured number of channels .  the audio track class manages and plays a single audio resource for java applications  it allows streaming of pcm audio buffers to the audio sink for playback  this is achieved by ""pushing"" the data to the audio track object using one of the  write, write,  and write methods",AudioTrack,source,no category,audio,audio information,0.49734675884246826,audio,audio
771,NfcF_setTimeout, set the transceive timeout in milliseconds .  provides access to nfc f  properties and i/ o operations on a tag,NfcF,sink,nfc communication,nfc communication,nfc information,0.32928112149238586,nfc,nfc
779,NfcF_getTag, get the tag object backing this tag technology object .  provides access to nfc f  properties and i/ o operations on a tag,NfcF,source,nfc information,nfc information,nfc information,0.48370376229286194,nfc,nfc
781,WifiP2pManager_removeServiceRequest," remove a specified service discovery request added with add service request  the function call immediately returns after sending a request to remove service  discovery request to the framework .  this class provides the api for managing wi fi peer to peer connectivity  this lets an application discover available peers, setup connection to peers and query for the list of peers  when a p2p connection is formed over wifi, the device continues to maintain the uplink connection over mobile or any other available network for internet connectivity on the device",WifiP2pManager,sink,network connection,network connection,network connection,0.4727034568786621,network,network
785,IsoDep_getMaxTransceiveLength, return the maximum number of bytes that can be sent with transceive .  provides access to iso dep  properties and i/ o operations on a tag,IsoDep,source,nfc information,nfc information,network connection,0.15963543951511383,nfc,network
790,SSLContext_getSupportedSSLParameters, returns a copy of the ssl parameters indicating the supported  settings for this ssl context .  instances of this class represent a secure socket protocol implementation which acts as a factory for secure socket factories or ssl engines  this class is initialized with an optional set of key and trust managers and source of secure random bytes,SSLContext,source,network information,network connection,network information,0.13669432699680328,network,network
796,MifareUltralight_transceive, send raw nfc a data to a tag and receive the response .  provides access to mifare ultralight properties and i/ o operations on a tag,MifareUltralight,source,nfc information,nfc information,nfc communication,0.3562183082103729,nfc,nfc
799,URLConnection_getContentLength," returns the value of the content-length header field .  the abstract class url connection is the superclass of all classes that represent a communications link between the application and a url  instances of this class can be used both to read from and to write to the resource referenced by the url  in general, creating a connection to a url is a multistep process",URLConnection,source,no category,network connection,network connection,0.15809853374958038,network,network
800,NfcA_getAtqa, return the a t q a/ s e n s_ r e s bytes from tag discovery .  provides access to nfc a  properties and i/ o operations on a tag,NfcA,source,nfc information,nfc information,nfc information,0.4977468252182007,nfc,nfc
802,LocationManager_sendExtraCommand," sends additional commands to a location provider .  this class provides access to the system location services  these services allow applications to obtain periodic updates of the device's geographical location, or to be notified when the device enters the proximity of a given geographical location",LocationManager,sink,geolocation,geolocation,geographical location,0.2399659901857376,geolocation,geolocation
811,AudioManager_getProperty, returns the value of the property with the specified key .  audio manager provides access to volume and ringer mode control,AudioManager,source,no category,audio,audio information,0.4129326641559601,audio,audio
812,Debug_startMethodTracing," start method tracing with default log name and buffer size .  provides various debugging methods for android applications, including tracing and allocation counts",Debug,sink,files,log,logging,0.15847410261631012,log,log
821,Virtualizer_setProperties," sets the virtualizer properties .  an audio virtualizer is a general name for an effect to spatialize audio channels  the exact behavior of this effect is dependent on the number of audio input channels and the types and number of audio output channels of the device  for example, in the case of a stereo input and stereo headphone output, a stereo widening effect is used when this effect is turned on",Virtualizer,sink,audio,audio,audio information,0.34047093987464905,audio,audio
829,URLConnection_getLastModified," returns the value of the last-modified header field .  the abstract class url connection is the superclass of all classes that represent a communications link between the application and a url  instances of this class can be used both to read from and to write to the resource referenced by the url  in general, creating a connection to a url is a multistep process",URLConnection,source,no category,network connection,network connection,0.1863173395395279,network,network
836,AccountManager_editProperties," offers the user an opportunity to change an authenticator's settings .  this class provides access to a centralized registry of the user's online accounts   the user enters credentials  once per account, granting applications access to online resources with ""one click"" approval",AccountManager,source,user account,user account,user information,0.3367948830127716,user account,user account
847,SQLiteDatabase_queryWithFactory," query the given url, returning a cursor over the result set .  exposes methods to manage a s q lite database",SQLiteDatabase,source,database,database,database,0.360610693693161,database,database
854,IsoDep_getTimeout, get the current timeout for transceive in milliseconds .  provides access to iso dep  properties and i/ o operations on a tag,IsoDep,source,nfc information,nfc information,media,0.11296508461236954,nfc,media
862,AccountManager_hasFeatures," finds out whether a particular account has all the specified features .  this class provides access to a centralized registry of the user's online accounts   the user enters credentials  once per account, granting applications access to online resources with ""one click"" approval",AccountManager,source,user account,user account,user information,0.33918896317481995,user account,user account
863,BluetoothHeadset_getConnectedDevices," get connected devices for this specific profile   for apps targeting build version codes  s or or higher,  this requires the manifest permission  bluetooth  connect  permission which can be gained with  activity request permissions .  public api for controlling the bluetooth headset service  this includes both bluetooth headset and handsfree  profiles",BluetoothHeadset,source,bluetooth,bluetooth,bluetooth,0.34168046712875366,bluetooth,bluetooth
864,NotificationManager_notify, post a notification to be shown in the status bar .  class to notify the user of events that happen   this is how you tell the user that something has happened in the background,NotificationManager,sink,log,notification,notification,0.46007785201072693,notification,notification
871,DatagramSocket_getChannel," returns the unique datagram channel object  associated with this datagram socket, if any .  this class represents a socket for sending and receiving datagram packets",DatagramSocket,source,no category,network connection,network information,0.23012836277484894,network,network
872,URLConnection_getDefaultUseCaches," returns the default value of a url connection's  use caches flag .  the abstract class url connection is the superclass of all classes that represent a communications link between the application and a url  instances of this class can be used both to read from and to write to the resource referenced by the url  in general, creating a connection to a url is a multistep process",URLConnection,source,no category,network connection,network information,0.26130762696266174,network,network
874,SQLiteDatabase_setPageSize, sets the database page size .  exposes methods to manage a s q lite database,SQLiteDatabase,sink,no category,database,database,0.35058149695396423,database,database
880,NfcF_getSystemCode, return the system code bytes from tag discovery .  provides access to nfc f  properties and i/ o operations on a tag,NfcF,source,nfc information,nfc information,nfc information,0.514851450920105,nfc,nfc
881,LocationManager_getLastKnownLocation," gets the last known location from the given provider, or null if there is no last known  location .  this class provides access to the system location services  these services allow applications to obtain periodic updates of the device's geographical location, or to be notified when the device enters the proximity of a given geographical location",LocationManager,source,geolocation,geolocation,geographical location,0.26627489924430847,geolocation,geolocation
888,URLConnection_getHeaderFieldDate," returns the value of the named field parsed as date .  the abstract class url connection is the superclass of all classes that represent a communications link between the application and a url  instances of this class can be used both to read from and to write to the resource referenced by the url  in general, creating a connection to a url is a multistep process",URLConnection,source,no category,network connection,network connection,0.24798926711082458,network,network
890,URLConnection_setRequestProperty," sets the general request property .  the abstract class url connection is the superclass of all classes that represent a communications link between the application and a url  instances of this class can be used both to read from and to write to the resource referenced by the url  in general, creating a connection to a url is a multistep process",URLConnection,sink,no category,network connection,media,0.12045542150735855,network,media
892,DownloadManager_getMaxBytesOverMobile," returns maximum size, in bytes, of downloads that may go over a mobile connection; or null if  there's no limi .  the download manager is a system service that handles long running http downloads  clients may request that a uri be downloaded to a particular destination file  the download manager will conduct the download in the background, taking care of http interactions and retrying downloads after failures or across connectivity changes and system reboots",DownloadManager,source,no category,network connection,network connection,0.26981884241104126,network,network
896,AccountManager_getAccountsByTypeAndFeatures," lists all accounts of a type which have certain features .  this class provides access to a centralized registry of the user's online accounts   the user enters credentials  once per account, granting applications access to online resources with ""one click"" approval",AccountManager,source,user account,user account,user information,0.36204099655151367,user account,user account
901,NfcAdapter_getDefaultAdapter, helper to get the default nfc adapter .  represents the local nfc adapter,NfcAdapter,source,nfc information,nfc information,nfc information,0.329573392868042,nfc,nfc
908,AccountManager_get," gets an account manager instance associated with a context .  this class provides access to a centralized registry of the user's online accounts   the user enters credentials  once per account, granting applications access to online resources with ""one click"" approval",AccountManager,source,user account,user account,user information,0.2919032871723175,user account,user account
909,URLConnection_getContentType," returns the value of the content-type header field .  the abstract class url connection is the superclass of all classes that represent a communications link between the application and a url  instances of this class can be used both to read from and to write to the resource referenced by the url  in general, creating a connection to a url is a multistep process",URLConnection,source,no category,network connection,network connection,0.15279307961463928,network,network
913,AudioManager_setMicrophoneMute, sets the microphone mute on or off .  audio manager provides access to volume and ringer mode control,AudioManager,sink,audio,audio,audio information,0.4008125960826874,audio,audio
917,NfcA_getMaxTransceiveLength, return the maximum number of bytes that can be sent with transceive .  provides access to nfc a  properties and i/ o operations on a tag,NfcA,source,nfc information,nfc information,nfc information,0.27441421151161194,nfc,nfc
922,AudioTrack_getPositionNotificationPeriod," returns the notification update period expressed in frames .  the audio track class manages and plays a single audio resource for java applications  it allows streaming of pcm audio buffers to the audio sink for playback  this is achieved by ""pushing"" the data to the audio track object using one of the  write, write,  and write methods",AudioTrack,source,no category,audio,audio information,0.4045450985431671,audio,audio
923,WifiP2pManager_addLocalService," register a local service for service discovery .  this class provides the api for managing wi fi peer to peer connectivity  this lets an application discover available peers, setup connection to peers and query for the list of peers  when a p2p connection is formed over wifi, the device continues to maintain the uplink connection over mobile or any other available network for internet connectivity on the device",WifiP2pManager,sink,network connection,network connection,network connection,0.45834681391716003,network,network
926,ServerSocket_setReuseAddress," enable/disable the reuse address  socket option .  this class implements server sockets  a server socket waits for requests to come in over the network  it performs some operation based on that request, and then possibly returns a result to the requester",ServerSocket,sink,no category,network connection,network connection,0.3716290295124054,network,network
927,DatagramSocket_getReuseAddress, tests if reuse address is enabled .  this class represents a socket for sending and receiving datagram packets,DatagramSocket,source,no category,network connection,network connection,0.33804747462272644,network,network
932,URLConnection_getDate," returns the value of the date header field .  the abstract class url connection is the superclass of all classes that represent a communications link between the application and a url  instances of this class can be used both to read from and to write to the resource referenced by the url  in general, creating a connection to a url is a multistep process",URLConnection,source,no category,network connection,network connection,0.13841554522514343,network,network
933,NfcAdapter_enableForegroundDispatch, enable foreground dispatch to the given activity .  represents the local nfc adapter,NfcAdapter,sink,nfc communication,nfc communication,nfc information,0.29475900530815125,nfc,nfc
938,URLConnection_getHeaderField," returns the value of the named header field .  the abstract class url connection is the superclass of all classes that represent a communications link between the application and a url  instances of this class can be used both to read from and to write to the resource referenced by the url  in general, creating a connection to a url is a multistep process",URLConnection,source,no category,network connection,network information,0.1649000346660614,network,network
940,ClassLoader_loadClass," loads the class with the specified binary name .  a class loader is an object that is responsible for loading classes  the class class loader is an abstract class   given the binary name of a class, a class loader should attempt to locate or generate data that constitutes a definition for the class   a typical strategy is to transform the name into a file name and then read a ""class file"" of that name from a file system",ClassLoader,source,network information,system settings,file information,0.4732106328010559,system settings,files
943,MediaRecorder_setOutputFile, pass in the file descriptor of the file to be written .  used to record audio and video  the recording control is based on a simple state machine ,MediaRecorder,sink,files,files,file information,0.31254851818084717,files,files
945,DatagramSocket_getLocalPort, returns the port number on the local host to which this socket  is bound .  this class represents a socket for sending and receiving datagram packets,DatagramSocket,source,no category,network connection,network information,0.351990282535553,network,network
954,CalendarView_getWeekDayTextAppearance, gets the text appearance for the week day abbreviation of the calendar header .  this class is a calendar widget for displaying and selecting dates  the range of dates supported by this calendar is configurable,CalendarView,source,calendar information,calendar information,calendar information,0.8234977126121521,calendar,calendar
955,URLConnection_getRequestProperty," returns the value of the named general request property for this  connection .  the abstract class url connection is the superclass of all classes that represent a communications link between the application and a url  instances of this class can be used both to read from and to write to the resource referenced by the url  in general, creating a connection to a url is a multistep process",URLConnection,source,no category,network connection,network connection,0.1889583319425583,network,network
956,AudioTrack_getAudioSessionId," returns the audio session id .  the audio track class manages and plays a single audio resource for java applications  it allows streaming of pcm audio buffers to the audio sink for playback  this is achieved by ""pushing"" the data to the audio track object using one of the  write, write,  and write methods",AudioTrack,source,no category,audio,audio information,0.48594334721565247,audio,audio
961,SQLiteDatabase_getMaximumSize, returns the maximum size the database may grow to .  exposes methods to manage a s q lite database,SQLiteDatabase,source,database,database,database information,0.4188465178012848,database,database
964,WifiP2pManager_initialize," registers the application with the wi- fi framework .  this class provides the api for managing wi fi peer to peer connectivity  this lets an application discover available peers, setup connection to peers and query for the list of peers  when a p2p connection is formed over wifi, the device continues to maintain the uplink connection over mobile or any other available network for internet connectivity on the device",WifiP2pManager,source,network information,network connection,network connection,0.42171531915664673,network,network
971,AccessibilityService_getRootInActiveWindow," gets the root node in the currently active window if this service  can retrieve window content .  accessibility services should only be used to assist users with disabilities in using android devices and apps  they run in the background and receive callbacks by the system when accessibility events are fired  such events denote some state transition in the user interface, for example, the focus has changed, a button has been clicked, etc  such a service can optionally request the capability for querying the content of the active window  development of an accessibility service requires extending this class and implementing its abstract methods",AccessibilityService,source,network information,network connection,media,0.13226960599422455,network,media
972,Calendar_getAvailableLocales," returns the list of locales for which calendars are installed . icu's replacement for calendar  methods, fields, and other functionality specific to icu are labeled '[icu]'",Calendar,source,calendar information,calendar information,calendar information,0.6040931344032288,calendar,calendar
973,NfcA_getSak, return the s a k/ s e l_ r e s bytes from tag discovery .  provides access to nfc a  properties and i/ o operations on a tag,NfcA,source,nfc information,nfc information,nfc information,0.5058659911155701,nfc,nfc
974,TrafficStats_getTotalTxPackets," return number of packets transmitted since device boot .  class that provides network traffic statistics  these statistics include bytes transmitted and received and network packets transmitted and received, over all interfaces, over the mobile interface, and on a per uid basis",TrafficStats,source,network information,network connection,network information,0.47037404775619507,network,network
976,SSLContext_getInstance, returns a ssl context object that implements the  specified secure socket protocol .  instances of this class represent a secure socket protocol implementation which acts as a factory for secure socket factories or ssl engines  this class is initialized with an optional set of key and trust managers and source of secure random bytes,SSLContext,source,network information,network connection,network information,0.18344509601593018,network,network
984,MediaMetadataRetriever_getEmbeddedPicture, call this method after set data source .  media metadata retriever class provides a unified interface for retrieving frame and meta data from an input media file,MediaMetadataRetriever,source,no category,media,media information,0.2799430191516876,media,media
986,SpeechRecognizer_startListening," starts listening for speech .  this class provides access to the speech recognition service  this service allows access to the speech recognizer  do not instantiate this class directly, instead, call speech recognizer create speech recognizer, or speech recognizer create on device speech recognizer  this class's methods must be invoked only from the main application thread",SpeechRecognizer,sink,log,media,audio information,0.6178311705589294,media,audio
990,MifareUltralight_getTimeout, get the current transceive timeout in milliseconds .  provides access to mifare ultralight properties and i/ o operations on a tag,MifareUltralight,source,nfc information,nfc information,media,0.1744440793991089,nfc,media
992,URLConnection_toString," returns a string representation of this url connection .  the abstract class url connection is the superclass of all classes that represent a communications link between the application and a url  instances of this class can be used both to read from and to write to the resource referenced by the url  in general, creating a connection to a url is a multistep process",URLConnection,source,no category,network connection,network information,0.1468009501695633,network,network
1000,AudioRecord_setNotificationMarkerPosition," sets the marker position at which the listener is called, if set with  set record position update listener or  set record position update listener .  the audio record class manages the audio resources for java applications to record audio from the audio input hardware of the platform  this is achieved by ""pulling""  the data from the audio record object  the application is responsible for polling the audio record object in time using one of the following three methods:  read, read or read  the choice of which method to use will be based on the audio data storage format that is the most convenient for the user of audio record",AudioRecord,sink,audio,audio,audio information,0.3774333596229553,audio,audio
1001,WifiP2pManager_setUpnpServiceResponseListener," register a callback to be invoked on receiving upnp service discovery  response .  this class provides the api for managing wi fi peer to peer connectivity  this lets an application discover available peers, setup connection to peers and query for the list of peers  when a p2p connection is formed over wifi, the device continues to maintain the uplink connection over mobile or any other available network for internet connectivity on the device",WifiP2pManager,sink,network connection,network connection,network connection,0.475932776927948,network,network
1004,TrafficStats_getThreadStatsTag," get the active tag used when accounting socket traffic originating  from the current thread .  class that provides network traffic statistics  these statistics include bytes transmitted and received and network packets transmitted and received, over all interfaces, over the mobile interface, and on a per uid basis",TrafficStats,source,network information,network connection,network information,0.6237802505493164,network,network
1006,TrafficStats_getTotalRxBytes," return number of bytes received since device boot .  class that provides network traffic statistics  these statistics include bytes transmitted and received and network packets transmitted and received, over all interfaces, over the mobile interface, and on a per uid basis",TrafficStats,source,network information,network connection,network information,0.5280949473381042,network,network
1010,CalendarView_getFirstDayOfWeek, gets the first day of week .  this class is a calendar widget for displaying and selecting dates  the range of dates supported by this calendar is configurable,CalendarView,source,calendar information,calendar information,calendar information,0.8589406609535217,calendar,calendar
1012,TrafficStats_getMobileRxBytes," return number of bytes received across mobile networks since device boot .  class that provides network traffic statistics  these statistics include bytes transmitted and received and network packets transmitted and received, over all interfaces, over the mobile interface, and on a per uid basis",TrafficStats,source,network information,network connection,network information,0.49147334694862366,network,network
1013,AccountManager_confirmCredentials," confirms that the user knows the password for an account to make extra  sure they are the owner of the account .  this class provides access to a centralized registry of the user's online accounts   the user enters credentials  once per account, granting applications access to online resources with ""one click"" approval",AccountManager,source,user account,user account,user information,0.40773114562034607,user account,user account
1014,HttpURLConnection_getHeaderFieldDate, returns the value of the named field parsed as date .  a url connection with support for http specific features  see  the spec  for details,HttpURLConnection,source,no category,network connection,network information,0.3055170774459839,network,network
1015,SQLiteProgram_bindAllArgsAsStrings," given an array of string bind args, this method binds all of them in one single call .  a base class for compiled s q lite programs",SQLiteProgram,sink,no category,database,media,0.16416527330875397,database,media
1022,QuickContactBadge_setMode," this call has no effect anymore, as there is only one quick contact mod .  widget used to show an image with the standard quick contact badge and on click behavior",QuickContactBadge,sink,contact information,contact information,contact information,0.4780406057834625,contact information,contact information
1023,AudioTrack_getPlaybackHeadPosition," returns the playback head position expressed in frames .  the audio track class manages and plays a single audio resource for java applications  it allows streaming of pcm audio buffers to the audio sink for playback  this is achieved by ""pushing"" the data to the audio track object using one of the  write, write,  and write methods",AudioTrack,source,no category,audio,audio information,0.5416857600212097,audio,audio
1024,AudioTrack_getPlaybackRate," returns the current playback sample rate rate in hz .  the audio track class manages and plays a single audio resource for java applications  it allows streaming of pcm audio buffers to the audio sink for playback  this is achieved by ""pushing"" the data to the audio track object using one of the  write, write,  and write methods",AudioTrack,source,no category,audio,audio information,0.5446203947067261,audio,audio
1025,ClassLoader_getResource," finds the resource with the given name .  a class loader is an object that is responsible for loading classes  the class class loader is an abstract class   given the binary name of a class, a class loader should attempt to locate or generate data that constitutes a definition for the class   a typical strategy is to transform the name into a file name and then read a ""class file"" of that name from a file system",ClassLoader,source,network information,system settings,file information,0.4645424485206604,system settings,files
1029,AudioTrack_getAudioFormat," returns the configured audio data encoding .  the audio track class manages and plays a single audio resource for java applications  it allows streaming of pcm audio buffers to the audio sink for playback  this is achieved by ""pushing"" the data to the audio track object using one of the  write, write,  and write methods",AudioTrack,source,no category,audio,audio information,0.5365781784057617,audio,audio
1032,TrafficStats_getMobileTxPackets," return number of packets transmitted across mobile networks since device  boot .  class that provides network traffic statistics  these statistics include bytes transmitted and received and network packets transmitted and received, over all interfaces, over the mobile interface, and on a per uid basis",TrafficStats,source,network information,network connection,network information,0.4723864197731018,network,network
1033,GregorianCalendar_getGregorianChange," gets the gregorian calendar change date . icu's replacement for gregorian calendar  methods, fields, and other functionality specific to icu are labeled '[icu]'",GregorianCalendar,source,calendar information,calendar information,calendar information,0.39888083934783936,calendar,calendar
1034,DatagramSocket_setReuseAddress, enable/disable the so_reuseaddr socket option .  this class represents a socket for sending and receiving datagram packets,DatagramSocket,sink,no category,network connection,network information,0.3716166615486145,network,network
1041,SQLiteDatabase_getPath, gets the path to the database file .  exposes methods to manage a s q lite database,SQLiteDatabase,source,database,database,database information,0.4388369917869568,database,database
1043,URLConnection_getDoOutput," returns the value of this url connection's  do output flag .  the abstract class url connection is the superclass of all classes that represent a communications link between the application and a url  instances of this class can be used both to read from and to write to the resource referenced by the url  in general, creating a connection to a url is a multistep process",URLConnection,source,no category,network connection,network connection,0.18059414625167847,network,network
1048,SSLParameters_getNeedClientAuth," returns whether client authentication should be required .  encapsulates parameters for an ssl/ tls connection  the parameters are the list of ciphersuites to be accepted in an ssl/ tls handshake, the list of protocols to be allowed, the endpoint identification algorithm during ssl/ tls handshaking, the server name indication , the algorithm constraints and whether ssl/ tls servers should request or require client authentication, etc",SSLParameters,source,network information,network connection,network information,0.2405337244272232,network,network
1049,URLConnection_getAllowUserInteraction," returns the value of the allow user interaction field for  this object .  the abstract class url connection is the superclass of all classes that represent a communications link between the application and a url  instances of this class can be used both to read from and to write to the resource referenced by the url  in general, creating a connection to a url is a multistep process",URLConnection,source,no category,network connection,network connection,0.1963118612766266,network,network
1057,SSLEngine_wrap," attempts to encode plaintext bytes from a sequence of data  buffers into ssl/ tls network data .  a class which enables secure communications using protocols such as the secure sockets layer  or  ietf rfc 2246 "" transport layer security""   protocols, but is transport independent",SSLEngine,source,network information,network connection,network information,0.5731260180473328,network,network
1058,MediaMetadataRetriever_setDataSource, sets the data source  to use .  media metadata retriever class provides a unified interface for retrieving frame and meta data from an input media file,MediaMetadataRetriever,sink,files,media,media,0.29127079248428345,media,media
1059,WebSettings_getDomStorageEnabled," gets whether the dom storage apis are enabled .  manages settings state for a web view  when a web view is first created, it obtains a set of default settings  these default settings will be returned from any getter call  a web settings object obtained from web view get settings is tied to the life of the web view  if a web view has been destroyed, any method call on web settings will throw an illegal state exception",WebSettings,source,system settings,system settings,media,0.1721889227628708,system settings,media
1061,AudioManager_getStreamVolume, returns the current volume index for a particular stream .  audio manager provides access to volume and ringer mode control,AudioManager,source,no category,audio,audio information,0.6052294373512268,audio,audio
1063,WifiP2pManager_discoverServices," initiate service discovery .  this class provides the api for managing wi fi peer to peer connectivity  this lets an application discover available peers, setup connection to peers and query for the list of peers  when a p2p connection is formed over wifi, the device continues to maintain the uplink connection over mobile or any other available network for internet connectivity on the device",WifiP2pManager,sink,network connection,network connection,network connection,0.43135589361190796,network,network
1064,URLConnection_getFileNameMap," returns a file name map implementation suitable for guessing a  content type based on a url's ""file"" component .  the abstract class url connection is the superclass of all classes that represent a communications link between the application and a url  instances of this class can be used both to read from and to write to the resource referenced by the url  in general, creating a connection to a url is a multistep process",URLConnection,source,no category,network connection,file information,0.28262174129486084,network,files
1065,SSLEngine_getPeerHost," returns the host name of the peer .  a class which enables secure communications using protocols such as the secure sockets layer  or  ietf rfc 2246 "" transport layer security""   protocols, but is transport independent",SSLEngine,source,network information,network connection,network information,0.36153364181518555,network,network
1069,TrafficStats_getMobileRxPackets," return number of packets received across mobile networks since device  boot .  class that provides network traffic statistics  these statistics include bytes transmitted and received and network packets transmitted and received, over all interfaces, over the mobile interface, and on a per uid basis",TrafficStats,source,network information,network connection,network information,0.46727296710014343,network,network
1075,URLConnection_getHeaderFieldKey," returns the key for the nth header field .  the abstract class url connection is the superclass of all classes that represent a communications link between the application and a url  instances of this class can be used both to read from and to write to the resource referenced by the url  in general, creating a connection to a url is a multistep process",URLConnection,source,no category,network connection,network connection,0.17038795351982117,network,network
1076,WebSettings_getDatabaseEnabled," gets whether the database storage api is enabled .  manages settings state for a web view  when a web view is first created, it obtains a set of default settings  these default settings will be returned from any getter call  a web settings object obtained from web view get settings is tied to the life of the web view  if a web view has been destroyed, any method call on web settings will throw an illegal state exception",WebSettings,source,system settings,system settings,database information,0.25820064544677734,system settings,database
1078,UiModeManager_setNightMode, sets the system-wide night mode .  this class provides access to the system uimode services   these services allow applications to control ui modes of the device  it provides functionality to disable the car mode and it gives access to the night mode settings,UiModeManager,sink,log,system settings,system settings,0.34005263447761536,system settings,system settings
1079,Equalizer_setBandLevel, sets the given equalizer band to the given gain value .  an equalizer is used to alter the frequency response of a particular music source or of the main output mix,Equalizer,sink,audio,audio,audio information,0.4380958080291748,audio,audio
