keys,docs,classification
Reader_read,read  reads characters into a portion of an array.,sink
Writer_write,write  writes a portion of a string.,sink
Log_wtf,wtf  what a terrible failure: report an exception that should never happen.,sink
Element_setAttribute,set attribute  adds a new attribute.,sink
PreferenceActivity_onPreferenceStartFragment,on preference start fragment called when the user has get through on a preference that has a fragment form name associated with information technology.,sink
TextureView_setTransform,set transform sets the transform to associate with this grain view.,sink
WifiP2pManager_requestGroupInfo,request group info request p2p group information.,sink
SmsManager_sendDataMessage,send data message  send a data based sms to a specific application port.,sink
AppWidgetManager_updateAppWidgetOptions,update app widget options update the extra for a give widget instance.,sink
ExpandableListActivity_setSelectedChild,set selected child  sets the selection to the specified child.,sink
TextPaint_set,"set copy the field from tp into this textpaint, including the fields inherit from rouge.",sink
KeyChain_choosePrivateKeyAlias,choose private key alias launches an activeness for the user to choose the alias for a private key and credentials duad for hallmark.,sink
MediaRecorder_setOutputFile,set output file  pass in the file object to be written.,sink
SimpleCursorAdapter_setViewText,set view text  called by bindview to set the text for a textview but only if  there is no existing viewbinder or if the existing viewbinder cannot  handle binding to a textview.,sink
SipAudioCall_sendDtmf,send dtmf  sends a dtmf code.,sink
WallpaperManager_setBitmap,"set bitmap  change the current system wallpaper to a bitmap, specifying a hint about  which subrectangle of the full image is to be visible.",sink
FileOutputStream_write,write  writes len bytes from the specified byte array  starting at offset off to this file output stream.,sink
SQLiteProgram_bindString,bind string  bind a string value to this statement.,sink
WebSettings_setSupportMultipleWindows,set support multiple windows sets whether the webview whether support multiple window.,sink
DataOutputStream_writeChars,write chars write a cosmic string to the underlie end product stream as a sequence of characters.,sink
ObjectOutputStream_write,write  writes an array of bytes.,sink
WifiP2pManager_stopPeerDiscovery,stop peer discovery stop an on going peer discovery the single valued function call immediately returns after send out a stop asking to the framework.,sink
ColorMatrix_setScale,set scale  set this colormatrix to scale by the specified values.,sink
MessageFormat_setFormat,set format  sets the format to use for the format element with the given  format element index within the previously set pattern string.,sink
ZoomButtonsController_setZoomInEnabled,set zoom in enabled  whether to enable the zoom in control.,sink
Log_w,w  send a warn log message and log the exception.,sink
UiModeManager_setNightMode,set night mode set the system - all inclusive night fashion.,sink
BackupAgentHelper_onBackup,on backup  run the backup process on each of the configured handlers.,sink
ListFragment_setSelection,set selection  set the currently selected list item to the specified  position with the adapter's data,sink
ObjectOutputStream_writeLong,write long writes a 64 fleck prospicient.,sink
SQLiteDatabase_setPageSize,set page size sets the database sir frederick handley page size of it.,sink
ShortBuffer_put,put  relative bulk put method .,sink
MediaPlayer_setDataSource,set data source  sets the data source  to use.,sink
Log_println,println low - stratum log call.,sink
ObjectOutputStream_writeUTF,write u t f primitive data write of this string in limited utf - 8 data formatting.,sink
RandomAccessFile_writeUTF,write u t f writes a string to the filing cabinet use modified utf - 8 encryption in a machine - independent way.,sink
DocumentBuilderFactory_setXIncludeAware,set x include aware  set state of xinclude processing.,sink
SipManager_open,open  opens the profile for making generic sip calls.,sink
MediaRecorder_setAudioEncodingBitRate,set audio encoding bit rate  sets the audio encoding bit rate for recording.,sink
ByteBuffer_put,put  absolute put method .,sink
MediaRecorder_setVideoEncodingBitRate,set video encoding bit rate sets the video encode fleck rate for recording.,sink
SipManager_setRegistrationListener,set registration listener sets the auditor to listen to registration case.,sink
DateFormat_setTimeZone,set time zone arrange the time zone for the calendar of this dateformat object.,sink
SSLEngine_setSSLParameters,set ssl parameters applies sslparameters to this locomotive engine.,sink
TextToSpeech_addSpeech,add speech  adds a mapping between a charsequence  of text  and a sound resource in a package.,sink
EditText_setSelection,set selection  convenience for selection#setselection.,sink
WebSettings_setJavaScriptEnabled,set java script enabled  tells the webview to enable javascript execution.,sink
ObjectAnimator_setPropertyName,set property name  sets the name of the property that will be animated.,sink
BackupAgentHelper_onBackup,on backup  run the backup process on each of the configured handlers.,sink
PresetReverb_setPreset,set preset enables a preset on the reverb.,sink
WifiP2pManager_cancelConnect,cancel connect cancel any ongoing p2p grouping dialogue the purpose song immediately returns after send a connection cancellation request to the framework.,sink
BackupAgentHelper_onRestore,on restore  run the restore process on each of the configured handlers.,sink
PreferenceActivity_startPreferencePanel,start preference panel take up a new sherd contain a preference panel.,sink
AccountManager_newChooseAccountIntent,new choose account intent  deprecated in favor of newchooseaccountintent.,sink
SimpleAdapter_setViewImage,set view image called by bindview  to do the image for an imageview but just if at that place be no exist viewbinder or if the existing viewbinder cannot handle binding to an imageview.,sink
Matrix4f_set,set  sets the value for a given row and column,sink
Animator_setTarget,set target set the target object whose property volition be enliven by this animation.,sink
Writer_write,write  writes a string.,sink
SearchView_setIconifiedByDefault,set iconified by default  sets the default or resting state of the search field.,sink
SearchView_setInputType,set input type set the input type on the interrogation text theatre of operations.,sink
ColorMatrix_setRotate,set rotate set the gyration on a colour axis by the specified values.,sink
DataOutputStream_writeDouble,"write double  converts the double argument to a long using the  doubletolongbits method in class double,  and then writes that long value to the underlying  output stream as an 8-byte quantity, high byte first.",sink
Matrix4f_set,set set the value for a given row and column,sink
WebSettings_setLayoutAlgorithm,set layout algorithm sets the underlie layout algorithmic rule.,sink
PrintStream_println,println  prints a double and then terminate the line.,sink
RandomAccessFile_writeChars,write chars spell a chain to the file as a sequence of persona.,sink
PrintWriter_write,write  writes a string.,sink
DrmInfo_put,put  adds optional information as key-value pairs to this object.,sink
WifiP2pManager_setServiceResponseListener,set service response listener register a callback to be invoked on incur divine service find reception.,sink
WifiP2pManager_discoverServices,discover services enlightened armed service discovery.,sink
Toast_setText,set text  update the text in a toast that was previously created using one of the maketext methods.,sink
MessageFormat_setFormat,set format  sets the format object to use for the format element with the given  format element index within the previously set pattern string.,sink
LocalActivityManager_dispatchPause,dispatch pause  called by the container activity in its activity#onpause so  that localactivitymanager can perform the corresponding action on the  activities it holds.,sink
XmlPullParserFactory_setFeature,set feature  set the features to be set when xml pull parser is created by this factory.,sink
LocalActivityManager_startActivity,start activity  start a new activity running in the group.,sink
SimpleDateFormat_set2DigitYearStart,set2 digit year start sets the 100 - year period 2 - finger years will be interpret as equal in to lead off on the date the user specifies.,sink
Date_setTime,set time  sets an existing date object  using the given milliseconds time value.,sink
MediaRecorder_setOrientationHint,set orientation hint  sets the orientation hint for output video playback.,sink
MifareUltralight_setTimeout,set timeout  set the transceive timeout in milliseconds.,sink
SQLiteProgram_bindDouble,bind double bind a twofold value to this affirmation.,sink
AccountManager_setAuthToken,set auth token lend an auth keepsake to the accountmanager cache for an account.,sink
SipManager_setRegistrationListener,set registration listener sets the auditor to listen to registration case.,sink
URL_openConnection,"open connection  same as openconnection, except that the connection will be  made through the specified proxy; protocol handlers that do not  support proxing will ignore the proxy parameter and make a  normal connection.",sink
LocalActivityManager_startActivity,start activity  start a new activity running in the group.,sink
Path_setLastPoint,set last point  sets the last point of the path.,sink
Socket_setSoLinger,set so linger enable / disable so_linger with the particularize linger fourth dimension in seconds.,sink
AccessibilityRecord_setScrollable,set scrollable band if the root is scrollable.,sink
PreferenceActivity_startWithFragment,start with fragment  like startwithfragment  but uses a 0 titleres.,sink
InputConnectionWrapper_sendKeyEvent,send key event send a key case to the process that be currently attached through with this comment connection.,sink
DecimalFormat_setParseBigDecimal,set parse big decimal  whether to make numberformat.parse prefer returning a bigdecimal when  possible.,sink
ObjectOutputStream_writeByte,write byte  writes an 8 bit byte.,sink
SecureRandom_setSeed,"set seed  reseeds this random object, using the eight bytes contained  in the given long seed.",sink
DecimalFormat_setGroupingSize,set grouping size  set the grouping size.,sink
MediaRecorder_setVideoEncodingBitRate,set video encoding bit rate sets the video encode fleck rate for recording.,sink
WebSettings_setCacheMode,set cache mode overrides the room the stash is used.,sink
RandomAccessFile_setLength,set length congeal the length of this indian file.,sink
DatagramSocket_setSoTimeout,"set so timeout enable / disable so_timeout with the specified timeout, in msec.",sink
LocalActivityManager_dispatchPause,dispatch pause send for by the container activity in its natural action # onpause so that localactivitymanager potty perform the corresponding activity on the activities it holds.,sink
Field_setLong,set long fix the value of a subject as a longsighted on the particularize object.,sink
AccessibilityRecord_setEnabled,set enabled  sets if the source is enabled.,sink
URLConnection_setRequestProperty,set request property fix the worldwide request property.,sink
PrintStream_print,print  prints a double-precision floating-point number.,sink
GZIPOutputStream_write,write  writes array of bytes to the compressed output stream.,sink
MediaRecorder_setProfile,set profile  uses the settings from a camcorderprofile object for recording.,sink
BackupAgentHelper_onBackup,on backup run the backup process on each of the configured coach.,sink
PrintWriter_println,println  terminates the current line by writing the line separator string.,sink
UriMatcher_addURI,"add u r i sum up a uri to equalize, and the codification to return when this uri is matched.",sink
KeyChain_choosePrivateKeyAlias,choose private key alias launches an activeness for the user to choose the alias for a private key and credentials duad for hallmark.,sink
DatagramSocket_setReuseAddress,set reuse address  enable/disable the so_reuseaddr socket option.,sink
PropertyValuesHolder_setObjectValues,set object values  set the animated values for this object to this set of objects.,sink
ObjectAnimator_setPropertyName,set property name sets the name of the prop that bequeath be renovate.,sink
FileOutputStream_write,write  writes len bytes from the specified byte array  starting at offset off to this file output stream.,sink
AccountManager_setUserData,set user data  sets one userdata key for an account.,sink
PrintWriter_print,print  prints a long integer.,sink
ValueAnimator_setObjectValues,set object values localise the values to animate between for this invigoration.,sink
AutoCompleteTextView_setDropDownVerticalOffset,set drop down vertical offset  sets the vertical offset used for the auto-complete drop-down list.,sink
ShortBuffer_put,put  relative bulk put method .,sink
ObjectOutputStream_writeByte,write byte  writes an 8 bit byte.,sink
DrmManagerClient_saveRights,save rights saves rightfulness to a stipulate path and tie in that way with the contented path.,sink
WebSettings_setMinimumLogicalFontSize,set minimum logical font size sets the minimum consistent baptistry sizing.,sink
WebSettings_setDefaultFixedFontSize,set default fixed font size sets the nonremittal fixed font size of it.,sink
SQLiteProgram_bindAllArgsAsStrings,"bind all args as strings  given an array of string bindargs, this method binds all of them in one single call.",sink
ZoomButtonsController_setZoomInEnabled,set zoom in enabled  whether to enable the zoom in control.,sink
ParserAdapter_setProperty,set property  set a parser property.,sink
AccountManager_setAuthToken,set auth token lend an auth keepsake to the accountmanager cache for an account.,sink
AutoCompleteTextView_setDropDownHeight,set drop down height coiffure the current acme for the auto - complete cliff devour list.,sink
WifiP2pManager_addLocalService,add local service cash register a local serve for service uncovering.,sink
MediaPlayer_setDataSource,set data source  sets the data source  to use.,sink
WebSettings_setDatabaseEnabled,set database enabled  sets whether the database storage api is enabled.,sink
LocationManager_addNmeaListener,add nmea listener  adds an nmea listener.,sink
WebSettings_setJavaScriptEnabled,set java script enabled  tells the webview to enable javascript execution.,sink
AttributedString_addAttribute,add attribute  adds an attribute to a subrange of the string.,sink
ImageView_setImageDrawable,set image drawable  sets a drawable as the content of this imageview.,sink
WebSettings_setBuiltInZoomControls,set built in zoom controls set whether the webview should use its construct - in zoom mechanism.,sink
DatagramSocket_send,send  sends a datagram packet from this socket.,sink
MulticastSocket_setTimeToLive,set time to live  set the default time-to-live for multicast packets sent out  on this multicastsocket in order to control the  scope of the multicasts.,sink
Log_d,d  send a debug log message.,sink
AlarmManager_setTime,set time seth the system wall clock clock time.,sink
UiModeManager_enableCarMode,"enable car mode  force device into car mode, like it had been placed in the car dock.",sink
ObjectOutputStream_writeObject,write object  write the specified object to the objectoutputstream.,sink
AudioRecord_setNotificationMarkerPosition,"set notification marker position  sets the marker position at which the listener is called, if set with  setrecordpositionupdatelistener or  setrecordpositionupdatelistener.",sink
Preference_setTitle,set title  sets the title for this preference with a resource id.,sink
Adler32_update,update  updates the checksum with the specified array of bytes.,sink
DrmManagerClient_saveRights,save rights saves rightfulness to a stipulate path and tie in that way with the contented path.,sink
DecimalFormat_setMinimumFractionDigits,set minimum fraction digits  rounding and digit limits: sets the minimum number of digits to display after  the decimal separator.,sink
DataOutputStream_writeFloat,"write float convert the ice cream float argument to an int using the floattointbits method in category float, and and then writes that int value to the underlying yield stream as a four - byte amount, high byte first.",sink
Reader_read,read  reads characters into an array.,sink
PreferenceActivity_startWithFragment,"start with fragment  start a new instance of this activity, showing only the given  preference fragment.",sink
WebSettings_setMediaPlaybackRequiresUserGesture,set media playback requires user gesture set whether the webview requires a user gesture to play media.,sink
IsolatedContext_sendOrderedBroadcast,"send ordered broadcast broadcast the give intent to all interested broadcastreceivers, delivering them one at a clip to allow more preferred liquidator to consume the broadcast before it is deliver to less best loved receivers.",sink
PrintWriter_print,print  prints an integer.,sink
WifiP2pManager_addLocalService,add local service  register a local service for service discovery.,sink
AudioManager_setBluetoothScoOn,set bluetooth sco on request use of bluetooth sco headset for communications.,sink
SearchManager_triggerSearch,trigger search interchangeable to startsearch  simply actually raise off the hunting interrogation after raise the search dialog.,sink
BackupAgentHelper_onBackup,on backup run the backup process on each of the configured coach.,sink
KeyStore_setKeyEntry,"set key entry  assigns the given key to the given alias, protecting it with the given  password.",sink
KeyChain_choosePrivateKeyAlias,choose private key alias  launches an activity for the user to select the alias  for a private key and certificate pair for authentication.,sink
WebSettings_setDefaultFixedFontSize,set default fixed font size  sets the default fixed font size.,sink
WifiP2pManager_requestPeers,request peers  request the current list of peers.,sink
SimpleAdapter_setViewImage,set view image called by bindview  to do the image for an imageview but just if at that place be no exist viewbinder or if the existing viewbinder cannot handle binding to an imageview.,sink
SipAudioCall_setListener,set listener  sets the listener to listen to the audio call events.,sink
Deflater_setInput,set input sets input data for compression.,sink
WallpaperManager_setStream,set stream  change the current system wallpaper to a specific byte stream.,sink
WebSettings_setCacheMode,set cache mode overrides the room the stash is used.,sink
ListFragment_setListShownNoAnimation,"set list shown no animation like setlistshown , just no animation is used when transition from the old state.",sink
WebSettings_setDefaultFixedFontSize,set default fixed font size  sets the default fixed font size.,sink
ObjectOutputStream_write,write  writes a byte.,sink
ValueAnimator_setFrameDelay,"set frame delay  the amount of time, in milliseconds, between each frame of the animation.",sink
ValueAnimator_setDuration,set duration  sets the length of the animation.,sink
ImageView_setImageBitmap,set image bitmap sets a electronic image as the subject matter of this imageview.,sink
ZoomButton_setEnabled,set enabled set the enabled province of this survey.,sink
LocationManager_sendExtraCommand,send extra command  sends additional commands to a location provider.,sink
MediaPlayer_setSurface,set surface sets the earth's surface to make up utilize as the sink for the television part of the media.,sink
ShareActionProvider_setShareIntent,set share intent seth an intent with information about the share legal action.,sink
DrmInfoRequest_put,put  adds optional information as key-value pairs to this object.,sink
TextToSpeech_addSpeech,add speech  adds a mapping between a string of text and a sound resource in a  package.,sink
ValidatorHandler_setFeature,set feature exercise set the time value of a feature article flag.,sink
SSLCertificateSocketFactory_setHostname,set hostname turns on waiter public figure meter reading  on a given socket.,sink
WebSettings_setStandardFontFamily,set standard font family  sets the standard font family name.,sink
AssetManager_openXmlResourceParser,open xml resource parser  retrieve a parser for a compiled xml file.,sink
WifiP2pManager_removeGroup,remove group remove the current p2p group.,sink
ImageView_setImageBitmap,set image bitmap sets a electronic image as the subject matter of this imageview.,sink
Preference_notifyDependencyChange,notify dependency change  notifies any listening dependents of a change that affects the  dependency.,sink
ImageView_setVisibility,set visibility  set the visibility state of this view.,sink
CollationElementIterator_setText,"set text  set a new source string iterator for iteration, and reset the  offset to the beginning of the text.",sink
LocalActivityManager_dispatchCreate,dispatch create  restore a state that was previously returned by saveinstancestate.,sink
Calendar_setTime,set time  sets this calendar's current time with the given date.,sink
AttributesImpl_setLocalName,set local name  set the local name of a specific attribute.,sink
SmsManager_sendMultipartTextMessage,send multipart text message  send a multi-part text based sms.,sink
DatePickerDialog_updateDate,update date define the current date.,sink
LogPrinter_println,println indite a line of products of text to the output.,sink
Log_d,d  send a debug log message.,sink
SSLCertificateSocketFactory_setHostname,set hostname turns on waiter public figure meter reading  on a given socket.,sink
SQLiteProgram_bindDouble,bind double  bind a double value to this statement.,sink
SSLCertificateSocketFactory_setHostname,set hostname turns on waiter public figure meter reading  on a given socket.,sink
MessageFormat_parse,parse  parses text from the beginning of the given string to produce an object  array.,sink
PrintWriter_write,write  writes a portion of an array of characters.,sink
MediaRecorder_setAudioSamplingRate,set audio sampling rate  sets the audio sampling rate for recording.,sink
ObjectAnimator_setPropertyName,set property name  sets the name of the property that will be animated.,sink
PrintWriter_println,println  prints a boolean value and then terminates the line.,sink
MediaRecorder_setOutputFile,set output file  pass in the file object to be written.,sink
Deflater_setDictionary,set dictionary set preset dictionary for densification.,sink
DatagramSocket_setSoTimeout,"set so timeout enable / disable so_timeout with the specified timeout, in msec.",sink
DataOutputStream_writeChars,write chars  writes a string to the underlying output stream as a sequence of  characters.,sink
Matrix3f_set,set  sets the value for a given row and column,sink
WebSettings_setMinimumLogicalFontSize,set minimum logical font size  sets the minimum logical font size.,sink
WifiP2pManager_discoverPeers,discover peers tiro match discovery.,sink
BitSet_set,set  sets the bit at the specified index to true.,sink
AccessibilityRecord_setPassword,set password  sets if the source is a password field.,sink
AnimatorSet_setTarget,set target  sets the target object for all current child animations  of this animatorset that take targets .,sink
IsolatedContext_sendBroadcast,send broadcast  broadcast the given intent to all interested broadcastreceivers.,sink
DataOutputStream_writeChar,"write char spell a cleaning woman to the underlying yield stream as a 2 - byte time value, high byte first.",sink
ImageView_setVisibility,set visibility  set the visibility state of this view.,sink
WifiP2pManager_addLocalService,add local service cash register a local serve for service uncovering.,sink
ViewStub_setVisibility,"set visibility when visibility is set to opinion. visible oregon view. invisible, inflate  embody invoked and this stubbedview is replaced in it parent by the high flown layout resource.",sink
NfcA_setTimeout,set timeout curing the transceive  timeout in millisecond.,sink
ValueAnimator_setFrameDelay,"set frame delay  the amount of time, in milliseconds, between each frame of the animation.",sink
Matrix4f_set,set  sets the value for a given row and column,sink
WebSettings_setDefaultFontSize,set default font size sets the default option font size.,sink
CharArrayWriter_append,append  appends the specified character to this writer.,sink
Log_v,v  send a verbose log message.,sink
AudioGroup_sendDtmf,send dtmf sends a dtmf figure to every audiostream in this group.,sink
PrintStream_println,println  prints a character and then terminate the line.,sink
ImageView_setImageAlpha,set image alpha  sets the alpha value that should be applied to the image.,sink
AudioManager_setStreamVolume,set stream volume set the loudness index for a picky stream.,sink
WifiP2pManager_removeGroup,remove group  remove the current p2p group.,sink
DateFormatSymbols_setAmPmStrings,set am pm strings  sets am/pm strings.,sink
XmlPullParserFactory_setFeature,set feature curing the features to be set when xml drag parser is created by this factory.,sink
Socket_setSoTimeout,"set so timeout enable / disable so_timeout with the specified timeout, in msec.",sink
IsoDep_setTimeout,set timeout  set the timeout of transceive in milliseconds.,sink
Preference_setSummary,set summary  sets the summary for this preference with a charsequence.,sink
PipedOutputStream_write,write  writes len bytes from the specified byte array  starting at offset off to this piped output stream.,sink
SipManager_setRegistrationListener,set registration listener  sets the listener to listen to registration events.,sink
MulticastSocket_setLoopbackMode,set loopback mode  disable/enable local loopback of multicast datagrams  the option is used by the platform's networking code as a hint  for setting whether multicast data will be looped back to  the local socket.,sink
BufferedOutputStream_write,write  writes the specified byte to this buffered output stream.,sink
ObjectOutputStream_writeBoolean,write boolean  writes a boolean.,sink
ObjectOutputStream_writeShort,write short  writes a 16 bit short.,sink
RandomAccessFile_write,write  writes the specified byte to this file.,sink
ObjectAnimator_setDuration,set duration  sets the length of the animation.,sink
WebSettings_setCacheMode,set cache mode  overrides the way the cache is used.,sink
NsdManager_discoverServices,discover services  initiate service discovery to browse for instances of a service type.,sink
PrintWriter_write,write  writes a single character.,sink
ObjectOutputStream_writeShort,write short  writes a 16 bit short.,sink
AutoCompleteTextView_setDropDownHorizontalOffset,set drop down horizontal offset  sets the horizontal offset used for the auto-complete drop-down list.,sink
InputConnectionWrapper_sendKeyEvent,send key event send a key case to the process that be currently attached through with this comment connection.,sink
TrafficStats_setThreadStatsTag,set thread stats tag band active tag to use when accounting socket traffic develop from the current thread.,sink
MifareUltralight_setTimeout,set timeout solidification the transceive  timeout in milliseconds.,sink
SearchManager_triggerSearch,trigger search interchangeable to startsearch  simply actually raise off the hunting interrogation after raise the search dialog.,sink
Log_wtf,wtf  what a terrible failure: report a condition that should never happen.,sink
DateFormatSymbols_setWeekdays,set weekdays  sets weekday strings.,sink
Deflater_setInput,set input sets input data for compression.,sink
ClassLoader_setDefaultAssertionStatus,set default assertion status  sets the default assertion status for this class loader.,sink
AnimatorSet_setTarget,set target fix the fair game physical object for all current child vivification of this animatorset that take targets .,sink
Calendar_set,set  sets the given calendar field to the given value.,sink
ObjectAnimator_setDuration,set duration  sets the length of the animation.,sink
ZoomButtonsController_setZoomInEnabled,set zoom in enabled  whether to enable the zoom in control.,sink
WebSettings_setDisplayZoomControls,set display zoom controls sets whether the webview should expose on - concealment rapid growth controls when practice the built - in zoom mechanisms.,sink
Deflater_setInput,set input  sets input data for compression.,sink
Calendar_setTime,set time  sets this calendar's current time with the given date.,sink
KeyStore_setCertificateEntry,set certificate entry assigns the given trust certificate to the given false name.,sink
BreakIterator_setText,set text  set a new text for scanning.,sink
PrintStream_print,print  prints an integer.,sink
ThreadGroup_setMaxPriority,set max priority  sets the maximum priority of the group.,sink
PrintWriter_println,println  prints a floating-point number and then terminates the line.,sink
AccessibilityRecord_setPassword,set password  sets if the source is a password field.,sink
Socket_setSendBufferSize,set send buffer size  sets the so_sndbuf option to the  specified value for this socket.,sink
SipAudioCall_setListener,set listener sets the listener to listen to the sound birdcall outcome.,sink
SmsManager_sendMultipartTextMessage,send multipart text message  send a multi-part text based sms.,sink
ServerSocket_setSoTimeout,"set so timeout  enable/disable so_timeout with the  specified timeout, in milliseconds.",sink
SmsManager_sendMultipartTextMessage,send multipart text message  send a multi-part text based sms.,sink
MulticastSocket_setTimeToLive,set time to live  set the default time-to-live for multicast packets sent out  on this multicastsocket in order to control the  scope of the multicasts.,sink
ColorMatrix_set,"set  assign the src colormatrix into this matrix, copying all of its values.",sink
WebSettings_setMinimumFontSize,set minimum font size  sets the minimum font size.,sink
AutoCompleteTextView_onCommitCompletion,"on commit completion  called by the framework in response to a text completion from  the current input method, provided by it calling  inputconnection.commitcompletion.",sink
DecimalFormat_setDecimalFormatSymbols,set decimal format symbols  sets the decimal format symbols used by this formatter.,sink
TextureView_setTransform,set transform  sets the transform to associate with this texture view.,sink
SSLEngine_setSSLParameters,set ssl parameters  applies sslparameters to this engine.,sink
Field_setBoolean,set boolean  sets the value of a field as a boolean on the specified object.,sink
RandomAccessFile_setLength,set length congeal the length of this indian file.,sink
URLSpan_onClick,on click  performs the click action associated with this span.,sink
InstrumentationTestCase_launchActivityWithIntent,launch activity with intent  utility method for launching an activity with a specific intent.,sink
WifiP2pManager_addLocalService,add local service  register a local service for service discovery.,sink
PreferenceActivity_onPreferenceStartFragment,on preference start fragment  called when the user has clicked on a preference that has  a fragment class name associated with it.,sink
DatePicker_setMinDate,"set min date set up the minimal date corroborate by this datepicker in milliseconds since jan unity, 1970 00: 00: 00 in timezone. getdefault  metre zone.",sink
PrintStream_println,println  prints a character and then terminate the line.,sink
ValueAnimator_setObjectValues,set object values localise the values to animate between for this invigoration.,sink
BackupDataOutput_writeEntityData,write entity data write a clod of data under the current entity to the backup ecstasy.,sink
MediaPlayer_setSurface,set surface sets the earth's surface to make up utilize as the sink for the television part of the media.,sink
ObjectOutputStream_writeObject,write object write the specified object to the objectoutputstream.,sink
SearchView_setImeOptions,set ime options  sets the ime options on the query text field.,sink
TextToSpeech_addEarcon,add earcon  adds a mapping between a string of text and a sound resource in a  package.,sink
WebSettings_setSansSerifFontFamily,set sans serif font family sets the sans - serif font family public figure.,sink
DecimalFormatSymbols_setInternationalCurrencySymbol,set international currency symbol  sets the international string denoting the local currency.,sink
ObjectOutputStream_writeUnshared,"write unshared  writes an ""unshared"" object to the objectoutputstream.",sink
ErrorManager_error,error the error method is holler when a animal trainer failure go on.,sink
TextToSpeech_setSpeechRate,set speech rate  sets the speech rate.,sink
ValueAnimator_setFloatValues,set float values  sets float values that will be animated between.,sink
KeyChain_choosePrivateKeyAlias,choose private key alias  launches an activity for the user to select the alias  for a private key and certificate pair for authentication.,sink
URLConnection_setDefaultUseCaches,set default use caches  sets the default value of the usecaches field to the  specified value.,sink
BitSet_set,set  sets the bit at the specified index to the specified value.,sink
Adler32_update,update  updates the checksum with the specified array of bytes.,sink
WebSettings_setBuiltInZoomControls,set built in zoom controls set whether the webview should use its construct - in zoom mechanism.,sink
ByteBuffer_put,put  relative put method .,sink
InstrumentationTestCase_sendKeys,send keys sends a series of fundamental case through instrumentation and wait for idle.,sink
SurfaceView_setZOrderMediaOverlay,set z order media overlay  control whether the surface view's surface is placed on top of another  regular surface view in the window .,sink
SimpleDateFormat_set2DigitYearStart,set2 digit year start  sets the 100-year period 2-digit years will be interpreted as being in  to begin on the date the user specifies.,sink
ColorMatrix_setScale,set scale set this colormatrix to surmount by the specified values.,sink
AnimatorSet_setDuration,set duration  sets the length of each of the current child animations of this animatorset.,sink
XmlPullParserFactory_setFeature,set feature curing the features to be set when xml drag parser is created by this factory.,sink
BackupAgentHelper_onBackup,on backup  run the backup process on each of the configured handlers.,sink
WebSettings_setBlockNetworkImage,set block network image  sets whether the webview should not load image resources from the  network .,sink
Random_setSeed,set seed specify the cum of this random numeral generator use a individual long seed.,sink
UiModeManager_enableCarMode,"enable car mode force device into gondola mode, similar information technology get been placed in the car dock.",sink
CookieManager_setAcceptCookie,set accept cookie  sets whether the application's webview instances should send and  accept cookies.,sink
SQLiteDatabase_openOrCreateDatabase,"open or create database  equivalent to opendatabase(file.getpath, factory, create_if_necessary).",sink
XmlPullParserFactory_setNamespaceAware,set namespace aware  specifies that the parser produced by this factory will provide  support for xml namespaces.,sink
Socket_setPerformancePreferences,set performance preferences  sets performance preferences for this socket.,sink
WifiP2pManager_requestConnectionInfo,request connection info  request device connection info.,sink
OutputStream_write,write  writes b.length bytes from the specified byte array  to this output stream.,sink
WebSettings_setDatabaseEnabled,set database enabled  sets whether the database storage api is enabled.,sink
MessageFormat_setFormat,set format  sets the format object to use for the format element with the given  format element index within the previously set pattern string.,sink
DecimalFormat_setDecimalSeparatorAlwaysShown,set decimal separator always shown  separators: sets whether the decimal separator  is  shown on integers.,sink
MessageFormat_setFormatByArgumentIndex,set format by argument index  sets the format to use for the format elements within the  previously set pattern string that use the given argument  index.,sink
DataOutputStream_writeByte,write byte  writes out a byte to the underlying output stream as  a 1-byte value.,sink
ColorMatrix_setConcat,"set concat set this colormatrix to the concatenation of the two specified colormatrices, such that the result colormatrix have the same effect as use matb and then applying mata.",sink
DownloadManager_openDownloadedFile,open downloaded file  open a downloaded file for reading.,sink
ServerSocket_setReceiveBufferSize,set receive buffer size sets a default proposed value for the so_rcvbuf choice for socket bear from this serversocket.,sink
TableLayout_setColumnStretchable,set column stretchable  makes the given column stretchable or not.,sink
DecimalFormat_setGroupingSize,set grouping size  set the grouping size.,sink
TableLayout_setColumnShrinkable,set column shrinkable  makes the given column shrinkable or not.,sink
InputConnectionWrapper_performPrivateCommand,perform private command  api to send private commands from an input method to its  connected editor.,sink
ValueAnimator_setFrameDelay,"set frame delay the quantity of time, in msec, between each frame of the animation.",sink
IsolatedContext_sendOrderedBroadcast,"send ordered broadcast  broadcast the given intent to all interested broadcastreceivers, delivering  them one at a time to allow more preferred receivers to consume the  broadcast before it is delivered to less preferred receivers.",sink
AlarmManager_setTimeZone,set time zone  sets the system's persistent default time zone.,sink
AudioTrack_setPlaybackHeadPosition,set playback head position  sets the playback head position within the static buffer.,sink
WifiP2pManager_removeGroup,remove group remove the current p2p group.,sink
AccessibilityRecord_setChecked,set checked sets if the seed equal gibe.,sink
WebSettings_setTextZoom,set text zoom sets the school text zoom of the page in pct.,sink
SpeechRecognizer_startListening,start listening start listening for speech.,sink
AudioTrack_setNotificationMarkerPosition,set notification marker position  sets the position of the notification marker.,sink
Reader_read,read  reads characters into an array.,sink
AppWidgetManager_bindAppWidgetIdIfAllowed,bind app widget id if allowed  set the provider for a given appwidgetid if the caller has a permission.,sink
