key,docs,classification,class,category_map
SecureRandom_generateSeed,generate seed .this class provides a cryptographically strong random number generator ,source,SecureRandom,no category
WallpaperManager_getFastDrawable,"get fast drawable .provides access to the system wallpaper  with wallpaper manager, you can get the current wallpaper, get the desired dimensions for the wallpaper, set the wallpaper, and more",source,WallpaperManager,no category
WebSettings_getSansSerifFontFamily,"get sans serif font family .manages settings state for a web view  when a web view is first created, it obtains a set of default settings  these default settings will be returned from any getter call  a web settings object obtained from web view get settings is tied to the life of the web view  if a web view has been destroyed, any method call on web settings will throw an illegal state exception",source,WebSettings,no category
DecimalFormat_getMultiplier,"get multiplier . icu's replacement for decimal format  methods, fields, and other functionality specific to icu are labeled '[icu]'",source,DecimalFormat,no category
ObjectAnimator_setFloatValues,set float values .this subclass of value animator provides support for animating properties on target objects  the constructors of this class take parameters to define the target object that will be animated as well as the name of the property that will be animated  appropriate set or get functions are then determined internally and the animation will call these functions as necessary to animate the property,sink,ObjectAnimator,no category
DecimalFormatSymbols_getMonetaryDecimalSeparator,"get monetary decimal separator . icu's replacement for decimal format symbols  methods, fields, and other functionality specific to icu are labeled '[icu]'  this class represents the set of symbols  needed by decimal format to format numbers  decimal format creates for itself an instance of decimal format symbols from its locale data   if you need to change any of these symbols, you can get the decimal format symbols object from your decimal format and modify it",source,DecimalFormatSymbols,no category
ShapeDrawable_getIntrinsicHeight,"get intrinsic height .a drawable object that draws primitive shapes  a shape drawable takes a shape object and manages its presence on the screen  if no shape is given, then the shape drawable will default to a rect shape",source,ShapeDrawable,no category
AttributesImpl_getIndex,get index .default implementation of the attributes interface,source,AttributesImpl,no category
WebSettings_setBlockNetworkImage,"set block network image .manages settings state for a web view  when a web view is first created, it obtains a set of default settings  these default settings will be returned from any getter call  a web settings object obtained from web view get settings is tied to the life of the web view  if a web view has been destroyed, any method call on web settings will throw an illegal state exception",sink,WebSettings,no category
DecimalFormatSymbols_getNaN,"get na n . icu's replacement for decimal format symbols  methods, fields, and other functionality specific to icu are labeled '[icu]'  this class represents the set of symbols  needed by decimal format to format numbers  decimal format creates for itself an instance of decimal format symbols from its locale data   if you need to change any of these symbols, you can get the decimal format symbols object from your decimal format and modify it",source,DecimalFormatSymbols,no category
TextPaint_set,set .text paint is an extension of paint that leaves room for some extra data used during text measuring and drawing,sink,TextPaint,no category
HttpURLConnection_getErrorStream,get error stream .a url connection with support for http specific features  see  the spec  for details,source,HttpURLConnection,no category
Calendar_getTimeZone,"get time zone . icu's replacement for calendar  methods, fields, and other functionality specific to icu are labeled '[icu]'",source,Calendar,calendar information
AudioTrack_setPlaybackHeadPosition,"set playback head position .the audio track class manages and plays a single audio resource for java applications  it allows streaming of pcm audio buffers to the audio sink for playback  this is achieved by ""pushing"" the data to the audio track object using one of the  write, write,  and write methods",sink,AudioTrack,audio
Calendar_get,"get . icu's replacement for calendar  methods, fields, and other functionality specific to icu are labeled '[icu]'",source,Calendar,calendar information
SQLiteProgram_bindBlob,bind blob .a base class for compiled s q lite programs,sink,SQLiteProgram,no category
AtomicInteger_getAndAdd,"get and add .an int value that may be updated atomically   see the var handle specification for descriptions of the properties of atomic accesses  an atomic integer is used in applications such as atomically incremented counters, and cannot be used as a replacement for an integer  however, this class does extend number to allow uniform access by tools and utilities that deal with numerically based classes",source,AtomicInteger,no category
DropBoxManager_addFile,"add file .enqueues chunks of data    the queue is size bounded and will drop old data if the enqueued data exceeds the maximum size   you can think of this as a persistent, system wide, blob oriented ""logcat""",sink,DropBoxManager,files
DecimalFormatSymbols_getAvailableLocales,"get available locales . icu's replacement for decimal format symbols  methods, fields, and other functionality specific to icu are labeled '[icu]'  this class represents the set of symbols  needed by decimal format to format numbers  decimal format creates for itself an instance of decimal format symbols from its locale data   if you need to change any of these symbols, you can get the decimal format symbols object from your decimal format and modify it",source,DecimalFormatSymbols,no category
Toast_getYOffset,get y offset .a toast is a view containing a quick little message for the user   the toast class helps you create and show those,source,Toast,no category
AppWidgetManager_bindAppWidgetIdIfAllowed,bind app widget id if allowed .updates app widget state; gets information about installed app widget providers and other app widget related state,sink,AppWidgetManager,no category
ToggleButton_getTextOn,"get text on .displays checked or unchecked states as a button with a ""light"" indicator and by default accompanied with the text ""on"" or ""off""",source,ToggleButton,no category
Array_getLength,get length .the array class provides static methods to dynamically create and access java arrays,source,Array,no category
MessageFormat_setFormats,"set formats . icu's replacement for message format  methods, fields, and other functionality specific to icu are labeled '[icu]'",sink,MessageFormat,no category
DatagramSocket_getInetAddress,get inet address .this class represents a socket for sending and receiving datagram packets,source,DatagramSocket,no category
ViewAnimator_getDisplayedChild,get displayed child .base class for a frame layout container that will perform animations when switching between its views,source,ViewAnimator,no category
DateFormatSymbols_setAmPmStrings,"set am pm strings . icu's replacement for date format symbols  methods, fields, and other functionality specific to icu are labeled '[icu]'",sink,DateFormatSymbols,no category
AccountManager_getAccountsByType,"get accounts by type .this class provides access to a centralized registry of the user's online accounts   the user enters credentials  once per account, granting applications access to online resources with ""one click"" approval",source,AccountManager,user account
WallpaperManager_peekFastDrawable,"peek fast drawable .provides access to the system wallpaper  with wallpaper manager, you can get the current wallpaper, get the desired dimensions for the wallpaper, set the wallpaper, and more",source,WallpaperManager,no category
HttpURLConnection_getPermission,get permission .a url connection with support for http specific features  see  the spec  for details,source,HttpURLConnection,no category
WebSettings_getDisplayZoomControls,"get display zoom controls .manages settings state for a web view  when a web view is first created, it obtains a set of default settings  these default settings will be returned from any getter call  a web settings object obtained from web view get settings is tied to the life of the web view  if a web view has been destroyed, any method call on web settings will throw an illegal state exception",source,WebSettings,no category
URLConnection_getReadTimeout,"get read timeout .the abstract class url connection is the superclass of all classes that represent a communications link between the application and a url  instances of this class can be used both to read from and to write to the resource referenced by the url  in general, creating a connection to a url is a multistep process",source,URLConnection,no category
RemoteViewsService_onBind,on bind .the service to be connected to for a remote adapter to request remote views   users should extend the remote views service to provide the appropriate remote views factory's used to populate the remote collection view ,sink,RemoteViewsService,no category
JSONArray_getLong,"get long .a dense indexed sequence of values  values may be any mix of json objects, other json arrays, strings, booleans, integers, longs, doubles, null or json object  n u l l  values may not be na ns, infinities, or of any type not listed here",source,JSONArray,no category
UiModeManager_getNightMode,get night mode .this class provides access to the system uimode services   these services allow applications to control ui modes of the device  it provides functionality to disable the car mode and it gives access to the night mode settings,source,UiModeManager,no category
DatePicker_getMaxDate,"get max date .date picker is a directly subclass of picker  this class is a widget for selecting a date  the date can be selected by a year, month, and day columns  the ""min date"" and ""max date"" from which dates to be selected can be customized   the columns can be customized by attribute ""date picker format"" or set date picker format  r attr max date r attr min date r attr date picker forma",source,DatePicker,no category
ToneGenerator_startTone,"start tone .this class provides methods to play dtmf tones , call supervisory tones  and proprietary tones   depending on call state and routing options, tones are mixed to the downlink audio or output to the speaker phone or headset  this api is not for generating tones over the uplink audio path",sink,ToneGenerator,no category
CharBuffer_toString,to string .a char buffer,source,CharBuffer,no category
KeyStore_getProvider,get provider .this class represents a storage facility for cryptographic keys and certificates,source,KeyStore,no category
WifiP2pManager_requestGroupInfo,"request group info .this class provides the api for managing wifi peer to peer connectivity  this lets an application discover available peers, setup connection to peers and query for the list of peers  when a p2p connection is formed over wifi, the device continues to maintain the uplink connection over mobile or any other available network for internet connectivity on the device",sink,WifiP2pManager,network connection
URLConnection_getIfModifiedSince,"get if modified since .the abstract class url connection is the superclass of all classes that represent a communications link between the application and a url  instances of this class can be used both to read from and to write to the resource referenced by the url  in general, creating a connection to a url is a multistep process",source,URLConnection,no category
Animation_getDuration,"get duration .abstraction for an animation that can be applied to views, surfaces, or other objects  see the animation package description file",source,Animation,no category
ServerSocket_getInetAddress,"get inet address .this class implements server sockets  a server socket waits for requests to come in over the network  it performs some operation based on that request, and then possibly returns a result to the requester",source,ServerSocket,no category
Virtualizer_getProperties,"get properties .an audio virtualizer is a general name for an effect to spatialize audio channels  the exact behavior of this effect is dependent on the number of audio input channels and the types and number of audio output channels of the device  for example, in the case of a stereo input and stereo headphone output, a stereo widening effect is used when this effect is turned on",source,Virtualizer,no category
TextToSpeech_setPitch,set pitch .synthesizes speech from text for immediate playback or to create a sound file,sink,TextToSpeech,no category
AudioManager_getParameters,get parameters .audio manager provides access to volume and ringer mode control,source,AudioManager,no category
SimpleDateFormat_getDateFormatSymbols,"get date format symbols . icu's replacement for simple date format  methods, fields, and other functionality specific to icu are labeled '[icu]'",source,SimpleDateFormat,no category
Socket_getInetAddress,get inet address .this class implements client sockets   a socket is an endpoint for communication between two machines,source,Socket,no category
MifareUltralight_getType,get type .provides access to mifare ultralight properties and input or output operations on a tag,source,MifareUltralight,nfc information
URLConnection_getOutputStream,"get output stream .the abstract class url connection is the superclass of all classes that represent a communications link between the application and a url  instances of this class can be used both to read from and to write to the resource referenced by the url  in general, creating a connection to a url is a multistep process",source,URLConnection,no category
PrintStream_println,"println .a print stream adds functionality to another output stream, namely the ability to print representations of various data values conveniently   two other features are provided as well   unlike other output streams, a print stream never throws an i o exception; instead, exceptional situations merely set an internal flag that can be tested via the check error method  optionally, a print stream can be created so as to flush automatically; this means that the flush method is automatically invoked after a byte array is written, one of the println methods is invoked, or a newline character or byte  is written",sink,PrintStream,no category
RandomAccessFile_writeFloat,"write float .instances of this class support both reading and writing to a random access file  a random access file behaves like a large array of bytes stored in the file system  there is a kind of cursor, or index into the implied array, called the file pointer; input operations read bytes starting at the file pointer and advance the file pointer past the bytes read  if the random access file is created in read or write mode, then output operations are also available; output operations write bytes starting at the file pointer and advance the file pointer past the bytes written  output operations that write past the current end of the implied array cause the array to be extended  the file pointer can be read by the get file pointer method and set by the seek method",sink,RandomAccessFile,no category
SQLiteProgram_bindDouble,bind double .a base class for compiled s q lite programs,sink,SQLiteProgram,no category
BassBoost_setStrength,set strength .bass boost is an audio effect to boost or amplify low frequencies of the sound  it is comparable to a simple equalizer but limited to one band amplification in the low frequency range,sink,BassBoost,audio
DateFormat_parseObject,"parse object . icu's replacement for date format  methods, fields, and other functionality specific to icu are labeled '[icu]'",source,DateFormat,no category
ZipEntry_getCompressedSize,get compressed size .this class is used to represent a zip file entry,source,ZipEntry,no category
DateFormatSymbols_setWeekdays,"set weekdays . icu's replacement for date format symbols  methods, fields, and other functionality specific to icu are labeled '[icu]'",sink,DateFormatSymbols,no category
AttributesImpl_setValue,set value .default implementation of the attributes interface,sink,AttributesImpl,no category
SSLEngine_unwrap,"unwrap .a class which enables secure communications using protocols such as the secure sockets layer  or  ietf rfc 2246 "" transport layer security""   protocols, but is transport independent",source,SSLEngine,network information
NsdManager_discoverServices,"discover services .the network service discovery manager class provides the api to discover services on a network  as an example, if device a and device b are connected over a wifi network, a game registered on device a can be discovered by a game on device b  another example use case is an application discovering printers on the network",sink,NsdManager,network connection
WifiP2pManager_addServiceRequest,"add service request .this class provides the api for managing wifi peer to peer connectivity  this lets an application discover available peers, setup connection to peers and query for the list of peers  when a p2p connection is formed over wifi, the device continues to maintain the uplink connection over mobile or any other available network for internet connectivity on the device",sink,WifiP2pManager,network connection
AccountManager_getAuthTokenByFeatures,"get auth token by features .this class provides access to a centralized registry of the user's online accounts   the user enters credentials  once per account, granting applications access to online resources with ""one click"" approval",source,AccountManager,user account
ImageSwitcher_setImageDrawable,set image drawable .view switcher that switches between two image views when a new image is set on it  the views added to an image switcher must all be image views,sink,ImageSwitcher,no category
DecimalFormat_setMaximumFractionDigits,"set maximum fraction digits . icu's replacement for decimal format  methods, fields, and other functionality specific to icu are labeled '[icu]'",sink,DecimalFormat,no category
SQLiteCursor_getCount,get count .a cursor implementation that exposes results from a query on a s q lite database  s q lite cursor is not internally synchronized so code using a s q lite cursor from multiple threads should perform its own synchronization when using the s q lite cursor,source,SQLiteCursor,database
AudioRecord_getAudioSessionId,"get audio session id .the audio record class manages the audio resources for java applications to record audio from the audio input hardware of the platform  this is achieved by ""pulling""  the data from the audio record object  the application is responsible for polling the audio record object in time using one of the following three methods:  read, read or read  the choice of which method to use will be based on the audio data storage format that is the most convenient for the user of audio record",source,AudioRecord,no category
SparseBooleanArray_append,"append .sparse boolean arrays map integers to booleans  unlike a normal array of booleans there can be gaps in the indices   it is intended to be more memory efficient than using a hash map to map integers to booleans, both because it avoids auto boxing keys and values and its data structure doesn't rely on an extra entry object for each mapping",sink,SparseBooleanArray,no category
AttributesImpl_setURI,set u r i .default implementation of the attributes interface,sink,AttributesImpl,no category
Field_getName,"get name .a field provides information about, and dynamic access to, a single field of a class or an interface   the reflected field may be a class  field or an instance field",source,Field,no category
Calendar_getDisplayNames,"get display names .the calendar class is an abstract class that provides methods for converting between a specific instant in time and a set of calendar fields such as y e a r, m o n t h, d a y_ o f_ m o n t h, h o u r, and so on, and for manipulating the calendar fields, such as getting the date of the next week  an instant in time can be represented by a millisecond value that is an offset from the epoch, january 1, 1970 00:00:00 000 gmt ",source,Calendar,calendar information
URLConnection_getContent,"get content .the abstract class url connection is the superclass of all classes that represent a communications link between the application and a url  instances of this class can be used both to read from and to write to the resource referenced by the url  in general, creating a connection to a url is a multistep process",source,URLConnection,no category
NumberFormat_setRoundingMode,"set rounding mode . icu's replacement for number format  methods, fields, and other functionality specific to icu are labeled '[icu]'",sink,NumberFormat,no category
FloatBuffer_put,put .a float buffer,sink,FloatBuffer,no category
NfcA_getTag,get tag .provides access to nfc a  properties and input or output operations on a tag,source,NfcA,nfc information
DocumentBuilderFactory_getSchema,get schema .defines a factory api that enables applications to obtain a parser that produces dom object trees from xml documents,source,DocumentBuilderFactory,no category
SSLEngine_getSSLParameters,"get ssl parameters .a class which enables secure communications using protocols such as the secure sockets layer  or  ietf rfc 2246 "" transport layer security""   protocols, but is transport independent",source,SSLEngine,network information
WebSettings_setLayoutAlgorithm,"set layout algorithm .manages settings state for a web view  when a web view is first created, it obtains a set of default settings  these default settings will be returned from any getter call  a web settings object obtained from web view get settings is tied to the life of the web view  if a web view has been destroyed, any method call on web settings will throw an illegal state exception",sink,WebSettings,no category
WebSettings_setUseWideViewPort,"set use wide view port .manages settings state for a web view  when a web view is first created, it obtains a set of default settings  these default settings will be returned from any getter call  a web settings object obtained from web view get settings is tied to the life of the web view  if a web view has been destroyed, any method call on web settings will throw an illegal state exception",sink,WebSettings,no category
Deflater_getBytesRead,get bytes read .this class provides support for general purpose compression using the popular zlib compression library  the zlib compression library was initially developed as part of the png graphics standard and is not protected by patents  it is fully described in the specifications at the java util zip package description,source,Deflater,no category
Path_setFillType,"set fill type .the path class encapsulates compound  geometric paths consisting of straight line segments, quadratic curves, and cubic curves  it can be drawn with canvas draw path, either filled or stroked , or it can be used for clipping or to draw text on a path",sink,Path,no category
SearchView_setInputType,"set input type .a widget that provides a user interface for the user to enter a search query and submit a request to a search provider  shows a list of query suggestions or results, if available, and allows the user to pick a suggestion or result to launch into",sink,SearchView,no category
DateFormatSymbols_getEras,"get eras . icu's replacement for date format symbols  methods, fields, and other functionality specific to icu are labeled '[icu]'",source,DateFormatSymbols,no category
URL_getDefaultPort,"get default port .class url represents a uniform resource locator, a pointer to a ""resource"" on the world wide web  a resource can be something as simple as a file or a directory, or it can be a reference to a more complicated object, such as a query to a database or to a search engine  more information on the types of urls and their formats can be found at: types of ur",source,URL,no category
Inflater_getBytesRead,get bytes read .this class provides support for general purpose decompression using the popular zlib compression library  the zlib compression library was initially developed as part of the png graphics standard and is not protected by patents  it is fully described in the specifications at the java util zip package description,source,Inflater,no category
RandomAccessFile_writeChars,"write chars .instances of this class support both reading and writing to a random access file  a random access file behaves like a large array of bytes stored in the file system  there is a kind of cursor, or index into the implied array, called the file pointer; input operations read bytes starting at the file pointer and advance the file pointer past the bytes read  if the random access file is created in read or write mode, then output operations are also available; output operations write bytes starting at the file pointer and advance the file pointer past the bytes written  output operations that write past the current end of the implied array cause the array to be extended  the file pointer can be read by the get file pointer method and set by the seek method",sink,RandomAccessFile,no category
AccountManager_setUserData,"set user data .this class provides access to a centralized registry of the user's online accounts   the user enters credentials  once per account, granting applications access to online resources with ""one click"" approval",sink,AccountManager,user account
SparseIntArray_get,"get .sparse int arrays map integers to integers   unlike a normal array of integers, there can be gaps in the indices   it is intended to be more memory efficient than using a hash map to map integers to integers, both because it avoids auto boxing keys and values and its data structure doesn't rely on an extra entry object for each mapping",source,SparseIntArray,no category
KeyStore_getType,get type .this class represents a storage facility for cryptographic keys and certificates,source,KeyStore,no category
SSLSocket_setSSLParameters,"set ssl parameters .this class extends sockets and provides secure socket using protocols such as the "" secure sockets layer""  or ietf "" transport layer security""  protocols",sink,SSLSocket,no category
URLConnection_getURL,"get url .the abstract class url connection is the superclass of all classes that represent a communications link between the application and a url  instances of this class can be used both to read from and to write to the resource referenced by the url  in general, creating a connection to a url is a multistep process",source,URLConnection,no category
ClassLoader_getResourceAsStream,"get resource as stream .a class loader is an object that is responsible for loading classes  the class class loader is an abstract class   given the binary name of a class, a class loader should attempt to locate or generate data that constitutes a definition for the class   a typical strategy is to transform the name into a file name and then read a ""class file"" of that name from a file system",source,ClassLoader,network information
JSONArray_getJSONArray,"get json array .a dense indexed sequence of values  values may be any mix of json objects, other json arrays, strings, booleans, integers, longs, doubles, null or json object  n u l l  values may not be na ns, infinities, or of any type not listed here",source,JSONArray,no category
WebSettings_getJavaScriptCanOpenWindowsAutomatically,"get java script can open windows automatically .manages settings state for a web view  when a web view is first created, it obtains a set of default settings  these default settings will be returned from any getter call  a web settings object obtained from web view get settings is tied to the life of the web view  if a web view has been destroyed, any method call on web settings will throw an illegal state exception",source,WebSettings,no category
DocumentBuilderFactory_setXIncludeAware,set x include aware .defines a factory api that enables applications to obtain a parser that produces dom object trees from xml documents,sink,DocumentBuilderFactory,no category
AtomicInteger_getAndSet,"get and set .an int value that may be updated atomically   see the var handle specification for descriptions of the properties of atomic accesses  an atomic integer is used in applications such as atomically incremented counters, and cannot be used as a replacement for an integer  however, this class does extend number to allow uniform access by tools and utilities that deal with numerically based classes",source,AtomicInteger,no category
SearchManager_startSearch,start search .this class provides access to the system search services,sink,SearchManager,no category
ZipEntry_getExtra,get extra .this class is used to represent a zip file entry,source,ZipEntry,no category
ServerSocket_getChannel,"get channel .this class implements server sockets  a server socket waits for requests to come in over the network  it performs some operation based on that request, and then possibly returns a result to the requester",source,ServerSocket,no category
ExifInterface_getAttributeInt,get attribute int .this is a class for reading and writing exif tags in various image file formats,source,ExifInterface,no category
DatagramSocket_getReceiveBufferSize,get receive buffer size .this class represents a socket for sending and receiving datagram packets,source,DatagramSocket,no category
LogManager_getLoggingMXBean,get logging m x bean .there is a single global log manager object that is used to maintain a set of shared state about loggers and log services,source,LogManager,no category
TextToSpeech_setLanguage,set language .synthesizes speech from text for immediate playback or to create a sound file,sink,TextToSpeech,no category
PresetReverb_setProperties,"set properties .a sound generated within a room travels in many directions  the listener first hears the direct sound from the source itself  later, he or she hears discrete echoes caused by sound bouncing off nearby walls, the ceiling and the floor  as sound waves arrive after undergoing more and more reflections, individual reflections become indistinguishable and the listener hears continuous reverberation that decays over time  reverb is vital for modeling a listener's environment  it can be used in music applications to simulate music being played back in various environments, or in games to immerse the listener within the game's environment  the preset reverb class allows an application to configure the global reverb using a reverb preset  this is primarily used for adding some reverb in a music playback context  applications requiring control over a more advanced environmental reverb are advised to use the environmental reverb class",sink,PresetReverb,audio
SQLiteCursor_getColumnIndex,get column index .a cursor implementation that exposes results from a query on a s q lite database  s q lite cursor is not internally synchronized so code using a s q lite cursor from multiple threads should perform its own synchronization when using the s q lite cursor,source,SQLiteCursor,database
Field_getChar,"get char .a field provides information about, and dynamic access to, a single field of a class or an interface   the reflected field may be a class  field or an instance field",source,Field,no category
BitSet_toByteArray,"to byte array .this class implements a vector of bits that grows as needed  each component of the bit set has a boolean value  the bits of a bit set are indexed by nonnegative integers  individual indexed bits can be examined, set, or cleared  one bit set may be used to modify the contents of another bit set through logical a n d, logical inclusive o r, and logical exclusive or operations",source,BitSet,no category
AudioTrack_getPlayState,"get play state .the audio track class manages and plays a single audio resource for java applications  it allows streaming of pcm audio buffers to the audio sink for playback  this is achieved by ""pushing"" the data to the audio track object using one of the  write, write,  and write methods",source,AudioTrack,no category
ExtractEditText_setExtractedText,set extracted text .specialization of edit text for showing and interacting with the extracted text in a full screen input method,sink,ExtractEditText,no category
WebSettings_setUserAgentString,"set user agent string .manages settings state for a web view  when a web view is first created, it obtains a set of default settings  these default settings will be returned from any getter call  a web settings object obtained from web view get settings is tied to the life of the web view  if a web view has been destroyed, any method call on web settings will throw an illegal state exception",sink,WebSettings,no category
Handler_getLevel,"get level .a handler object takes log messages from a logger and exports them   it might for example, write them to a console or write them to a file, or send them to a network logging service, or forward them to an os log, or whatever",source,Handler,no category
DataOutputStream_write,write .a data output stream lets an application write primitive java data types to an output stream in a portable way  an application can then use a data input stream to read the data back in,sink,DataOutputStream,no category
ValueAnimator_getDuration,get duration .this class provides a simple timing engine for running animations which calculate animated values and set them on target objects,source,ValueAnimator,no category
DateFormatSymbols_getZoneStrings,"get zone strings . icu's replacement for date format symbols  methods, fields, and other functionality specific to icu are labeled '[icu]'",source,DateFormatSymbols,no category
AnimatorSet_getStartDelay,"get start delay .this class plays a set of animator objects in the specified order  animations can be set up to play together, in sequence, or after a specified delay",source,AnimatorSet,no category
DatePickerDialog_getDatePicker,get date picker .a simple dialog containing an date picker,source,DatePickerDialog,no category
AudioRecord_getAudioSource,"get audio source .the audio record class manages the audio resources for java applications to record audio from the audio input hardware of the platform  this is achieved by ""pulling""  the data from the audio record object  the application is responsible for polling the audio record object in time using one of the following three methods:  read, read or read  the choice of which method to use will be based on the audio data storage format that is the most convenient for the user of audio record",source,AudioRecord,no category
SearchView_getImeOptions,"get ime options .a widget that provides a user interface for the user to enter a search query and submit a request to a search provider  shows a list of query suggestions or results, if available, and allows the user to pick a suggestion or result to launch into",source,SearchView,no category
LayoutAnimationController_getAnimation,"get animation .a layout animation controller is used to animate the children of a layout or a view group  each child uses the same animation but for every one of them, the animation starts at a different time  a layout animation controller is used by view group to compute the delay by which each child's animation start must be offset  the delay is computed by using characteristics of each child, like its index in the view group  this standard implementation computes the delay by multiplying a fixed amount of miliseconds by the index of the child in its parent view group  subclasses are supposed to override get delay for view to implement a different way of computing the delay  for instance, a grid layout animation controller will compute the delay based on the column and row indices of the child in its parent view group  information used to compute the animation delay of each child are stored in an instance of layout animation controller animation parameters, itself stored in the view group layout params of the view",source,LayoutAnimationController,no category
Manifest_getAttributes,"get attributes .the manifest class is used to maintain manifest entry names and their associated attributes  there are main manifest attributes as well as per entry attributes  for information on the manifest format, please see the  manifest format specification",source,Manifest,no category
PropertyValuesHolder_setKeyframes,set keyframes .this class holds information about a property and the values that that property should take on during an animation  property values holder objects can be used to create animations with value animator or object animator that operate on several different properties in parallel,sink,PropertyValuesHolder,no category
AudioTrack_getMaxVolume,"get max volume .the audio track class manages and plays a single audio resource for java applications  it allows streaming of pcm audio buffers to the audio sink for playback  this is achieved by ""pushing"" the data to the audio track object using one of the  write, write,  and write methods",source,AudioTrack,no category
DateFormat_getNumberFormat,"get number format . icu's replacement for date format  methods, fields, and other functionality specific to icu are labeled '[icu]'",source,DateFormat,no category
DecimalFormatSymbols_getDigit,"get digit . icu's replacement for decimal format symbols  methods, fields, and other functionality specific to icu are labeled '[icu]'  this class represents the set of symbols  needed by decimal format to format numbers  decimal format creates for itself an instance of decimal format symbols from its locale data   if you need to change any of these symbols, you can get the decimal format symbols object from your decimal format and modify it",source,DecimalFormatSymbols,no category
ServerSocket_bind,"bind .this class implements server sockets  a server socket waits for requests to come in over the network  it performs some operation based on that request, and then possibly returns a result to the requester",sink,ServerSocket,no category
Toast_getGravity,get gravity .a toast is a view containing a quick little message for the user   the toast class helps you create and show those,source,Toast,no category
PrintWriter_print,"print .prints formatted representations of objects to a text output stream   this class implements all of the print methods found in print stream   it does not contain methods for writing raw bytes, for which a program should use unencoded byte streams",sink,PrintWriter,no category
DecimalFormat_setPositivePrefix,"set positive prefix . icu's replacement for decimal format  methods, fields, and other functionality specific to icu are labeled '[icu]'",sink,DecimalFormat,no category
KeyStore_getEntry,get entry .this class represents a storage facility for cryptographic keys and certificates,source,KeyStore,no category
DatagramSocket_setSendBufferSize,set send buffer size .this class represents a socket for sending and receiving datagram packets,sink,DatagramSocket,no category
Debug_dumpHprofData,"dump hprof data .provides various debugging methods for android applications, including tracing and allocation counts",sink,Debug,files
Socket_getLocalSocketAddress,get local socket address .this class implements client sockets   a socket is an endpoint for communication between two machines,source,Socket,no category
Field_getDouble,"get double .a field provides information about, and dynamic access to, a single field of a class or an interface   the reflected field may be a class  field or an instance field",source,Field,no category
SSLContext_getClientSessionContext,get client session context .instances of this class represent a secure socket protocol implementation which acts as a factory for secure socket factories or ssl engines  this class is initialized with an optional set of key and trust managers and source of secure random bytes,source,SSLContext,network information
AttributesImpl_getQName,get q name .default implementation of the attributes interface,source,AttributesImpl,no category
LogManager_getLogger,get logger .there is a single global log manager object that is used to maintain a set of shared state about loggers and log services,source,LogManager,no category
Field_setDouble,"set double .a field provides information about, and dynamic access to, a single field of a class or an interface   the reflected field may be a class  field or an instance field",sink,Field,no category
ValueAnimator_setIntValues,set int values .this class provides a simple timing engine for running animations which calculate animated values and set them on target objects,sink,ValueAnimator,no category
WebSettings_setMediaPlaybackRequiresUserGesture,"set media playback requires user gesture .manages settings state for a web view  when a web view is first created, it obtains a set of default settings  these default settings will be returned from any getter call  a web settings object obtained from web view get settings is tied to the life of the web view  if a web view has been destroyed, any method call on web settings will throw an illegal state exception",sink,WebSettings,no category
LayoutAnimationController_getInterpolator,"get interpolator .a layout animation controller is used to animate the children of a layout or a view group  each child uses the same animation but for every one of them, the animation starts at a different time  a layout animation controller is used by view group to compute the delay by which each child's animation start must be offset  the delay is computed by using characteristics of each child, like its index in the view group  this standard implementation computes the delay by multiplying a fixed amount of miliseconds by the index of the child in its parent view group  subclasses are supposed to override get delay for view to implement a different way of computing the delay  for instance, a grid layout animation controller will compute the delay based on the column and row indices of the child in its parent view group  information used to compute the animation delay of each child are stored in an instance of layout animation controller animation parameters, itself stored in the view group layout params of the view",source,LayoutAnimationController,no category
GregorianCalendar_getMinimum,get minimum .gregorian calendar is a concrete subclass of calendar and provides the standard calendar system used by most of the world,source,GregorianCalendar,calendar information
LongBuffer_put,put .a long buffer,sink,LongBuffer,no category
ZipEntry_getMethod,get method .this class is used to represent a zip file entry,source,ZipEntry,no category
Equalizer_getBandLevelRange,get band level range .an equalizer is used to alter the frequency response of a particular music source or of the main output mix,source,Equalizer,no category
AudioManager_setRingerMode,set ringer mode .audio manager provides access to volume and ringer mode control,sink,AudioManager,audio
PKIXParameters_setDate,set date .parameters used as input for the pkix cert path validator algorithm,sink,PKIXParameters,no category
SpeechRecognizer_createSpeechRecognizer,"create speech recognizer .this class provides access to the speech recognition service  this service allows access to the speech recognizer  do not instantiate this class directly, instead, call speech recognizer create speech recognizer, or speech recognizer create on device speech recognizer  this class's methods must be invoked only from the main application thread",source,SpeechRecognizer,no category
MediaPlayer_create,create .media player class can be used to control playback of audio or video files and streams,source,MediaPlayer,no category
DecimalFormat_setDecimalFormatSymbols,"set decimal format symbols . icu's replacement for decimal format  methods, fields, and other functionality specific to icu are labeled '[icu]'",sink,DecimalFormat,no category
Socket_getReceiveBufferSize,get receive buffer size .this class implements client sockets   a socket is an endpoint for communication between two machines,source,Socket,no category
URLConnection_getPermission,"get permission .the abstract class url connection is the superclass of all classes that represent a communications link between the application and a url  instances of this class can be used both to read from and to write to the resource referenced by the url  in general, creating a connection to a url is a multistep process",source,URLConnection,no category
Calendar_getInstance,"get instance . icu's replacement for calendar  methods, fields, and other functionality specific to icu are labeled '[icu]'",source,Calendar,calendar information
