key,docs,class,classification,category_map
Animation_getDuration," how long this animation should las .  abstraction for an animation that can be applied to views, surfaces, or other objects  see the animation package description file",Animation,source,no category
ServerSocket_getInetAddress," returns the local address of this server socket .  this class implements server sockets  a server socket waits for requests to come in over the network  it performs some operation based on that request, and then possibly returns a result to the requester",ServerSocket,source,no category
Virtualizer_getProperties," gets the virtualizer properties .  an audio virtualizer is a general name for an effect to spatialize audio channels  the exact behavior of this effect is dependent on the number of audio input channels and the types and number of audio output channels of the device  for example, in the case of a stereo input and stereo headphone output, a stereo widening effect is used when this effect is turned on",Virtualizer,source,no category
TextToSpeech_setPitch, sets the speech pitch for the text to speech engine .  synthesizes speech from text for immediate playback or to create a sound file,TextToSpeech,sink,no category
AudioManager_getParameters, gets a variable number of parameter values from audio hardware .  audio manager provides access to volume and ringer mode control,AudioManager,source,no category
SimpleDateFormat_getDateFormatSymbols," gets the date/time formatting data . icu's replacement for simple date format  methods, fields, and other functionality specific to icu are labeled '[icu]'",SimpleDateFormat,source,no category
Socket_getInetAddress, returns the address to which the socket is connected .  this class implements client sockets   a socket is an endpoint for communication between two machines,Socket,source,no category
MifareUltralight_getType, return the mifare ultralight type of the tag .  provides access to mifare ultralight properties and i/ o operations on a tag,MifareUltralight,source,nfc information
URLConnection_getOutputStream," returns an output stream that writes to this connection .  the abstract class url connection is the superclass of all classes that represent a communications link between the application and a url  instances of this class can be used both to read from and to write to the resource referenced by the url  in general, creating a connection to a url is a multistep process",URLConnection,source,no category
PrintStream_println," prints an object and then terminate the line .  a print stream adds functionality to another output stream, namely the ability to print representations of various data values conveniently   two other features are provided as well   unlike other output streams, a print stream never throws an i o exception; instead, exceptional situations merely set an internal flag that can be tested via the check error method  optionally, a print stream can be created so as to flush automatically; this means that the flush method is automatically invoked after a byte array is written, one of the println methods is invoked, or a newline character or byte  is written",PrintStream,sink,no category
RandomAccessFile_writeFloat," converts the float argument to an int using the  float to int bits method in class float,  and then writes that int value to the file as a  four-byte quantity, high byte first .  instances of this class support both reading and writing to a random access file  a random access file behaves like a large array of bytes stored in the file system  there is a kind of cursor, or index into the implied array, called the file pointer; input operations read bytes starting at the file pointer and advance the file pointer past the bytes read  if the random access file is created in read/write mode, then output operations are also available; output operations write bytes starting at the file pointer and advance the file pointer past the bytes written  output operations that write past the current end of the implied array cause the array to be extended  the file pointer can be read by the get file pointer method and set by the seek method",RandomAccessFile,sink,no category
SQLiteProgram_bindDouble, bind a double value to this statement .  a base class for compiled s q lite programs,SQLiteProgram,sink,no category
BassBoost_setStrength, sets the strength of the bass boost effect .  bass boost is an audio effect to boost or amplify low frequencies of the sound  it is comparable to a simple equalizer but limited to one band amplification in the low frequency range,BassBoost,sink,audio
DateFormat_parseObject," parses a date/time string into an object . icu's replacement for date format  methods, fields, and other functionality specific to icu are labeled '[icu]'",DateFormat,source,no category
ZipEntry_getCompressedSize, returns the size of the compressed entry data .  this class is used to represent a zip file entry,ZipEntry,source,no category
DateFormatSymbols_setWeekdays," sets wide weekday strings . icu's replacement for date format symbols  methods, fields, and other functionality specific to icu are labeled '[icu]'",DateFormatSymbols,sink,no category
AttributesImpl_setValue, set the value of a specific attribute .  default implementation of the attributes interface,AttributesImpl,sink,no category
SSLEngine_unwrap," attempts to decode ssl/ tls network data into a sequence of plaintext  application data buffers .  a class which enables secure communications using protocols such as the secure sockets layer  or  ietf rfc 2246 "" transport layer security""   protocols, but is transport independent",SSLEngine,source,network information
NsdManager_discoverServices," initiate service discovery to browse for instances of a service type .  the network service discovery manager class provides the api to discover services on a network  as an example, if device a and device b are connected over a wi fi network, a game registered on device a can be discovered by a game on device b  another example use case is an application discovering printers on the network",NsdManager,sink,network connection
WifiP2pManager_addServiceRequest," add a service discovery request .  this class provides the api for managing wi fi peer to peer connectivity  this lets an application discover available peers, setup connection to peers and query for the list of peers  when a p2p connection is formed over wifi, the device continues to maintain the uplink connection over mobile or any other available network for internet connectivity on the device",WifiP2pManager,sink,network connection
AccountManager_getAuthTokenByFeatures," this convenience helper combines the functionality of get accounts by type and features,  get auth token, and add account .  this class provides access to a centralized registry of the user's online accounts   the user enters credentials  once per account, granting applications access to online resources with ""one click"" approval",AccountManager,source,user account
ImageSwitcher_setImageDrawable, sets a new drawable on the image switcher .  view switcher that switches between two image views when a new image is set on it  the views added to an image switcher must all be image views,ImageSwitcher,sink,no category
DecimalFormat_setMaximumFractionDigits," rounding and digit limits: sets the maximum number of digits to display after  the decimal separator . icu's replacement for decimal format  methods, fields, and other functionality specific to icu are labeled '[icu]'",DecimalFormat,sink,no category
SQLiteCursor_getCount, returns the numbers of rows in the cursor .  a cursor implementation that exposes results from a query on a s q lite database  s q lite cursor is not internally synchronized so code using a s q lite cursor from multiple threads should perform its own synchronization when using the s q lite cursor,SQLiteCursor,source,database
AudioRecord_getAudioSessionId," returns the audio session id .  the audio record class manages the audio resources for java applications to record audio from the audio input hardware of the platform  this is achieved by ""pulling""  the data from the audio record object  the application is responsible for polling the audio record object in time using one of the following three methods:  read, read or read  the choice of which method to use will be based on the audio data storage format that is the most convenient for the user of audio record",AudioRecord,source,no category
SparseBooleanArray_append," puts a key/value pair into the array, optimizing for the case where  the key is greater than all existing keys in the array .  sparse boolean arrays map integers to booleans  unlike a normal array of booleans there can be gaps in the indices   it is intended to be more memory efficient than using a hash map to map integers to booleans, both because it avoids auto boxing keys and values and its data structure doesn't rely on an extra entry object for each mapping",SparseBooleanArray,sink,no category
AttributesImpl_setURI, set the namespace uri of a specific attribute .  default implementation of the attributes interface,AttributesImpl,sink,no category
Field_getName," returns the name of the field represented by this field object .  a field provides information about, and dynamic access to, a single field of a class or an interface   the reflected field may be a class  field or an instance field",Field,source,no category
Calendar_getDisplayNames," returns a map containing all names of the calendar  field in the given style and  locale and their corresponding field values .  the calendar class is an abstract class that provides methods for converting between a specific instant in time and a set of calendar fields such as y e a r, m o n t h, d a y_ o f_ m o n t h, h o u r, and so on, and for manipulating the calendar fields, such as getting the date of the next week  an instant in time can be represented by a millisecond value that is an offset from the epoch, january 1, 1970 00:00:00 000 gmt ",Calendar,source,calendar information
URLConnection_getContent," retrieves the contents of this url connection .  the abstract class url connection is the superclass of all classes that represent a communications link between the application and a url  instances of this class can be used both to read from and to write to the resource referenced by the url  in general, creating a connection to a url is a multistep process",URLConnection,source,no category
NumberFormat_setRoundingMode," set the rounding mode used in this number format . icu's replacement for number format  methods, fields, and other functionality specific to icu are labeled '[icu]'",NumberFormat,sink,no category
FloatBuffer_put, relative bulk put method  .  a float buffer,FloatBuffer,sink,no category
NfcA_getTag, get the tag object backing this tag technology object .  provides access to nfc a  properties and i/ o operations on a tag,NfcA,source,nfc information
DocumentBuilderFactory_getSchema, gets the schema object specified through  the set schema method .  defines a factory api that enables applications to obtain a parser that produces dom object trees from xml documents,DocumentBuilderFactory,source,no category
SSLEngine_getSSLParameters," returns the ssl parameters in effect for this ssl engine .  a class which enables secure communications using protocols such as the secure sockets layer  or  ietf rfc 2246 "" transport layer security""   protocols, but is transport independent",SSLEngine,source,network information
WebSettings_setLayoutAlgorithm," sets the underlying layout algorithm .  manages settings state for a web view  when a web view is first created, it obtains a set of default settings  these default settings will be returned from any getter call  a web settings object obtained from web view get settings is tied to the life of the web view  if a web view has been destroyed, any method call on web settings will throw an illegal state exception",WebSettings,sink,no category
WebSettings_setUseWideViewPort," sets whether the web view should enable support for the ""viewport""  html meta tag or should use a wide viewport .  manages settings state for a web view  when a web view is first created, it obtains a set of default settings  these default settings will be returned from any getter call  a web settings object obtained from web view get settings is tied to the life of the web view  if a web view has been destroyed, any method call on web settings will throw an illegal state exception",WebSettings,sink,no category
Deflater_getBytesRead, returns the total number of uncompressed bytes input so far .  this class provides support for general purpose compression using the popular zlib compression library  the zlib compression library was initially developed as part of the png graphics standard and is not protected by patents  it is fully described in the specifications at the java util zip package description,Deflater,source,no category
Path_setFillType," set the path's fill type .  the path class encapsulates compound  geometric paths consisting of straight line segments, quadratic curves, and cubic curves  it can be drawn with canvas draw path, either filled or stroked , or it can be used for clipping or to draw text on a path",Path,sink,no category
SearchView_setInputType," sets the input type on the query text field .  a widget that provides a user interface for the user to enter a search query and submit a request to a search provider  shows a list of query suggestions or results, if available, and allows the user to pick a suggestion or result to launch into",SearchView,sink,no category
DateFormatSymbols_getEras," returns abbreviated era strings . icu's replacement for date format symbols  methods, fields, and other functionality specific to icu are labeled '[icu]'",DateFormatSymbols,source,no category
URL_getDefaultPort," gets the default port number of the protocol associated  with this url .  class url represents a uniform resource locator, a pointer to a ""resource"" on the world wide web  a resource can be something as simple as a file or a directory, or it can be a reference to a more complicated object, such as a query to a database or to a search engine  more information on the types of urls and their formats can be found at: types of ur",URL,source,no category
Inflater_getBytesRead, returns the total number of compressed bytes input so far .  this class provides support for general purpose decompression using the popular zlib compression library  the zlib compression library was initially developed as part of the png graphics standard and is not protected by patents  it is fully described in the specifications at the java util zip package description,Inflater,source,no category
RandomAccessFile_writeChars," writes a string to the file as a sequence of characters .  instances of this class support both reading and writing to a random access file  a random access file behaves like a large array of bytes stored in the file system  there is a kind of cursor, or index into the implied array, called the file pointer; input operations read bytes starting at the file pointer and advance the file pointer past the bytes read  if the random access file is created in read/write mode, then output operations are also available; output operations write bytes starting at the file pointer and advance the file pointer past the bytes written  output operations that write past the current end of the implied array cause the array to be extended  the file pointer can be read by the get file pointer method and set by the seek method",RandomAccessFile,sink,no category
AccountManager_setUserData," sets one userdata key for an account .  this class provides access to a centralized registry of the user's online accounts   the user enters credentials  once per account, granting applications access to online resources with ""one click"" approval",AccountManager,sink,user account
SparseIntArray_get," gets the int mapped from the specified key, or 0  if no such mapping has been made .  sparse int arrays map integers to integers   unlike a normal array of integers, there can be gaps in the indices   it is intended to be more memory efficient than using a hash map to map integers to integers, both because it avoids auto boxing keys and values and its data structure doesn't rely on an extra entry object for each mapping",SparseIntArray,source,no category
KeyStore_getType, returns the type of this keystore .  this class represents a storage facility for cryptographic keys and certificates,KeyStore,source,no category
SSLSocket_setSSLParameters," applies ssl parameters to this socket .  this class extends sockets and provides secure socket using protocols such as the "" secure sockets layer""  or ietf "" transport layer security""  protocols",SSLSocket,sink,no category
URLConnection_getURL," returns the value of this url connection's url  field .  the abstract class url connection is the superclass of all classes that represent a communications link between the application and a url  instances of this class can be used both to read from and to write to the resource referenced by the url  in general, creating a connection to a url is a multistep process",URLConnection,source,no category
ClassLoader_getResourceAsStream," returns an input stream for reading the specified resource .  a class loader is an object that is responsible for loading classes  the class class loader is an abstract class   given the binary name of a class, a class loader should attempt to locate or generate data that constitutes a definition for the class   a typical strategy is to transform the name into a file name and then read a ""class file"" of that name from a file system",ClassLoader,source,network information
JSONArray_getJSONArray," returns the value at index if it exists and is a json array .  a dense indexed sequence of values  values may be any mix of json objects, other json arrays, strings, booleans, integers, longs, doubles, null or json object   null  values may not be na ns, infinities, or of any type not listed here",JSONArray,source,no category
WebSettings_getJavaScriptCanOpenWindowsAutomatically," gets whether java script can open windows automatically .  manages settings state for a web view  when a web view is first created, it obtains a set of default settings  these default settings will be returned from any getter call  a web settings object obtained from web view get settings is tied to the life of the web view  if a web view has been destroyed, any method call on web settings will throw an illegal state exception",WebSettings,source,no category
DocumentBuilderFactory_setXIncludeAware, set state of x include processing .  defines a factory api that enables applications to obtain a parser that produces dom object trees from xml documents,DocumentBuilderFactory,sink,no category
AtomicInteger_getAndSet," atomically sets the value to new value and returns the old value,  with memory effects as specified by var handle get and set .  an int value that may be updated atomically   see the var handle specification for descriptions of the properties of atomic accesses  an atomic integer is used in applications such as atomically incremented counters, and cannot be used as a replacement for an integer  however, this class does extend number to allow uniform access by tools and utilities that deal with numerically based classes",AtomicInteger,source,no category
SearchManager_startSearch, launch search ui .  this class provides access to the system search services,SearchManager,sink,no category
ZipEntry_getExtra, returns the extra field data for the entry .  this class is used to represent a zip file entry,ZipEntry,source,no category
ServerSocket_getChannel," returns the unique server socket channel object  associated with this socket, if any .  this class implements server sockets  a server socket waits for requests to come in over the network  it performs some operation based on that request, and then possibly returns a result to the requester",ServerSocket,source,no category
ExifInterface_getAttributeInt, returns the integer value of the specified tag .  this is a class for reading and writing exif tags in various image file formats,ExifInterface,source,no category
DatagramSocket_getReceiveBufferSize," get value of the so_rcvbuf option for this datagram socket, that is the  buffer size used by the platform for input on this datagram socket .  this class represents a socket for sending and receiving datagram packets",DatagramSocket,source,no category
LogManager_getLoggingMXBean, returns logging m x bean for managing loggers .  there is a single global log manager object that is used to maintain a set of shared state about loggers and log services,LogManager,source,no category
TextToSpeech_setLanguage, sets the text-to-speech language .  synthesizes speech from text for immediate playback or to create a sound file,TextToSpeech,sink,no category
PresetReverb_setProperties," sets the preset reverb properties .  a sound generated within a room travels in many directions  the listener first hears the direct sound from the source itself  later, he or she hears discrete echoes caused by sound bouncing off nearby walls, the ceiling and the floor  as sound waves arrive after undergoing more and more reflections, individual reflections become indistinguishable and the listener hears continuous reverberation that decays over time  reverb is vital for modeling a listener's environment  it can be used in music applications to simulate music being played back in various environments, or in games to immerse the listener within the game's environment  the preset reverb class allows an application to configure the global reverb using a reverb preset  this is primarily used for adding some reverb in a music playback context  applications requiring control over a more advanced environmental reverb are advised to use the environmental reverb class",PresetReverb,sink,audio
SQLiteCursor_getColumnIndex," returns the zero-based index for the given column name, or -1 if the column doesn't exist .  a cursor implementation that exposes results from a query on a s q lite database  s q lite cursor is not internally synchronized so code using a s q lite cursor from multiple threads should perform its own synchronization when using the s q lite cursor",SQLiteCursor,source,database
Field_getChar," gets the value of a static or instance field of type  char or of another primitive type convertible to  type char via a widening conversion .  a field provides information about, and dynamic access to, a single field of a class or an interface   the reflected field may be a class  field or an instance field",Field,source,no category
BitSet_toByteArray," returns a new byte array containing all the bits in this bit set .  this class implements a vector of bits that grows as needed  each component of the bit set has a boolean value  the bits of a bit set are indexed by nonnegative integers  individual indexed bits can be examined, set, or cleared  one bit set may be used to modify the contents of another bit set through logical a n d, logical inclusive o r, and logical exclusive or operations",BitSet,source,no category
AudioTrack_getPlayState," returns the playback state of the audio track instance .  the audio track class manages and plays a single audio resource for java applications  it allows streaming of pcm audio buffers to the audio sink for playback  this is achieved by ""pushing"" the data to the audio track object using one of the  write, write,  and write methods",AudioTrack,source,no category
ExtractEditText_setExtractedText, implement just to keep track of when we are setting text from the  clien .  specialization of edit text for showing and interacting with the extracted text in a full screen input method,ExtractEditText,sink,no category
WebSettings_setUserAgentString," sets the web view's user-agent string .  manages settings state for a web view  when a web view is first created, it obtains a set of default settings  these default settings will be returned from any getter call  a web settings object obtained from web view get settings is tied to the life of the web view  if a web view has been destroyed, any method call on web settings will throw an illegal state exception",WebSettings,sink,no category
Handler_getLevel," get the log level specifying which messages will be  logged by this handler .  a handler object takes log messages from a logger and exports them   it might for example, write them to a console or write them to a file, or send them to a network logging service, or forward them to an os log, or whatever",Handler,source,no category
DataOutputStream_write, writes len bytes from the specified byte array  starting at offset off to the underlying output stream .  a data output stream lets an application write primitive java data types to an output stream in a portable way  an application can then use a data input stream to read the data back in,DataOutputStream,sink,no category
ValueAnimator_getDuration, gets the length of the animation .  this class provides a simple timing engine for running animations which calculate animated values and set them on target objects,ValueAnimator,source,no category
DateFormatSymbols_getZoneStrings," returns time zone strings . icu's replacement for date format symbols  methods, fields, and other functionality specific to icu are labeled '[icu]'",DateFormatSymbols,source,no category
AnimatorSet_getStartDelay," the amount of time, in milliseconds, to delay starting the animation after  start is called .  this class plays a set of animator objects in the specified order  animations can be set up to play together, in sequence, or after a specified delay",AnimatorSet,source,no category
DatePickerDialog_getDatePicker, returns the date picker contained in this dialog .  a simple dialog containing an date picker,DatePickerDialog,source,no category
AudioRecord_getAudioSource," returns the audio recording source .  the audio record class manages the audio resources for java applications to record audio from the audio input hardware of the platform  this is achieved by ""pulling""  the data from the audio record object  the application is responsible for polling the audio record object in time using one of the following three methods:  read, read or read  the choice of which method to use will be based on the audio data storage format that is the most convenient for the user of audio record",AudioRecord,source,no category
SearchView_getImeOptions," returns the ime options set on the query text field .  a widget that provides a user interface for the user to enter a search query and submit a request to a search provider  shows a list of query suggestions or results, if available, and allows the user to pick a suggestion or result to launch into",SearchView,source,no category
LayoutAnimationController_getAnimation," returns the animation applied to each child of the view group on which  this controller is set .  a layout animation controller is used to animate the children of a layout or a view group  each child uses the same animation but for every one of them, the animation starts at a different time  a layout animation controller is used by view group to compute the delay by which each child's animation start must be offset  the delay is computed by using characteristics of each child, like its index in the view group  this standard implementation computes the delay by multiplying a fixed amount of miliseconds by the index of the child in its parent view group  subclasses are supposed to override get delay for view to implement a different way of computing the delay  for instance, a grid layout animation controller will compute the delay based on the column and row indices of the child in its parent view group  information used to compute the animation delay of each child are stored in an instance of layout animation controller animation parameters, itself stored in the view group layout params of the view",LayoutAnimationController,source,no category
Manifest_getAttributes," returns the attributes for the specified entry name .  the manifest class is used to maintain manifest entry names and their associated attributes  there are main manifest attributes as well as per entry attributes  for information on the manifest format, please see the  manifest format specification",Manifest,source,no category
PropertyValuesHolder_setKeyframes, set the animated values for this object to this set of keyframes .  this class holds information about a property and the values that that property should take on during an animation  property values holder objects can be used to create animations with value animator or object animator that operate on several different properties in parallel,PropertyValuesHolder,sink,no category
AudioTrack_getMaxVolume," returns the maximum gain value, which is greater than or equal to 1 0 .  the audio track class manages and plays a single audio resource for java applications  it allows streaming of pcm audio buffers to the audio sink for playback  this is achieved by ""pushing"" the data to the audio track object using one of the  write, write,  and write methods",AudioTrack,source,no category
DateFormat_getNumberFormat," returns the number formatter which this date/time formatter uses to  format and parse a time . icu's replacement for date format  methods, fields, and other functionality specific to icu are labeled '[icu]'",DateFormat,source,no category
DecimalFormatSymbols_getDigit," returns the character used for a digit in a pattern . icu's replacement for decimal format symbols  methods, fields, and other functionality specific to icu are labeled '[icu]'  this class represents the set of symbols  needed by decimal format to format numbers  decimal format creates for itself an instance of decimal format symbols from its locale data   if you need to change any of these symbols, you can get the decimal format symbols object from your decimal format and modify it",DecimalFormatSymbols,source,no category
ServerSocket_bind," binds the server socket to a specific address   .  this class implements server sockets  a server socket waits for requests to come in over the network  it performs some operation based on that request, and then possibly returns a result to the requester",ServerSocket,sink,no category
Toast_getGravity, get the location at which the notification should appear on the screen .  a toast is a view containing a quick little message for the user   the toast class helps you create and show those,Toast,source,no category
PrintWriter_print," prints an integer .  prints formatted representations of objects to a text output stream   this class implements all of the print methods found in print stream   it does not contain methods for writing raw bytes, for which a program should use unencoded byte streams",PrintWriter,sink,no category
DecimalFormat_setPositivePrefix," affixes: sets the string to prepend to positive numbers . icu's replacement for decimal format  methods, fields, and other functionality specific to icu are labeled '[icu]'",DecimalFormat,sink,no category
KeyStore_getEntry, gets a keystore entry for the specified alias  with the specified protection parameter .  this class represents a storage facility for cryptographic keys and certificates,KeyStore,source,no category
DatagramSocket_setSendBufferSize, sets the send buffer option to the specified value for this  datagram socket .  this class represents a socket for sending and receiving datagram packets,DatagramSocket,sink,no category
Debug_dumpHprofData," dump ""hprof"" data to the specified file .  provides various debugging methods for android applications, including tracing and allocation counts",Debug,sink,files
Socket_getLocalSocketAddress, returns the address of the endpoint this socket is bound to .  this class implements client sockets   a socket is an endpoint for communication between two machines,Socket,source,no category
Field_getDouble," gets the value of a static or instance field of type  double or of another primitive type convertible to  type double via a widening conversion .  a field provides information about, and dynamic access to, a single field of a class or an interface   the reflected field may be a class  field or an instance field",Field,source,no category
SSLContext_getClientSessionContext," returns the client session context, which represents the set of  ssl sessions available for use during the handshake phase of  client-side ssl sockets .  instances of this class represent a secure socket protocol implementation which acts as a factory for secure socket factories or ssl engines  this class is initialized with an optional set of key and trust managers and source of secure random bytes",SSLContext,source,network information
AttributesImpl_getQName, return an attribute's qualified  name .  default implementation of the attributes interface,AttributesImpl,source,no category
LogManager_getLogger, method to find a named logger .  there is a single global log manager object that is used to maintain a set of shared state about loggers and log services,LogManager,source,no category
Field_setDouble," sets the value of a field as a double on the specified object .  a field provides information about, and dynamic access to, a single field of a class or an interface   the reflected field may be a class  field or an instance field",Field,sink,no category
ValueAnimator_setIntValues, sets int values that will be animated between .  this class provides a simple timing engine for running animations which calculate animated values and set them on target objects,ValueAnimator,sink,no category
WebSettings_setMediaPlaybackRequiresUserGesture," sets whether the web view requires a user gesture to play media .  manages settings state for a web view  when a web view is first created, it obtains a set of default settings  these default settings will be returned from any getter call  a web settings object obtained from web view get settings is tied to the life of the web view  if a web view has been destroyed, any method call on web settings will throw an illegal state exception",WebSettings,sink,no category
LayoutAnimationController_getInterpolator," returns the interpolator used to interpolate the delays between the  children .  a layout animation controller is used to animate the children of a layout or a view group  each child uses the same animation but for every one of them, the animation starts at a different time  a layout animation controller is used by view group to compute the delay by which each child's animation start must be offset  the delay is computed by using characteristics of each child, like its index in the view group  this standard implementation computes the delay by multiplying a fixed amount of miliseconds by the index of the child in its parent view group  subclasses are supposed to override get delay for view to implement a different way of computing the delay  for instance, a grid layout animation controller will compute the delay based on the column and row indices of the child in its parent view group  information used to compute the animation delay of each child are stored in an instance of layout animation controller animation parameters, itself stored in the view group layout params of the view",LayoutAnimationController,source,no category
GregorianCalendar_getMinimum, returns the minimum value for the given calendar field of this  gregorian calendar instance .  gregorian calendar is a concrete subclass of calendar and provides the standard calendar system used by most of the world,GregorianCalendar,source,calendar information
LongBuffer_put, relative put method  .  a long buffer,LongBuffer,sink,no category
ZipEntry_getMethod, returns the compression method of the entry .  this class is used to represent a zip file entry,ZipEntry,source,no category
Equalizer_getBandLevelRange, gets the level range for use by set band level .  an equalizer is used to alter the frequency response of a particular music source or of the main output mix,Equalizer,source,no category
AudioManager_setRingerMode, sets the ringer mode .  audio manager provides access to volume and ringer mode control,AudioManager,sink,audio
PKIXParameters_setDate, sets the time for which the validity of the certification path  should be determined .  parameters used as input for the pkix cert path validator algorithm,PKIXParameters,sink,no category
SpeechRecognizer_createSpeechRecognizer," factory method to create a new speech recognizer .  this class provides access to the speech recognition service  this service allows access to the speech recognizer  do not instantiate this class directly, instead, call speech recognizer create speech recognizer, or speech recognizer create on device speech recognizer  this class's methods must be invoked only from the main application thread",SpeechRecognizer,source,no category
MediaPlayer_create, same factory method as create but that lets you specify  the audio attributes and session id to be used by the new media player instance .  media player class can be used to control playback of audio/video files and streams,MediaPlayer,source,no category
DecimalFormat_setDecimalFormatSymbols," sets the decimal format symbols used by this formatter . icu's replacement for decimal format  methods, fields, and other functionality specific to icu are labeled '[icu]'",DecimalFormat,sink,no category
Socket_getReceiveBufferSize," gets the value of the so_rcvbuf option  for this socket, that is the buffer size used by the platform  for input on this socket .  this class implements client sockets   a socket is an endpoint for communication between two machines",Socket,source,no category
URLConnection_getPermission," returns a permission object representing the permission  necessary to make the connection represented by this  object .  the abstract class url connection is the superclass of all classes that represent a communications link between the application and a url  instances of this class can be used both to read from and to write to the resource referenced by the url  in general, creating a connection to a url is a multistep process",URLConnection,source,no category
Calendar_getInstance," returns a calendar using the default time zone and locale . icu's replacement for calendar  methods, fields, and other functionality specific to icu are labeled '[icu]'",Calendar,source,calendar information
AccountManager_updateCredentials," asks the user to enter a new password for an account, updating the  saved credentials for the account .  this class provides access to a centralized registry of the user's online accounts   the user enters credentials  once per account, granting applications access to online resources with ""one click"" approval",AccountManager,sink,user account
Signature_setParameter, initializes this signature engine with the specified parameter set .  the signature class is used to provide applications the functionality of a digital signature algorithm  digital signatures are used for authentication and integrity assurance of digital data,Signature,sink,no category
AccountManager_invalidateAuthToken," removes an auth token from the account manager's cache .  this class provides access to a centralized registry of the user's online accounts   the user enters credentials  once per account, granting applications access to online resources with ""one click"" approval",AccountManager,sink,user account
DecimalFormat_setNegativeSuffix," affixes: sets the string to append to negative numbers . icu's replacement for decimal format  methods, fields, and other functionality specific to icu are labeled '[icu]'",DecimalFormat,sink,no category
IntBuffer_get, relative get method .  an int buffer,IntBuffer,source,no category
MifareUltralight_get, get an instance of mifare ultralight for the given tag .  provides access to mifare ultralight properties and i/ o operations on a tag,MifareUltralight,source,nfc information
Signature_sign," finishes the signature operation and stores the resulting signature  bytes in the provided buffer outbuf, starting at  offset .  the signature class is used to provide applications the functionality of a digital signature algorithm  digital signatures are used for authentication and integrity assurance of digital data",Signature,source,no category
MifareUltralight_readPages, read 4 pages  .  provides access to mifare ultralight properties and i/ o operations on a tag,MifareUltralight,source,nfc information
WebSettings_setDefaultFixedFontSize," sets the default fixed font size .  manages settings state for a web view  when a web view is first created, it obtains a set of default settings  these default settings will be returned from any getter call  a web settings object obtained from web view get settings is tied to the life of the web view  if a web view has been destroyed, any method call on web settings will throw an illegal state exception",WebSettings,sink,no category
UiModeManager_getCurrentModeType, return the current running mode type .  this class provides access to the system uimode services   these services allow applications to control ui modes of the device  it provides functionality to disable the car mode and it gives access to the night mode settings,UiModeManager,source,no category
BreakIterator_getSentenceInstance," returns a new instance of break iterator that locates sentence boundaries . icu's replacement for break iterator  methods, fields, and other functionality specific to icu are labeled '[icu]'",BreakIterator,source,no category
NfcF_transceive, send raw nfc - f commands to the tag and receive the response .  provides access to nfc f  properties and i/ o operations on a tag,NfcF,source,nfc information
SQLiteDatabase_update, convenience method for updating rows in the database .  exposes methods to manage a s q lite database,SQLiteDatabase,sink,no category
AudioRecord_getChannelConfiguration," returns the configured channel position mask .  the audio record class manages the audio resources for java applications to record audio from the audio input hardware of the platform  this is achieved by ""pulling""  the data from the audio record object  the application is responsible for polling the audio record object in time using one of the following three methods:  read, read or read  the choice of which method to use will be based on the audio data storage format that is the most convenient for the user of audio record",AudioRecord,source,no category
DecimalFormat_setParseIntegerOnly," parsing: sets whether to ignore the fraction part of a number when parsing     this is functionally equivalent to calling set decimal pattern match required and a  pattern without a decimal point . icu's replacement for decimal format  methods, fields, and other functionality specific to icu are labeled '[icu]'",DecimalFormat,sink,no category
Array_getChar," returns the value of the indexed component in the specified  array object, as a char .  the array class provides static methods to dynamically create and access java arrays",Array,source,no category
NfcA_get, get an instance of nfc a for the given tag .  provides access to nfc a  properties and i/ o operations on a tag,NfcA,source,nfc information
SecureRandom_getProvider, returns the provider of this secure random object .  this class provides a cryptographically strong random number generator ,SecureRandom,source,no category
Socket_setOOBInline," enable/disable in line by default, this option is disabled and tcp urgent data received on a  socket is silently discarded .  this class implements client sockets   a socket is an endpoint for communication between two machines",Socket,sink,no category
XmlPullParserFactory_setValidating, specifies that the parser produced by this factory will be validating   .  this class is used to create implementations of xml pull parser defined in xmpull v1 api,XmlPullParserFactory,sink,no category
DataOutputStream_writeUTF, writes a string to the underlying output stream using  modified u t f-8  encoding in a machine-independent manner .  a data output stream lets an application write primitive java data types to an output stream in a portable way  an application can then use a data input stream to read the data back in,DataOutputStream,sink,no category
CollationElementIterator_getMaxExpansion, returns the maximum length of any expansion sequence that ends with  the specified collation element .  collation element iterator is an iterator created by a rule based collator to walk through a string  the return result of each iteration is a 32 bit collation element  that defines the ordering priority of the next character or sequence of characters in the source string,CollationElementIterator,source,no category
ObjectAnimator_setObjectValues, sets the values to animate between for this animation .  this subclass of value animator provides support for animating properties on target objects  the constructors of this class take parameters to define the target object that will be animated as well as the name of the property that will be animated  appropriate set/get functions are then determined internally and the animation will call these functions as necessary to animate the property,ObjectAnimator,sink,no category
