key,docs,classification,class,category_map
SearchManager_startSearch,this class provides access to the system search services,sink,SearchManager,no category
ZipEntry_getExtra,this class is used to represent a zip file entry,source,ZipEntry,no category
ServerSocket_getChannel,"this class implements server sockets  a server socket waits for requests to come in over the network  it performs some operation based on that request, and then possibly returns a result to the requester",source,ServerSocket,no category
ExifInterface_getAttributeInt,this is a class for reading and writing exif tags in various image file formats,source,ExifInterface,no category
DatagramSocket_getReceiveBufferSize,this class represents a socket for sending and receiving datagram packets,source,DatagramSocket,no category
LogManager_getLoggingMXBean,there is a single global log manager object that is used to maintain a set of shared state about loggers and log services,source,LogManager,no category
TextToSpeech_setLanguage,synthesizes speech from text for immediate playback or to create a sound file,sink,TextToSpeech,no category
PresetReverb_setProperties,"a sound generated within a room travels in many directions  the listener first hears the direct sound from the source itself  later, he or she hears discrete echoes caused by sound bouncing off nearby walls, the ceiling and the floor  as sound waves arrive after undergoing more and more reflections, individual reflections become indistinguishable and the listener hears continuous reverberation that decays over time  reverb is vital for modeling a listener's environment  it can be used in music applications to simulate music being played back in various environments, or in games to immerse the listener within the game's environment  the preset reverb class allows an application to configure the global reverb using a reverb preset  this is primarily used for adding some reverb in a music playback context  applications requiring control over a more advanced environmental reverb are advised to use the environmental reverb class",sink,PresetReverb,audio
SQLiteCursor_getColumnIndex,a cursor implementation that exposes results from a query on a sql lite database  sql lite cursor is not internally synchronized so code using a sql lite cursor from multiple threads should perform its own synchronization when using the sql lite cursor,source,SQLiteCursor,database
Field_getChar,"a field provides information about, and dynamic access to, a single field of a class or an interface   the reflected field may be a class  field or an instance field",source,Field,no category
BitSet_toByteArray,"this class implements a vector of bits that grows as needed  each component of the bit set has a boolean value  the bits of a bit set are indexed by nonnegative integers  individual indexed bits can be examined, set, or cleared  one bit set may be used to modify the contents of another bit set through logical and, logical inclusive or, and logical exclusive or operations",source,BitSet,no category
AudioTrack_getPlayState,"the audio track class manages and plays a single audio resource for java applications  it allows streaming of pcm audio buffers to the audio sink for playback  this is achieved by ""pushing"" the data to the audio track object using one of the  write, write,  and write methods",source,AudioTrack,no category
ExtractEditText_setExtractedText,specialization of edit text for showing and interacting with the extracted text in a full screen input method,sink,ExtractEditText,no category
WebSettings_setUserAgentString,"manages settings state for a web view  when a web view is first created, it obtains a set of default settings  these default settings will be returned from any getter call  a web settings object obtained from web view get settings is tied to the life of the web view  if a web view has been destroyed, any method call on web settings will throw an illegal state exception",sink,WebSettings,no category
Handler_getLevel,"a handler object takes log messages from a logger and exports them   it might for example, write them to a console or write them to a file, or send them to a network logging service, or forward them to an os log, or whatever",source,Handler,no category
DataOutputStream_write,a data output stream lets an application write primitive java data types to an output stream in a portable way  an application can then use a data input stream to read the data back in,sink,DataOutputStream,no category
ValueAnimator_getDuration,this class provides a simple timing engine for running animations which calculate animated values and set them on target objects,source,ValueAnimator,no category
DateFormatSymbols_getZoneStrings,"[icu enhancement] icu's replacement for date format symbols  methods, fields, and other functionality specific to icu are labeled '[icu]'",source,DateFormatSymbols,no category
AnimatorSet_getStartDelay,"this class plays a set of animator objects in the specified order  animations can be set up to play together, in sequence, or after a specified delay",source,AnimatorSet,no category
DatePickerDialog_getDatePicker,a simple dialog containing an date picker,source,DatePickerDialog,no category
AudioRecord_getAudioSource,"the audio record class manages the audio resources for java applications to record audio from the audio input hardware of the platform  this is achieved by ""pulling""  the data from the audio record object  the application is responsible for polling the audio record object in time using one of the following three methods:  read, read or read  the choice of which method to use will be based on the audio data storage format that is the most convenient for the user of audio record",source,AudioRecord,no category
SearchView_getImeOptions,"a widget that provides a user interface for the user to enter a search query and submit a request to a search provider  shows a list of query suggestions or results, if available, and allows the user to pick a suggestion or result to launch into",source,SearchView,no category
LayoutAnimationController_getAnimation,"a layout animation controller is used to animate the children of a layout or a view group  each child uses the same animation but for every one of them, the animation starts at a different time  a layout animation controller is used by view group to compute the delay by which each child's animation start must be offset  the delay is computed by using characteristics of each child, like its index in the view group  this standard implementation computes the delay by multiplying a fixed amount of miliseconds by the index of the child in its parent view group  subclasses are supposed to override get delay for view to implement a different way of computing the delay  for instance, a grid layout animation controller will compute the delay based on the column and row indices of the child in its parent view group  information used to compute the animation delay of each child are stored in an instance of layout animation controller animation parameters, itself stored in the view group layout params of the view",source,LayoutAnimationController,no category
Manifest_getAttributes,"the manifest class is used to maintain manifest entry names and their associated attributes  there are main manifest attributes as well as per entry attributes  for information on the manifest format, please see the  manifest format specification",source,Manifest,no category
PropertyValuesHolder_setKeyframes,this class holds information about a property and the values that that property should take on during an animation  property values holder objects can be used to create animations with value animator or object animator that operate on several different properties in parallel,sink,PropertyValuesHolder,no category
AudioTrack_getMaxVolume,"the audio track class manages and plays a single audio resource for java applications  it allows streaming of pcm audio buffers to the audio sink for playback  this is achieved by ""pushing"" the data to the audio track object using one of the  write, write,  and write methods",source,AudioTrack,no category
DateFormat_getNumberFormat,"[icu enhancement] icu's replacement for date format  methods, fields, and other functionality specific to icu are labeled '[icu]'",source,DateFormat,no category
DecimalFormatSymbols_getDigit,"[icu enhancement] icu's replacement for decimal format symbols  methods, fields, and other functionality specific to icu are labeled '[icu]'  this class represents the set of symbols  needed by decimal format to format numbers  decimal format creates for itself an instance of decimal format symbols from its locale data   if you need to change any of these symbols, you can get the decimal format symbols object from your decimal format and modify it",source,DecimalFormatSymbols,no category
ServerSocket_bind,"this class implements server sockets  a server socket waits for requests to come in over the network  it performs some operation based on that request, and then possibly returns a result to the requester",sink,ServerSocket,no category
Toast_getGravity,a toast is a view containing a quick little message for the user   the toast class helps you create and show those,source,Toast,no category
PrintWriter_print,"prints formatted representations of objects to a text output stream   this class implements all of the print methods found in print stream   it does not contain methods for writing raw bytes, for which a program should use unencoded byte streams",sink,PrintWriter,no category
DecimalFormat_setPositivePrefix,"[icu enhancement] icu's replacement for decimal format  methods, fields, and other functionality specific to icu are labeled '[icu]'",sink,DecimalFormat,no category
KeyStore_getEntry,this class represents a storage facility for cryptographic keys and certificates,source,KeyStore,no category
DatagramSocket_setSendBufferSize,this class represents a socket for sending and receiving datagram packets,sink,DatagramSocket,no category
Debug_dumpHprofData,"provides various debugging methods for android applications, including tracing and allocation counts",sink,Debug,files
Socket_getLocalSocketAddress,this class implements client sockets   a socket is an endpoint for communication between two machines,source,Socket,no category
Field_getDouble,"a field provides information about, and dynamic access to, a single field of a class or an interface   the reflected field may be a class  field or an instance field",source,Field,no category
SSLContext_getClientSessionContext,instances of this class represent a secure socket protocol implementation which acts as a factory for secure socket factories or ssl engines  this class is initialized with an optional set of key and trust managers and source of secure random bytes,source,SSLContext,network information
AttributesImpl_getQName,default implementation of the attributes interface,source,AttributesImpl,no category
LogManager_getLogger,there is a single global log manager object that is used to maintain a set of shared state about loggers and log services,source,LogManager,no category
Field_setDouble,"a field provides information about, and dynamic access to, a single field of a class or an interface   the reflected field may be a class  field or an instance field",sink,Field,no category
ValueAnimator_setIntValues,this class provides a simple timing engine for running animations which calculate animated values and set them on target objects,sink,ValueAnimator,no category
WebSettings_setMediaPlaybackRequiresUserGesture,"manages settings state for a web view  when a web view is first created, it obtains a set of default settings  these default settings will be returned from any getter call  a web settings object obtained from web view get settings is tied to the life of the web view  if a web view has been destroyed, any method call on web settings will throw an illegal state exception",sink,WebSettings,no category
LayoutAnimationController_getInterpolator,"a layout animation controller is used to animate the children of a layout or a view group  each child uses the same animation but for every one of them, the animation starts at a different time  a layout animation controller is used by view group to compute the delay by which each child's animation start must be offset  the delay is computed by using characteristics of each child, like its index in the view group  this standard implementation computes the delay by multiplying a fixed amount of miliseconds by the index of the child in its parent view group  subclasses are supposed to override get delay for view to implement a different way of computing the delay  for instance, a grid layout animation controller will compute the delay based on the column and row indices of the child in its parent view group  information used to compute the animation delay of each child are stored in an instance of layout animation controller animation parameters, itself stored in the view group layout params of the view",source,LayoutAnimationController,no category
GregorianCalendar_getMinimum,gregorian calendar is a concrete subclass of calendar and provides the standard calendar system used by most of the world,source,GregorianCalendar,calendar information
LongBuffer_put,a long buffer,sink,LongBuffer,no category
ZipEntry_getMethod,this class is used to represent a zip file entry,source,ZipEntry,no category
Equalizer_getBandLevelRange,an equalizer is used to alter the frequency response of a particular music source or of the main output mix,source,Equalizer,no category
AudioManager_setRingerMode,audio manager provides access to volume and ringer mode control,sink,AudioManager,audio
PKIXParameters_setDate,parameters used as input for the pkix cert path validator algorithm,sink,PKIXParameters,no category
SpeechRecognizer_createSpeechRecognizer,"this class provides access to the speech recognition service  this service allows access to the speech recognizer  do not instantiate this class directly, instead, call speech recognizer create speech recognizer, or speech recognizer create on device speech recognizer  this class's methods must be invoked only from the main application thread",source,SpeechRecognizer,no category
MediaPlayer_create,media player class can be used to control playback of audio/video files and streams,source,MediaPlayer,no category
DecimalFormat_setDecimalFormatSymbols,"[icu enhancement] icu's replacement for decimal format  methods, fields, and other functionality specific to icu are labeled '[icu]'",sink,DecimalFormat,no category
Socket_getReceiveBufferSize,this class implements client sockets   a socket is an endpoint for communication between two machines,source,Socket,no category
URLConnection_getPermission,"the abstract class url connection is the superclass of all classes that represent a communications link between the application and a url  instances of this class can be used both to read from and to write to the resource referenced by the url  in general, creating a connection to a url is a multistep process",source,URLConnection,no category
Calendar_getInstance,"[icu enhancement] icu's replacement for calendar  methods, fields, and other functionality specific to icu are labeled '[icu]'",source,Calendar,calendar information
AccountManager_updateCredentials,"this class provides access to a centralized registry of the user's online accounts   the user enters credentials  once per account, granting applications access to online resources with ""one click"" approval",sink,AccountManager,user account
Signature_setParameter,the signature class is used to provide applications the functionality of a digital signature algorithm  digital signatures are used for authentication and integrity assurance of digital data,sink,Signature,no category
AccountManager_invalidateAuthToken,"this class provides access to a centralized registry of the user's online accounts   the user enters credentials  once per account, granting applications access to online resources with ""one click"" approval",sink,AccountManager,user account
DecimalFormat_setNegativeSuffix,"[icu enhancement] icu's replacement for decimal format  methods, fields, and other functionality specific to icu are labeled '[icu]'",sink,DecimalFormat,no category
IntBuffer_get,an int buffer,source,IntBuffer,no category
MifareUltralight_get,provides access to mifare ultralight properties and i/ o operations on a tag,source,MifareUltralight,nfc information
Signature_sign,the signature class is used to provide applications the functionality of a digital signature algorithm  digital signatures are used for authentication and integrity assurance of digital data,source,Signature,no category
MifareUltralight_readPages,provides access to mifare ultralight properties and i/ o operations on a tag,source,MifareUltralight,nfc information
WebSettings_setDefaultFixedFontSize,"manages settings state for a web view  when a web view is first created, it obtains a set of default settings  these default settings will be returned from any getter call  a web settings object obtained from web view get settings is tied to the life of the web view  if a web view has been destroyed, any method call on web settings will throw an illegal state exception",sink,WebSettings,no category
UiModeManager_getCurrentModeType,this class provides access to the system uimode services   these services allow applications to control ui modes of the device  it provides functionality to disable the car mode and it gives access to the night mode settings,source,UiModeManager,no category
BreakIterator_getSentenceInstance,"[icu enhancement] icu's replacement for break iterator  methods, fields, and other functionality specific to icu are labeled '[icu]'",source,BreakIterator,no category
NfcF_transceive,provides access to nfc f  properties and i/ o operations on a tag,source,NfcF,nfc information
SQLiteDatabase_update,exposes methods to manage a sql lite database,sink,SQLiteDatabase,no category
AudioRecord_getChannelConfiguration,"the audio record class manages the audio resources for java applications to record audio from the audio input hardware of the platform  this is achieved by ""pulling""  the data from the audio record object  the application is responsible for polling the audio record object in time using one of the following three methods:  read, read or read  the choice of which method to use will be based on the audio data storage format that is the most convenient for the user of audio record",source,AudioRecord,no category
DecimalFormat_setParseIntegerOnly,"[icu enhancement] icu's replacement for decimal format  methods, fields, and other functionality specific to icu are labeled '[icu]'",sink,DecimalFormat,no category
Array_getChar,the array class provides static methods to dynamically create and access java arrays,source,Array,no category
NfcA_get,provides access to nfc a  properties and i/ o operations on a tag,source,NfcA,nfc information
SecureRandom_getProvider,this class provides a cryptographically strong random number generator ,source,SecureRandom,no category
Socket_setOOBInline,this class implements client sockets   a socket is an endpoint for communication between two machines,sink,Socket,no category
XmlPullParserFactory_setValidating,this class is used to create implementations of xml pull parser defined in xmpull v1 api,sink,XmlPullParserFactory,no category
DataOutputStream_writeUTF,a data output stream lets an application write primitive java data types to an output stream in a portable way  an application can then use a data input stream to read the data back in,sink,DataOutputStream,no category
CollationElementIterator_getMaxExpansion,collation element iterator is an iterator created by a rule based collator to walk through a string  the return result of each iteration is a 32 bit collation element  that defines the ordering priority of the next character or sequence of characters in the source string,source,CollationElementIterator,no category
ObjectAnimator_setObjectValues,this subclass of value animator provides support for animating properties on target objects  the constructors of this class take parameters to define the target object that will be animated as well as the name of the property that will be animated  appropriate set/get functions are then determined internally and the animation will call these functions as necessary to animate the property,sink,ObjectAnimator,no category
ObjectOutputStream_write,"an object output stream writes primitive data types and graphs of java objects to an output stream   the objects can be read  using an object input stream   persistent storage of objects can be accomplished by using a file for the stream   if the stream is a network socket stream, the objects can be reconstituted on another host or in another process",sink,ObjectOutputStream,no category
WifiP2pManager_setDnsSdResponseListeners,"this class provides the api for managing wifi peer to peer connectivity  this lets an application discover available peers, setup connection to peers and query for the list of peers  when a p2p connection is formed over wifi, the device continues to maintain the uplink connection over mobile or any other available network for internet connectivity on the device",sink,WifiP2pManager,network connection
SecureRandom_setSeed,this class provides a cryptographically strong random number generator ,sink,SecureRandom,no category
RandomAccessFile_getFD,"instances of this class support both reading and writing to a random access file  a random access file behaves like a large array of bytes stored in the file system  there is a kind of cursor, or index into the implied array, called the file pointer; input operations read bytes starting at the file pointer and advance the file pointer past the bytes read  if the random access file is created in read/write mode, then output operations are also available; output operations write bytes starting at the file pointer and advance the file pointer past the bytes written  output operations that write past the current end of the implied array cause the array to be extended  the file pointer can be read by the get file pointer method and set by the seek method",source,RandomAccessFile,no category
BassBoost_getStrengthSupported,bass boost is an audio effect to boost or amplify low frequencies of the sound  it is comparable to a simple equalizer but limited to one band amplification in the low frequency range,source,BassBoost,no category
HttpURLConnection_setRequestMethod,a url connection with support for http specific features  see  the spec  for details,sink,HttpURLConnection,no category
WifiP2pManager_removeLocalService,"this class provides the api for managing wifi peer to peer connectivity  this lets an application discover available peers, setup connection to peers and query for the list of peers  when a p2p connection is formed over wifi, the device continues to maintain the uplink connection over mobile or any other available network for internet connectivity on the device",sink,WifiP2pManager,network connection
Field_setInt,"a field provides information about, and dynamic access to, a single field of a class or an interface   the reflected field may be a class  field or an instance field",sink,Field,no category
SimpleCursorAdapter_setViewImage,"an easy adapter to map columns from a cursor to text views or image views defined in an xml file  you can specify which columns you want, which views you want to display the columns, and the xml file that defines the appearance of these views  binding occurs in two phases  first, if a simple cursor adapter view binder is available, view binder set view value is invoked  if the returned value is true, binding has occured  if the returned value is false and the view to bind is a text view, set view text is invoked  if the returned value is false and the view to bind is an image view, set view image is invoked  if no appropriate binding can be found, an illegal state exception is thrown  if this adapter is used with filtering, for instance in an auto complete text view, you can use the simple cursor adapter cursor to string converter and the filter query provider interfaces to get control over the filtering process  you can refer to convert to string and cursor adapter run query on background thread for more information",sink,SimpleCursorAdapter,no category
ViewAnimator_getCurrentView,base class for a frame layout container that will perform animations when switching between its views,source,ViewAnimator,no category
MediaPlayer_setDataSource,media player class can be used to control playback of audio/video files and streams,sink,MediaPlayer,files
URL_openConnection,"class url represents a uniform resource locator, a pointer to a ""resource"" on the world wide web  a resource can be something as simple as a file or a directory, or it can be a reference to a more complicated object, such as a query to a database or to a search engine  more information on the types of urls and their formats can be found at: types of ur",sink,URL,network connection
NfcA_getTimeout,provides access to nfc a  properties and i/ o operations on a tag,source,NfcA,nfc information
Socket_setTrafficClass,this class implements client sockets   a socket is an endpoint for communication between two machines,sink,Socket,no category
Equalizer_getBandLevel,an equalizer is used to alter the frequency response of a particular music source or of the main output mix,source,Equalizer,no category
DateFormat_getCalendar,"[icu enhancement] icu's replacement for date format  methods, fields, and other functionality specific to icu are labeled '[icu]'",source,DateFormat,no category
SSLContext_getDefaultSSLParameters,instances of this class represent a secure socket protocol implementation which acts as a factory for secure socket factories or ssl engines  this class is initialized with an optional set of key and trust managers and source of secure random bytes,source,SSLContext,network information
DateFormatSymbols_setEras,"[icu enhancement] icu's replacement for date format symbols  methods, fields, and other functionality specific to icu are labeled '[icu]'",sink,DateFormatSymbols,no category
WallpaperManager_sendWallpaperCommand,"provides access to the system wallpaper  with wallpaper manager, you can get the current wallpaper, get the desired dimensions for the wallpaper, set the wallpaper, and more",sink,WallpaperManager,no category
Equalizer_getProperties,an equalizer is used to alter the frequency response of a particular music source or of the main output mix,source,Equalizer,no category
Debug_dumpService,"provides various debugging methods for android applications, including tracing and allocation counts",sink,Debug,files
AudioTrack_getNativeOutputSampleRate,"the audio track class manages and plays a single audio resource for java applications  it allows streaming of pcm audio buffers to the audio sink for playback  this is achieved by ""pushing"" the data to the audio track object using one of the  write, write,  and write methods",source,AudioTrack,no category
ValueAnimator_setFloatValues,this class provides a simple timing engine for running animations which calculate animated values and set them on target objects,sink,ValueAnimator,no category
Calendar_getTimeInMillis,"[icu enhancement] icu's replacement for calendar  methods, fields, and other functionality specific to icu are labeled '[icu]'",source,Calendar,calendar information
AccessibilityManager_sendAccessibilityEvent,"system level service that serves as an event dispatch for accessibility events, and provides facilities for querying the accessibility state of the system  accessibility events are generated when something notable happens in the user interface, for example an activity starts, the focus or selection of a view changes etc  parties interested in handling accessibility events implement and register an accessibility service which extends accessibility service",sink,AccessibilityManager,log
Socket_bind,this class implements client sockets   a socket is an endpoint for communication between two machines,sink,Socket,no category
SearchView_setIconifiedByDefault,"a widget that provides a user interface for the user to enter a search query and submit a request to a search provider  shows a list of query suggestions or results, if available, and allows the user to pick a suggestion or result to launch into",sink,SearchView,no category
NumberFormat_getMaximumIntegerDigits,"[icu enhancement] icu's replacement for number format  methods, fields, and other functionality specific to icu are labeled '[icu]'",source,NumberFormat,no category
ParserAdapter_getDTDHandler,adapt a s a x1 parser as a s a x2 xml reader,source,ParserAdapter,no category
Socket_getReuseAddress,this class implements client sockets   a socket is an endpoint for communication between two machines,source,Socket,no category
FileOutputStream_getChannel,"a file output stream is an output stream for writing data to a file or to a file descriptor  whether or not a file is available or may be created depends upon the underlying platform   some platforms, in particular, allow a file to be opened for writing by only one file output stream  at a time   in such situations the constructors in this class will fail if the file involved is already open",source,FileOutputStream,no category
ServerSocket_getReceiveBufferSize,"this class implements server sockets  a server socket waits for requests to come in over the network  it performs some operation based on that request, and then possibly returns a result to the requester",source,ServerSocket,no category
Socket_getSendBufferSize,this class implements client sockets   a socket is an endpoint for communication between two machines,source,Socket,no category
NumberFormat_getRoundingMode,"[icu enhancement] icu's replacement for number format  methods, fields, and other functionality specific to icu are labeled '[icu]'",source,NumberFormat,no category
RandomAccessFile_write,"instances of this class support both reading and writing to a random access file  a random access file behaves like a large array of bytes stored in the file system  there is a kind of cursor, or index into the implied array, called the file pointer; input operations read bytes starting at the file pointer and advance the file pointer past the bytes read  if the random access file is created in read/write mode, then output operations are also available; output operations write bytes starting at the file pointer and advance the file pointer past the bytes written  output operations that write past the current end of the implied array cause the array to be extended  the file pointer can be read by the get file pointer method and set by the seek method",sink,RandomAccessFile,files
DecimalFormatSymbols_getZeroDigit,"[icu enhancement] icu's replacement for decimal format symbols  methods, fields, and other functionality specific to icu are labeled '[icu]'  this class represents the set of symbols  needed by decimal format to format numbers  decimal format creates for itself an instance of decimal format symbols from its locale data   if you need to change any of these symbols, you can get the decimal format symbols object from your decimal format and modify it",source,DecimalFormatSymbols,no category
NumberFormat_getNumberInstance,"[icu enhancement] icu's replacement for number format  methods, fields, and other functionality specific to icu are labeled '[icu]'",source,NumberFormat,no category
GregorianCalendar_getLeastMaximum,gregorian calendar is a concrete subclass of calendar and provides the standard calendar system used by most of the world,source,GregorianCalendar,calendar information
DatagramPacket_getOffset,this class represents a datagram packet,source,DatagramPacket,no category
Binder_getCallingUserHandle,"base class for a remotable object, the core part of a lightweight remote procedure call mechanism defined by i binder  this class is an implementation of i binder that provides standard local implementation of such an object",source,Binder,no category
StrictMode_getVmPolicy,strict mode is a developer tool which detects things you might be doing by accident and brings them to your attention so you can fix them,source,StrictMode,no category
ExifInterface_getAttribute,this is a class for reading and writing exif tags in various image file formats,source,ExifInterface,no category
Field_setLong,"a field provides information about, and dynamic access to, a single field of a class or an interface   the reflected field may be a class  field or an instance field",sink,Field,no category
ShortBuffer_put,a short buffer,sink,ShortBuffer,no category
ServerSocket_getReuseAddress,"this class implements server sockets  a server socket waits for requests to come in over the network  it performs some operation based on that request, and then possibly returns a result to the requester",source,ServerSocket,no category
ByteBuffer_order,a byte buffer,source,ByteBuffer,no category
Calendar_set,"[icu enhancement] icu's replacement for calendar  methods, fields, and other functionality specific to icu are labeled '[icu]'",sink,Calendar,no category
AlarmManager_setRepeating,"this class provides access to the system alarm services   these allow you to schedule your application to be run at some point in the future   when an alarm goes off, the intent that had been registered for it is broadcast by the system, automatically starting the target application if it is not already running   registered alarms are retained while the device is asleep , but will be cleared if it is turned off and rebooted",sink,AlarmManager,no category
DatagramSocket_send,this class represents a socket for sending and receiving datagram packets,sink,DatagramSocket,no category
Toast_getVerticalMargin,a toast is a view containing a quick little message for the user   the toast class helps you create and show those,source,Toast,no category
ShortBuffer_array,a short buffer,source,ShortBuffer,no category
ViewAnimator_setInAnimation,base class for a frame layout container that will perform animations when switching between its views,sink,ViewAnimator,no category
Socket_getOOBInline,this class implements client sockets   a socket is an endpoint for communication between two machines,source,Socket,no category
ServerSocket_getSoTimeout,"this class implements server sockets  a server socket waits for requests to come in over the network  it performs some operation based on that request, and then possibly returns a result to the requester",source,ServerSocket,no category
LocationManager_setTestProviderEnabled,"this class provides access to the system location services  these services allow applications to obtain periodic updates of the device's geographical location, or to be notified when the device enters the proximity of a given geographical location",sink,LocationManager,geolocation
Equalizer_getCurrentPreset,an equalizer is used to alter the frequency response of a particular music source or of the main output mix,source,Equalizer,no category
SmsManager_sendDataMessage,"manages sms operations such as sending data, text, and pdu sms messages  get this object by calling the static method get default  to create an instance of sms manager associated with a specific subscription i d, call get sms manager for subscription id  this is typically used for devices that support multiple active subscriptions at once",sink,SmsManager,text message
Array_set,the array class provides static methods to dynamically create and access java arrays,sink,Array,no category
IsoDep_get,provides access to iso dep  properties and i/ o operations on a tag,source,IsoDep,nfc information
WebSettings_setLoadsImagesAutomatically,"manages settings state for a web view  when a web view is first created, it obtains a set of default settings  these default settings will be returned from any getter call  a web settings object obtained from web view get settings is tied to the life of the web view  if a web view has been destroyed, any method call on web settings will throw an illegal state exception",sink,WebSettings,no category
DateFormatSymbols_setShortWeekdays,"[icu enhancement] icu's replacement for date format symbols  methods, fields, and other functionality specific to icu are labeled '[icu]'",sink,DateFormatSymbols,no category
MediaPlayer_getTrackInfo,media player class can be used to control playback of audio/video files and streams,source,MediaPlayer,no category
RandomAccessFile_writeUTF,"instances of this class support both reading and writing to a random access file  a random access file behaves like a large array of bytes stored in the file system  there is a kind of cursor, or index into the implied array, called the file pointer; input operations read bytes starting at the file pointer and advance the file pointer past the bytes read  if the random access file is created in read/write mode, then output operations are also available; output operations write bytes starting at the file pointer and advance the file pointer past the bytes written  output operations that write past the current end of the implied array cause the array to be extended  the file pointer can be read by the get file pointer method and set by the seek method",sink,RandomAccessFile,no category
NumberFormat_getInstance,"[icu enhancement] icu's replacement for number format  methods, fields, and other functionality specific to icu are labeled '[icu]'",source,NumberFormat,no category
URLConnection_getInputStream,"the abstract class url connection is the superclass of all classes that represent a communications link between the application and a url  instances of this class can be used both to read from and to write to the resource referenced by the url  in general, creating a connection to a url is a multistep process",source,URLConnection,no category
WallpaperManager_setBitmap,"provides access to the system wallpaper  with wallpaper manager, you can get the current wallpaper, get the desired dimensions for the wallpaper, set the wallpaper, and more",sink,WallpaperManager,log
AttributedString_getIterator,an attributed string holds text and related attribute information  it may be used as the actual data storage in some cases where a text reader wants to access attributed text through the attributed character iterator interface,source,AttributedString,no category
Calendar_getFirstDayOfWeek,"[icu enhancement] icu's replacement for calendar  methods, fields, and other functionality specific to icu are labeled '[icu]'",source,Calendar,calendar information
CalendarView_setMinDate,this class is a calendar widget for displaying and selecting dates  the range of dates supported by this calendar is configurable,sink,CalendarView,no category
MifareUltralight_setTimeout,provides access to mifare ultralight properties and i/ o operations on a tag,sink,MifareUltralight,nfc communication
ByteBuffer_put,a byte buffer,sink,ByteBuffer,no category
SQLiteCursor_getDatabase,a cursor implementation that exposes results from a query on a sql lite database  sql lite cursor is not internally synchronized so code using a sql lite cursor from multiple threads should perform its own synchronization when using the sql lite cursor,source,SQLiteCursor,database
DatagramSocket_setSoTimeout,this class represents a socket for sending and receiving datagram packets,sink,DatagramSocket,no category
Log_e,api for sending log output,sink,Log,log
FileOutputStream_write,"a file output stream is an output stream for writing data to a file or to a file descriptor  whether or not a file is available or may be created depends upon the underlying platform   some platforms, in particular, allow a file to be opened for writing by only one file output stream  at a time   in such situations the constructors in this class will fail if the file involved is already open",sink,FileOutputStream,files
TrafficStats_getTotalTxBytes,"class that provides network traffic statistics  these statistics include bytes transmitted and received and network packets transmitted and received, over all interfaces, over the mobile interface, and on a per uid basis",source,TrafficStats,network information
AudioRecord_getChannelCount,"the audio record class manages the audio resources for java applications to record audio from the audio input hardware of the platform  this is achieved by ""pulling""  the data from the audio record object  the application is responsible for polling the audio record object in time using one of the following three methods:  read, read or read  the choice of which method to use will be based on the audio data storage format that is the most convenient for the user of audio record",source,AudioRecord,no category
AudioTrack_getSampleRate,"the audio track class manages and plays a single audio resource for java applications  it allows streaming of pcm audio buffers to the audio sink for playback  this is achieved by ""pushing"" the data to the audio track object using one of the  write, write,  and write methods",source,AudioTrack,no category
TrafficStats_setThreadStatsTag,"class that provides network traffic statistics  these statistics include bytes transmitted and received and network packets transmitted and received, over all interfaces, over the mobile interface, and on a per uid basis",sink,TrafficStats,network connection
CalendarView_getDate,this class is a calendar widget for displaying and selecting dates  the range of dates supported by this calendar is configurable,source,CalendarView,calendar information
WifiP2pManager_setServiceResponseListener,"this class provides the api for managing wifi peer to peer connectivity  this lets an application discover available peers, setup connection to peers and query for the list of peers  when a p2p connection is formed over wifi, the device continues to maintain the uplink connection over mobile or any other available network for internet connectivity on the device",sink,WifiP2pManager,network connection
AudioTrack_getStreamType,"the audio track class manages and plays a single audio resource for java applications  it allows streaming of pcm audio buffers to the audio sink for playback  this is achieved by ""pushing"" the data to the audio track object using one of the  write, write,  and write methods",source,AudioTrack,no category
MifareUltralight_getTag,provides access to mifare ultralight properties and i/ o operations on a tag,source,MifareUltralight,nfc information
URL_getPath,"class url represents a uniform resource locator, a pointer to a ""resource"" on the world wide web  a resource can be something as simple as a file or a directory, or it can be a reference to a more complicated object, such as a query to a database or to a search engine  more information on the types of urls and their formats can be found at: types of ur",source,URL,no category
ClassLoader_getSystemResources,"a class loader is an object that is responsible for loading classes  the class class loader is an abstract class   given the binary name of a class, a class loader should attempt to locate or generate data that constitutes a definition for the class   a typical strategy is to transform the name into a file name and then read a ""class file"" of that name from a file system",source,ClassLoader,network information
SSLParameters_setCipherSuites,"encapsulates parameters for an ssl/ tls connection  the parameters are the list of ciphersuites to be accepted in an ssl/ tls handshake, the list of protocols to be allowed, the endpoint identification algorithm during ssl/ tls handshaking, the server name indication , the algorithm constraints and whether ssl/ tls servers should request or require client authentication, etc",sink,SSLParameters,no category
KeyStore_getKey,this class represents a storage facility for cryptographic keys and certificates,source,KeyStore,no category
PKIXParameters_getTargetCertConstraints,parameters used as input for the pkix cert path validator algorithm,source,PKIXParameters,no category
DropBoxManager_getNextEntry,"enqueues chunks of data    the queue is size bounded and will drop old data if the enqueued data exceeds the maximum size   you can think of this as a persistent, system wide, blob oriented ""logcat""",source,DropBoxManager,no category
URL_getUserInfo,"class url represents a uniform resource locator, a pointer to a ""resource"" on the world wide web  a resource can be something as simple as a file or a directory, or it can be a reference to a more complicated object, such as a query to a database or to a search engine  more information on the types of urls and their formats can be found at: types of ur",source,URL,no category
