key,docs,category_map,real_cat
SSLParameters_getProtocols," returns a copy of the array of protocols or null if none  have been set .  encapsulates parameters for an s s l/ t l s connection  the parameters are the list of ciphersuites to be accepted in an s s l/ t l s handshake, the list of protocols to be allowed, the endpoint identification algorithm during s s l/ t l s handshaking, the server name indication , the algorithm constraints and whether s s l/ t l s servers should request or require client authentication, etc",network information,network connection
SSLEngine_getPeerPort," returns the port number of the peer .  a class which enables secure communications using protocols such as the secure sockets layer  or  ietf rfc 2246 "" transport layer security""   protocols, but is transport independent",network information,network connection
SSLContext_getClientSessionContext," returns the client session context, which represents the set of  ssl sessions available for use during the handshake phase of  client-side ssl sockets .  instances of this class represent a secure socket protocol implementation which acts as a factory for secure socket factories or s s l engines  this class is initialized with an optional set of key and trust managers and source of secure random bytes",network information,network connection
SSLContext_getProtocol, returns the protocol name of this s s l context object .  instances of this class represent a secure socket protocol implementation which acts as a factory for secure socket factories or s s l engines  this class is initialized with an optional set of key and trust managers and source of secure random bytes,network information,network connection
ClassLoader_getResourceAsStream," returns an input stream for reading the specified resource .  a class loader is an object that is responsible for loading classes  the class class loader is an abstract class   given the binary name of a class, a class loader should attempt to locate or generate data that constitutes a definition for the class   a typical strategy is to transform the name into a file name and then read a ""class file"" of that name from a file system",network information,system settings
SSLEngine_getSSLParameters," returns the s s l parameters in effect for this s s l engine .  a class which enables secure communications using protocols such as the secure sockets layer  or  ietf rfc 2246 "" transport layer security""   protocols, but is transport independent",network information,network information
SSLEngine_unwrap," attempts to decode s s l/ t l s network data into a sequence of plaintext  application data buffers .  a class which enables secure communications using protocols such as the secure sockets layer  or  ietf rfc 2246 "" transport layer security""   protocols, but is transport independent",network information,network information
SSLContext_getServerSocketFactory, returns a server socket factory object for  this context .  instances of this class represent a secure socket protocol implementation which acts as a factory for secure socket factories or s s l engines  this class is initialized with an optional set of key and trust managers and source of secure random bytes,network information,network information
SSLContext_getDefaultSSLParameters, returns a copy of the s s l parameters indicating the default  settings for this ssl context .  instances of this class represent a secure socket protocol implementation which acts as a factory for secure socket factories or s s l engines  this class is initialized with an optional set of key and trust managers and source of secure random bytes,network information,network information
SSLContext_getDefault, returns the default ssl context .  instances of this class represent a secure socket protocol implementation which acts as a factory for secure socket factories or s s l engines  this class is initialized with an optional set of key and trust managers and source of secure random bytes,network information,network information
SSLSocket_getSSLParameters," returns the s s l parameters in effect for this s s l socket .  this class extends sockets and provides secure socket using protocols such as the "" secure sockets layer""  or ietf "" transport layer security""  protocols",network information,network information
SSLContext_getProvider, returns the provider of this s s l context object .  instances of this class represent a secure socket protocol implementation which acts as a factory for secure socket factories or s s l engines  this class is initialized with an optional set of key and trust managers and source of secure random bytes,network information,network information
SSLContext_getServerSessionContext," returns the server session context, which represents the set of  ssl sessions available for use during the handshake phase of  server-side ssl sockets .  instances of this class represent a secure socket protocol implementation which acts as a factory for secure socket factories or s s l engines  this class is initialized with an optional set of key and trust managers and source of secure random bytes",network information,network information
ClassLoader_getSystemResourceAsStream," open for reading, a resource of the specified name from the search path  used to load classes .  a class loader is an object that is responsible for loading classes  the class class loader is an abstract class   given the binary name of a class, a class loader should attempt to locate or generate data that constitutes a definition for the class   a typical strategy is to transform the name into a file name and then read a ""class file"" of that name from a file system",network information,system settings
MifareUltralight_setTimeout, set the transceive timeout in milliseconds .  provides access to mifare ultralight properties and i/ o operations on a tag,nfc communication,nfc communication
IsoDep_setTimeout, set the timeout of transceive in milliseconds .  provides access to iso dep  properties and i/ o operations on a tag,nfc communication,nfc communication
NfcA_setTimeout, set the transceive timeout in milliseconds .  provides access to nfc a  properties and i/ o operations on a tag,nfc communication,nfc communication
NfcF_setTimeout, set the transceive timeout in milliseconds .  provides access to nfc f  properties and i/ o operations on a tag,nfc communication,nfc communication
NfcAdapter_enableForegroundDispatch, enable foreground dispatch to the given activity .  represents the local nfc adapter,nfc communication,nfc communication
IsoDep_getHiLayerResponse, return the higher layer response bytes for nfc b tags .  provides access to iso dep  properties and i/ o operations on a tag,nfc information,nfc communication
MifareUltralight_getType, return the mifare ultralight type of the tag .  provides access to mifare ultralight properties and i/ o operations on a tag,nfc information,nfc communication
IsoDep_getTag, get the tag object backing this tag technology object .  provides access to iso dep  properties and i/ o operations on a tag,nfc information,nfc communication
MifareUltralight_getTimeout, get the current transceive timeout in milliseconds .  provides access to mifare ultralight properties and i/ o operations on a tag,nfc information,nfc information
MifareUltralight_getMaxTransceiveLength, return the maximum number of bytes that can be sent with transceive .  provides access to mifare ultralight properties and i/ o operations on a tag,nfc information,nfc information
IsoDep_transceive, send raw i s o- d e p data to the tag and receive the response .  provides access to iso dep  properties and i/ o operations on a tag,nfc information,nfc information
MifareUltralight_get, get an instance of mifare ultralight for the given tag .  provides access to mifare ultralight properties and i/ o operations on a tag,nfc information,nfc information
NfcA_transceive, send raw n f c- a commands to the tag and receive the response .  provides access to nfc a  properties and i/ o operations on a tag,nfc information,nfc information
NfcF_get, get an instance of nfc f for the given tag .  provides access to nfc f  properties and i/ o operations on a tag,nfc information,nfc information
NfcA_getTag, get the tag object backing this tag technology object .  provides access to nfc a  properties and i/ o operations on a tag,nfc information,nfc information
NfcA_getSak, return the s a k/ s e l_ r e s bytes from tag discovery .  provides access to nfc a  properties and i/ o operations on a tag,nfc information,nfc information
NfcA_getMaxTransceiveLength, return the maximum number of bytes that can be sent with transceive .  provides access to nfc a  properties and i/ o operations on a tag,nfc information,nfc information
NfcF_getManufacturer, return the manufacturer bytes from tag discovery .  provides access to nfc f  properties and i/ o operations on a tag,nfc information,nfc information
IsoDep_get, get an instance of iso dep for the given tag .  provides access to iso dep  properties and i/ o operations on a tag,nfc information,nfc information
MifareUltralight_getTag, get the tag object backing this tag technology object .  provides access to mifare ultralight properties and i/ o operations on a tag,nfc information,nfc information
NfcF_getTag, get the tag object backing this tag technology object .  provides access to nfc f  properties and i/ o operations on a tag,nfc information,nfc information
NfcF_getMaxTransceiveLength, return the maximum number of bytes that can be sent with transceive .  provides access to nfc f  properties and i/ o operations on a tag,nfc information,nfc information
NfcF_getTimeout, get the current transceive timeout in milliseconds .  provides access to nfc f  properties and i/ o operations on a tag,nfc information,nfc information
MifareUltralight_transceive, send raw nfc a data to a tag and receive the response .  provides access to mifare ultralight properties and i/ o operations on a tag,nfc information,nfc information
NfcA_getAtqa, return the a t q a/ s e n s_ r e s bytes from tag discovery .  provides access to nfc a  properties and i/ o operations on a tag,nfc information,nfc information
NfcA_getTimeout, get the current transceive timeout in milliseconds .  provides access to nfc a  properties and i/ o operations on a tag,nfc information,nfc information
MifareUltralight_readPages, read 4 pages  .  provides access to mifare ultralight properties and i/ o operations on a tag,nfc information,nfc information
IsoDep_getTimeout, get the current timeout for transceive in milliseconds .  provides access to iso dep  properties and i/ o operations on a tag,nfc information,nfc information
IsoDep_getHistoricalBytes, return the i s o- d e p historical bytes for nfc a tags .  provides access to iso dep  properties and i/ o operations on a tag,nfc information,nfc information
NfcA_get, get an instance of nfc a for the given tag .  provides access to nfc a  properties and i/ o operations on a tag,nfc information,nfc information
NfcF_transceive, send raw n f c- f commands to the tag and receive the response .  provides access to nfc f  properties and i/ o operations on a tag,nfc information,nfc information
NfcAdapter_getDefaultAdapter, helper to get the default nfc adapter .  represents the local nfc adapter,nfc information,nfc information
NfcF_getSystemCode, return the system code bytes from tag discovery .  provides access to nfc f  properties and i/ o operations on a tag,nfc information,nfc information
IsoDep_getMaxTransceiveLength, return the maximum number of bytes that can be sent with transceive .  provides access to iso dep  properties and i/ o operations on a tag,nfc information,nfc information
WebSettings_getDatabaseEnabled," gets whether the database storage api is enabled .  manages settings state for a web view  when a web view is first created, it obtains a set of default settings  these default settings will be returned from any getter call  a web settings object obtained from web view#get settings is tied to the life of the web view  if a web view has been destroyed, any method call on web settings will throw an illegal state exception",system settings,system settings
WebSettings_getJavaScriptEnabled," gets whether java script is enabled .  manages settings state for a web view  when a web view is first created, it obtains a set of default settings  these default settings will be returned from any getter call  a web settings object obtained from web view#get settings is tied to the life of the web view  if a web view has been destroyed, any method call on web settings will throw an illegal state exception",system settings,system settings
WebSettings_getDomStorageEnabled," gets whether the dom storage a p is are enabled .  manages settings state for a web view  when a web view is first created, it obtains a set of default settings  these default settings will be returned from any getter call  a web settings object obtained from web view#get settings is tied to the life of the web view  if a web view has been destroyed, any method call on web settings will throw an illegal state exception",system settings,system settings
SmsManager_sendTextMessage," send a text based sms .  manages sms operations such as sending data, text, and pdu sms messages  get this object by calling the static method get default  to create an instance of sms manager associated with a specific subscription i d, call get sms manager for subscription id  this is typically used for devices that support multiple active subscriptions at once",text message,system settings
SmsManager_sendMultipartTextMessage," send a multi-part text based sms .  manages sms operations such as sending data, text, and pdu sms messages  get this object by calling the static method get default  to create an instance of sms manager associated with a specific subscription i d, call get sms manager for subscription id  this is typically used for devices that support multiple active subscriptions at once",text message,system settings
SmsManager_sendDataMessage," send a data based sms to a specific application port .  manages sms operations such as sending data, text, and pdu sms messages  get this object by calling the static method get default  to create an instance of sms manager associated with a specific subscription i d, call get sms manager for subscription id  this is typically used for devices that support multiple active subscriptions at once",text message,text message
AccountManager_getAccountsByTypeAndFeatures," lists all accounts of a type which have certain features .  this class provides access to a centralized registry of the user's online accounts   the user enters credentials  once per account, granting applications access to online resources with ""one click"" approval",user account,user account
AccountManager_addAccountExplicitly," adds an account directly to the account manager .  this class provides access to a centralized registry of the user's online accounts   the user enters credentials  once per account, granting applications access to online resources with ""one click"" approval",user account,user account
AccountManager_getAuthenticatorTypes," lists the currently registered authenticators .  this class provides access to a centralized registry of the user's online accounts   the user enters credentials  once per account, granting applications access to online resources with ""one click"" approval",user account,user account
AccountManager_confirmCredentials," confirms that the user knows the password for an account to make extra  sure they are the owner of the account .  this class provides access to a centralized registry of the user's online accounts   the user enters credentials  once per account, granting applications access to online resources with ""one click"" approval",user account,user account
AccountManager_setAuthToken," adds an auth token to the account manager cache for an account .  this class provides access to a centralized registry of the user's online accounts   the user enters credentials  once per account, granting applications access to online resources with ""one click"" approval",user account,user account
AccountManager_addOnAccountsUpdatedListener," adds an on accounts update listener to this instance of the account manager .  this class provides access to a centralized registry of the user's online accounts   the user enters credentials  once per account, granting applications access to online resources with ""one click"" approval",user account,user account
AccountManager_updateCredentials," asks the user to enter a new password for an account, updating the  saved credentials for the account .  this class provides access to a centralized registry of the user's online accounts   the user enters credentials  once per account, granting applications access to online resources with ""one click"" approval",user account,user account
AccountManager_invalidateAuthToken," removes an auth token from the account manager's cache .  this class provides access to a centralized registry of the user's online accounts   the user enters credentials  once per account, granting applications access to online resources with ""one click"" approval",user account,user account
AccountManager_getUserData," gets the user data named by ""key"" associated with the account .  this class provides access to a centralized registry of the user's online accounts   the user enters credentials  once per account, granting applications access to online resources with ""one click"" approval",user account,user account
AccountManager_addAccount," asks the user to add an account of a specified type .  this class provides access to a centralized registry of the user's online accounts   the user enters credentials  once per account, granting applications access to online resources with ""one click"" approval",user account,user account
AccountManager_get," gets an account manager instance associated with a context .  this class provides access to a centralized registry of the user's online accounts   the user enters credentials  once per account, granting applications access to online resources with ""one click"" approval",user account,user account
AccountManager_removeAccount," removes an account from the account manager .  this class provides access to a centralized registry of the user's online accounts   the user enters credentials  once per account, granting applications access to online resources with ""one click"" approval",user account,user account
AccountManager_hasFeatures," finds out whether a particular account has all the specified features .  this class provides access to a centralized registry of the user's online accounts   the user enters credentials  once per account, granting applications access to online resources with ""one click"" approval",user account,user account
AccountManager_newChooseAccountIntent," returns an intent to an activity that prompts the user to choose from a list of  accounts .  this class provides access to a centralized registry of the user's online accounts   the user enters credentials  once per account, granting applications access to online resources with ""one click"" approval",user account,user account
AccountManager_peekAuthToken," gets an auth token from the account manager's cache .  this class provides access to a centralized registry of the user's online accounts   the user enters credentials  once per account, granting applications access to online resources with ""one click"" approval",user account,user account
AccountManager_getAccountsByType," lists all accounts of particular type visible to the caller .  this class provides access to a centralized registry of the user's online accounts   the user enters credentials  once per account, granting applications access to online resources with ""one click"" approval",user account,user account
AccountManager_editProperties," offers the user an opportunity to change an authenticator's settings .  this class provides access to a centralized registry of the user's online accounts   the user enters credentials  once per account, granting applications access to online resources with ""one click"" approval",user account,user account
AccountManager_getAccounts," lists all accounts visible to the caller regardless of type .  this class provides access to a centralized registry of the user's online accounts   the user enters credentials  once per account, granting applications access to online resources with ""one click"" approval",user account,user account
AccountManager_getPassword," gets the saved password associated with the account .  this class provides access to a centralized registry of the user's online accounts   the user enters credentials  once per account, granting applications access to online resources with ""one click"" approval",user account,user account
AccountManager_blockingGetAuthToken," this convenience helper synchronously gets an auth token with  get auth token .  this class provides access to a centralized registry of the user's online accounts   the user enters credentials  once per account, granting applications access to online resources with ""one click"" approval",user account,user account
AccountManager_getAuthTokenByFeatures," this convenience helper combines the functionality of get accounts by type and features,  get auth token, and add account .  this class provides access to a centralized registry of the user's online accounts   the user enters credentials  once per account, granting applications access to online resources with ""one click"" approval",user account,user account
AccountManager_setPassword," sets or forgets a saved password .  this class provides access to a centralized registry of the user's online accounts   the user enters credentials  once per account, granting applications access to online resources with ""one click"" approval",user account,user account
AccountManager_getAuthToken," gets an auth token of the specified type for a particular account,  optionally raising a notification if the user must enter credentials .  this class provides access to a centralized registry of the user's online accounts   the user enters credentials  once per account, granting applications access to online resources with ""one click"" approval",user account,user account
AccountManager_setUserData," sets one userdata key for an account .  this class provides access to a centralized registry of the user's online accounts   the user enters credentials  once per account, granting applications access to online resources with ""one click"" approval",user account,user account
