ind,key1,cat1,c1,doc1,key2,cat2,c2,doc2,cosine,labels
5018,InputConnectionWrapper_performPrivateCommand,k,3,perform private command from input connection wrapper  api to send private commands from an input method to its  connected editor,Path_transform,n,1,"transform from path  transform the points in this path by matrix, and write the answer  into dst",-0.017083730548620224,-0.008541865274310112
5019,InputConnectionWrapper_performPrivateCommand,k,3,perform private command from input connection wrapper  api to send private commands from an input method to its  connected editor,MediaPlayer_prepare,n,1,"prepare from media player  prepares the player for playback, synchronously",0.10043925791978836,0.05021962895989418
5020,InputConnectionWrapper_performPrivateCommand,k,3,perform private command from input connection wrapper  api to send private commands from an input method to its  connected editor,StrictMath_hypot,n,1,hypot from strict math  returns sqrt  without intermediate overflow or underflow,-0.07009706646203995,-0.035048533231019974
5021,InputConnectionWrapper_performPrivateCommand,k,3,perform private command from input connection wrapper  api to send private commands from an input method to its  connected editor,Gallery_onDown,n,1,on down from gallery  notified when a tap occurs with the down motionevent  that triggered it,0.0970827043056488,0.0485413521528244
5022,InputConnectionWrapper_performPrivateCommand,k,3,perform private command from input connection wrapper  api to send private commands from an input method to its  connected editor,MessageFormat_parseObject,n,1,parse object from message format  parses text from a string to produce an object array or map,0.06944543868303299,0.034722719341516495
5023,InputConnectionWrapper_performPrivateCommand,k,3,perform private command from input connection wrapper  api to send private commands from an input method to its  connected editor,Security_addProvider,n,1,add provider from security  adds a provider to the next position available,0.15552280843257904,0.07776140421628952
5024,InputConnectionWrapper_performPrivateCommand,k,3,perform private command from input connection wrapper  api to send private commands from an input method to its  connected editor,NinePatch_draw,n,1,draw from nine patch  draws the ninepatch,0.05447620525956154,0.02723810262978077
5025,InputConnectionWrapper_performPrivateCommand,k,3,perform private command from input connection wrapper  api to send private commands from an input method to its  connected editor,Timer_schedule,n,1,"schedule from timer  schedules the specified task for repeated fixed-delay execution,  beginning at the specified time",0.007362560834735632,0.003681280417367816
5026,InputConnectionWrapper_performPrivateCommand,k,3,perform private command from input connection wrapper  api to send private commands from an input method to its  connected editor,Array_newInstance,n,1,new instance from array  creates a new array with the specified component type and  length,0.026105279102921486,0.013052639551460743
5027,InputConnectionWrapper_performPrivateCommand,k,3,perform private command from input connection wrapper  api to send private commands from an input method to its  connected editor,BitmapRegionDecoder_getHeight,n,1,get height from bitmap region decoder  returns the original image's heigh,0.043463241308927536,0.021731620654463768
5028,InputConnectionWrapper_performPrivateCommand,k,3,perform private command from input connection wrapper  api to send private commands from an input method to its  connected editor,Cipher_init,n,1,init from cipher  initializes this cipher with a key and a set of algorithm  parameters,0.09961191564798355,0.049805957823991776
5029,InputConnectionWrapper_performPrivateCommand,k,3,perform private command from input connection wrapper  api to send private commands from an input method to its  connected editor,ResultSet_last,n,1,last from result set  moves the cursor to the last row in  this resultset object,-0.005217570811510086,-0.002608785405755043
5030,InputConnectionWrapper_performPrivateCommand,k,3,perform private command from input connection wrapper  api to send private commands from an input method to its  connected editor,PreferenceActivity_onHeaderClick,n,1,on header click from preference activity  called when the user selects an item in the header list,0.03994429484009743,0.019972147420048714
5031,InputConnectionWrapper_performPrivateCommand,k,3,perform private command from input connection wrapper  api to send private commands from an input method to its  connected editor,HttpCookie_setPath,n,1,set path from http cookie  specifies a path for the cookie to which the client should return  the cookie,0.021372269839048386,0.010686134919524193
5032,InputConnectionWrapper_performPrivateCommand,k,3,perform private command from input connection wrapper  api to send private commands from an input method to its  connected editor,Path_moveTo,n,1,move to from path  set the beginning of the next contour to the point ,-0.002833154983818531,-0.0014165774919092655
5033,InputConnectionWrapper_performPrivateCommand,k,3,perform private command from input connection wrapper  api to send private commands from an input method to its  connected editor,TextSwitcher_addView,n,1,add view from text switcher  adds a child view with the specified layout parameters,0.12408024072647095,0.062040120363235474
5034,InputConnectionWrapper_performPrivateCommand,k,3,perform private command from input connection wrapper  api to send private commands from an input method to its  connected editor,TextToSpeech_setSpeechRate,n,1,set speech rate from text to speech  sets the speech rate,0.1149091124534607,0.05745455622673035
5035,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,TelephonyManager_getDeviceSoftwareVersion,s,1,"get device software version from telephony manager  returns the software version number for the device, for example,  the imei/sv for gsm phones",0.03991730883717537,0.2199586544185877
5036,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,TelephonyManager_getSimSerialNumber,s,1,"get sim serial number from telephony manager  returns the serial number of the sim, if applicable",0.04268670454621315,0.22134335227310659
5037,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,TelephonyManager_getSubscriberId,s,1,"get subscriber id from telephony manager  returns the unique subscriber id, for example, the imsi for a gsm phone",0.12826330959796906,0.26413165479898454
5038,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,TelephonyManager_getDataState,s,1,get data state from telephony manager  returns a constant indicating the current data connection state  ,0.12947550415992737,0.2647377520799637
5039,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,Address_getFeatureName,s,2,"get feature name from address  returns the feature name of the address, for example, ""golden gate bridge"", or null  if it is unknow",0.06666965782642365,0.23333482891321183
5040,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,Address_getUrl,s,2,"get url from address  returns the public url for the address if known,  or null if it is unknown",0.04309974983334541,0.22154987491667272
5041,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,Calendar_getInstance,s,2,get instance from calendar  returns a calendar with the specified time zone and locale,0.06156064569950104,0.23078032284975053
5042,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,FileChannel_read,s,3,read from file channel  reads a sequence of bytes from this channel into a subsequence of the  given buffers,0.11281105875968933,0.2564055293798447
5043,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,FileInputStream_getFD,s,3,get f d from file input stream  returns the filedescriptor  object that represents the connection to  the actual file in the file system being  used by this fileinputstream,-0.011285037733614445,0.1943574811331928
5044,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,SocketChannel_read,s,3,read from socket channel  reads a sequence of bytes from this channel into a subsequence of the  given buffers,0.19612261652946472,0.29806130826473237
5045,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,DownloadManager_getUriForDownloadedFile,s,3,"get uri for downloaded file from download manager  returns the uri of the given downloaded file id, if the file is  downloaded successfully",-0.008524704724550247,0.1957376476377249
5046,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,KeyPairGenerator_generateKeyPair,s,4,generate key pair from key pair generator  generates a key pair,0.034691959619522095,0.21734597980976106
5047,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,KeyPairGenerator_getAlgorithm,s,4,get algorithm from key pair generator  returns the standard name of the algorithm for this key pair generator,0.04512506723403931,0.22256253361701966
5048,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,AccountManager_getAuthToken,s,5,"get auth token from account manager  gets an auth token of the specified type for a particular account,  optionally raising a notification if the user must enter credentials",0.13158267736434937,0.2657913386821747
5049,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,AccountManager_getPassword,s,5,get password from account manager  gets the saved password associated with the account,-0.03770727291703224,0.1811463635414839
5050,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,AccountManager_getUserData,s,5,"get user data from account manager  gets the user data named by ""key"" associated with the account",-0.059211067855358124,0.17039446607232095
5051,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,NfcV_getDsfId,s,6,get dsf id from nfc  return the dsf id bytes from tag discovery,0.1257009208202362,0.2628504604101181
5052,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,NfcV_getTag,s,6,get tag from nfc  get the tag object backing this tagtechnology object,0.0952238216996193,0.24761191084980966
5053,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,AudioManager_isMicrophoneMute,s,7,is microphone mute from audio manager  checks whether the microphone mute is on or off,0.1644018143415451,0.28220090717077256
5054,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,BroadcastReceiver_getResultCode,s,8,"get result code from broadcast receiver  retrieve the current result code, as set by the previous receiver",0.5550087094306946,0.4775043547153473
5055,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,BroadcastReceiver_getResultExtras,s,8,"get result extras from broadcast receiver  retrieve the current result extra data, as set by the previous receiver",0.5019965767860413,0.45099828839302064
5056,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,SensorManager_getInclination,s,7,get inclination from sensor manager  computes the geomagnetic inclination angle in radians from the  inclination matrix i returned by getrotationmatrix,0.11382410675287247,0.25691205337643624
5057,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,0.20300884544849396,0.301504422724247
5058,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,SensorManager_getOrientation,s,7,get orientation from sensor manager  computes the device's orientation based on the rotation matrix,0.11429739743471146,0.25714869871735574
5059,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,UiDevice_getDisplaySizeDp,s,7,get display size dp from ui device  returns the display size in dp   the returned display size is adjusted per screen rotation,0.07101582735776901,0.23550791367888452
5060,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,HttpURLConnection_getPermission,s,9,get permission from http connection  returns a socketpermission object representing the  permission necessary to connect to the destination host and port,0.15308012068271637,0.2765400603413582
5061,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,HttpURLConnection_getResponseMessage,s,9,"get response message from http connection  gets the http response message, if any, returned along with the  response code from a server",0.048849236220121384,0.2244246181100607
5062,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,HttpURLConnection_getHeaderFieldDate,s,9,get header field date from http connection  returns the value of the named field parsed as date,-0.09857562184333801,0.150712189078331
5063,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,RSAPrivateKeySpec_getModulus,s,4,get modulus from private key spec  returns the modulus,-0.004054971504956484,0.19797251424752177
5064,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,URI_getRawUserInfo,s,10,get raw user info from   returns the raw user-information component of this uri,0.00037734751822426915,0.20018867375911215
5065,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,UserManager_getUserForSerialNumber,s,10,get user for serial number from user manager  return the user associated with a serial number previously  returned by getserialnumberforuser,0.08464230597019196,0.242321152985096
5066,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,UserManager_getUserName,s,10,get user name from user manager  returns the user name of the context user,0.12394513934850693,0.2619725696742535
5067,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,LocationManager_sendExtraCommand,k,1,send extra command from location manager  sends additional commands to a location provider,0.2626938223838806,0.6313469111919403
5068,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,AudioGroup_sendDtmf,k,1,send dtmf from audio group  sends a dtmf digit to every audiostream in this group,0.3186042010784149,0.6593021005392075
5069,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,SmsManager_sendTextMessage,k,1,send text message from sms manager  send a text based sms,0.24745891988277435,0.6237294599413872
5070,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,SmsManager_sendDataMessage,k,1,send data message from sms manager  send a data based sms to a specific application port,0.321248859167099,0.6606244295835495
5071,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,SmsManager_sendMultipartTextMessage,k,1,send multipart text message from sms manager  similar method as #sendmultiparttextmessage  with an additional argument,0.264803946018219,0.6324019730091095
5072,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,Browser_sendString,k,1,send string from browser  sends the given string using an intent with intent#action_send and a mime type  of text/plain,0.30139318108558655,0.6506965905427933
5073,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,NsdServiceInfo_writeToParcel,k,2,write to parcel from nsd service info  implement the parcelable interfac,0.20586499571800232,0.6029324978590012
5074,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,RandomAccessFile_writeUTF,k,2,write u t f from random access file  writes a string to the file using  modified utf-8  encoding in a machine-independent manner,0.04400506243109703,0.5220025312155485
5075,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,FileOutputStream_write,k,2,write from file output stream  writes b length bytes from the specified byte array  to this file output stream,0.06139956787228584,0.5306997839361429
5076,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,PrintWriterPrinter_println,k,2,println from print writer printer  write a line of text to the output,0.06601426005363464,0.5330071300268173
5077,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,Log_println,k,2,println from log  low-level logging call,0.08660850673913956,0.5433042533695698
5078,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,PrintStream_println,k,2,println from print stream  prints an object and then terminate the line,-0.0005672317347489297,0.49971638413262554
5079,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,Bundle_writeToParcel,k,2,"write to parcel from bundle  writes the bundle contents to a parcel, typically in order for  it to be passed through an ibinder connection",0.10449377447366714,0.5522468872368336
5080,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,ObjectOutputStream_writeBoolean,k,2,write boolean from object output stream  writes a boolean,0.03758910298347473,0.5187945514917374
5081,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,Binder_dumpAsync,k,4,"dump async from binder  like dump, but ensures the target  executes asynchronously",0.07991336286067963,0.5399566814303398
5082,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,AsyncTaskLoader_dump,k,4,dump from async task loader  print the loader's state into the given stream,0.10107708722352982,0.5505385436117649
5083,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,Location_dump,k,4,dump from location  dumps location,0.07773594558238983,0.5388679727911949
5084,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,RemoteControlClient.MetadataEditor_putLong,k,5,put long from remote control client metadata editor  adds numerical information to be displayed,0.07732986658811569,0.5386649332940578
5085,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,RemoteControlClient.MetadataEditor_putString,k,5,put string from remote control client metadata editor  adds textual information to be displayed,0.10631212592124939,0.5531560629606247
5086,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,ContentValues_put,k,5,put from content values  adds a value to the set,0.09036939591169357,0.5451846979558468
5087,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,InputConnectionWrapper_performPrivateCommand,k,3,perform private command from input connection wrapper  api to send private commands from an input method to its  connected editor,0.10965394228696823,0.8548269711434842
5088,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,IntentSender_sendIntent,k,3,"send intent from intent sender  perform the operation associated with this intentsender, allowing the  caller to specify information about the intent to use and be notified  when the send has completed",0.4764994978904724,1.0382497489452363
5089,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,SipProfile.Builder_setPassword,k,6,set password from sip profile builder  sets the password of the sip accoun,0.04728838801383972,0.5236441940069199
5090,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,SipProfile.Builder_setPort,k,6,set port from sip profile builder  sets the port number of the server,0.14750070869922638,0.5737503543496132
5091,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,WebSettings_setBlockNetworkImage,k,6,set block network image from web settings  sets whether the webview should not load image resources from the  network ,0.03057492896914482,0.5152874644845724
5092,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,File_setExecutable,k,6,set executable from file  a convenience method to set the owner's execute permission for this  abstract pathname,0.12896046042442322,0.5644802302122116
5093,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,Address_setExtras,k,6,set extras from address  sets the extra information associated with this fix to the  given bundle,0.10720404237508774,0.5536020211875439
5094,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,DrmManagerClient_saveRights,k,7,save rights from drm manager client  saves rights to a specified path and associates that path with the content path,0.06730479747056961,0.5336523987352848
5095,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,NotificationManager_notify,k,8,notify from notification manager  post a notification to be shown in the status bar,0.27129942178726196,0.635649710893631
5096,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,AppWidgetManager_notifyAppWidgetViewDataChanged,k,8,notify app widget view data changed from app widget manager  notifies the specified collection view in the specified appwidget instance  to invalidate its data,0.1734340488910675,0.5867170244455338
5097,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,Preference_notifyDependencyChange,k,8,notify dependency change from preference  notifies any listening dependents of a change that affects the  dependency,0.24495792388916016,0.6224789619445801
5098,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,PreparedStatement_executeQuery,k,9,execute query from prepared statement  executes the sql query in this preparedstatement object  and returns the resultset object generated by the query,0.01279974915087223,0.5063998745754361
5099,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,Time_format3339,n,1,format3339 from time  return a string in the rfc 3339 format,0.017750758677721024,0.008875379338860512
5100,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,RecoverySystem_rebootWipeUserData,n,1,reboot wipe user data from recovery system  reboots the device and wipes the user data and cache  partitions,0.03129572421312332,0.01564786210656166
5101,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,Node_getLocalName,n,1,get local name from node  returns the local part of the qualified name of this node,0.06871703267097473,0.034358516335487366
5102,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,QName_equals,n,1,equals from name  test this qname for equality with another  object,-0.01256574783474207,-0.006282873917371035
5103,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,IInterface_asBinder,n,1,as binder from interface  retrieve the binder object associated with this interface,0.04068242385983467,0.020341211929917336
5104,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,DrmSupportInfo_addFileSuffix,n,1,add file suffix from drm support info  adds the specified file suffix to the list of file suffixes this drm plug-in supports,-0.007410724181681871,-0.0037053620908409357
5105,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,InstrumentationTestCase_injectInstrumentation,n,1,inject instrumentation from instrumentation test case  injects instrumentation into this test case,0.06421702355146408,0.03210851177573204
5106,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,MediaPlayer_stop,n,1,stop from media player  stops playback after playback has been started or paused,0.004788448102772236,0.002394224051386118
5107,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,Statement_close,n,1,close from statement  releases this statement object's database  and jdbc resources immediately instead of waiting for  this to happen when it is automatically closed,0.06423480808734894,0.03211740404367447
5108,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,Camera_reconnect,n,1,reconnect from camera  reconnects to the camera service after another process used it,0.17303761839866638,0.08651880919933319
5109,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,ByteBuffer_slice,n,1,slice from byte buffer  creates a new byte buffer whose content is a shared subsequence of  this buffer's content,0.08729492127895355,0.043647460639476776
5110,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,StrictMath_sinh,n,1,sinh from strict math  returns the hyperbolic sine of a double value,-0.006580931134521961,-0.0032904655672609806
5111,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,RowSetMetaData_setColumnType,n,1,set column type from row set meta data  sets the designated column's sql type to the one given,-0.029169294983148575,-0.014584647491574287
5112,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,IsolatedContext_unregisterReceiver,n,1,unregister receiver from isolated context  unregister a previously registered broadcastreceiver,0.6375938057899475,0.31879690289497375
5113,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,Path_transform,n,1,"transform from path  transform the points in this path by matrix, and write the answer  into dst",-0.025578493252396584,-0.012789246626198292
5114,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,MediaPlayer_prepare,n,1,"prepare from media player  prepares the player for playback, synchronously",0.061130184680223465,0.030565092340111732
5115,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,StrictMath_hypot,n,1,hypot from strict math  returns sqrt  without intermediate overflow or underflow,-0.008068740367889404,-0.004034370183944702
5116,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,Gallery_onDown,n,1,on down from gallery  notified when a tap occurs with the down motionevent  that triggered it,0.2135765254497528,0.1067882627248764
5117,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,MessageFormat_parseObject,n,1,parse object from message format  parses text from a string to produce an object array or map,0.030621878802776337,0.015310939401388168
5118,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,Security_addProvider,n,1,add provider from security  adds a provider to the next position available,0.08915537595748901,0.04457768797874451
5119,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,NinePatch_draw,n,1,draw from nine patch  draws the ninepatch,0.07453951239585876,0.03726975619792938
5120,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,Timer_schedule,n,1,"schedule from timer  schedules the specified task for repeated fixed-delay execution,  beginning at the specified time",0.09359928965568542,0.04679964482784271
5121,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,Array_newInstance,n,1,new instance from array  creates a new array with the specified component type and  length,0.0031709005124866962,0.0015854502562433481
5122,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,BitmapRegionDecoder_getHeight,n,1,get height from bitmap region decoder  returns the original image's heigh,0.047142475843429565,0.023571237921714783
5123,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,Cipher_init,n,1,init from cipher  initializes this cipher with a key and a set of algorithm  parameters,0.04620618745684624,0.02310309372842312
5124,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,ResultSet_last,n,1,last from result set  moves the cursor to the last row in  this resultset object,-0.03311515972018242,-0.01655757986009121
5125,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,PreferenceActivity_onHeaderClick,n,1,on header click from preference activity  called when the user selects an item in the header list,0.1847842037677765,0.09239210188388824
5126,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,HttpCookie_setPath,n,1,set path from http cookie  specifies a path for the cookie to which the client should return  the cookie,0.08329609036445618,0.04164804518222809
5127,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,Path_moveTo,n,1,move to from path  set the beginning of the next contour to the point ,0.005715502426028252,0.002857751213014126
5128,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,TextSwitcher_addView,n,1,add view from text switcher  adds a child view with the specified layout parameters,0.13008913397789001,0.06504456698894501
5129,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,TextToSpeech_setSpeechRate,n,1,set speech rate from text to speech  sets the speech rate,0.1094420850276947,0.05472104251384735
5130,IntentSender_sendIntent,k,3,"send intent from intent sender  perform the operation associated with this intentsender, allowing the  caller to specify information about the intent to use and be notified  when the send has completed",TelephonyManager_getDeviceSoftwareVersion,s,1,"get device software version from telephony manager  returns the software version number for the device, for example,  the imei/sv for gsm phones",0.1568526178598404,0.2784263089299202
5131,IntentSender_sendIntent,k,3,"send intent from intent sender  perform the operation associated with this intentsender, allowing the  caller to specify information about the intent to use and be notified  when the send has completed",TelephonyManager_getSimSerialNumber,s,1,"get sim serial number from telephony manager  returns the serial number of the sim, if applicable",0.10752923786640167,0.25376461893320085
5132,IntentSender_sendIntent,k,3,"send intent from intent sender  perform the operation associated with this intentsender, allowing the  caller to specify information about the intent to use and be notified  when the send has completed",TelephonyManager_getSubscriberId,s,1,"get subscriber id from telephony manager  returns the unique subscriber id, for example, the imsi for a gsm phone",0.17984384298324585,0.28992192149162294
5133,IntentSender_sendIntent,k,3,"send intent from intent sender  perform the operation associated with this intentsender, allowing the  caller to specify information about the intent to use and be notified  when the send has completed",TelephonyManager_getDataState,s,1,get data state from telephony manager  returns a constant indicating the current data connection state  ,0.1269531548023224,0.2634765774011612
5134,IntentSender_sendIntent,k,3,"send intent from intent sender  perform the operation associated with this intentsender, allowing the  caller to specify information about the intent to use and be notified  when the send has completed",Address_getFeatureName,s,2,"get feature name from address  returns the feature name of the address, for example, ""golden gate bridge"", or null  if it is unknow",0.09939900785684586,0.24969950392842294
