class,class_description,method_name,args,return,description,has_description,args_string,aosp-gps,library,key
StreetViewPanoramaOrientation.Builder,Builds Street View panorama orientations.,tilt,['float'],StreetViewPanoramaOrientation.Builder,"Sets the angle, in degrees, of the orientation This value is restricted to being between -90 (directly down",1,float,gps,model,StreetViewPanoramaOrientation.Builder_tilt
Contour,"A set of points that outlines a facial landmark or region such as eye, face, or lips.",getPositions,[''],PointF[],"Returns a set of the (x, y",1,,gps,face,Contour_getPositions
Contour,"A set of points that outlines a facial landmark or region such as eye, face, or lips.",getType,[''],int,"Returns the type of contour (LEFT_EYE, RIGHT_EYE, FACE, etc.",1,,gps,face,Contour_getType
Face,A human face detected in an image or video.,getContours,[''],List<Contour>,"Returns a list of contours (eyes, nose, etc.",1,,gps,face,Face_getContours
Face,A human face detected in an image or video.,getEulerY,[''],float,Returns the rotation of the face about the vertical axis of the image.,1,,gps,face,Face_getEulerY
Face,A human face detected in an image or video.,getEulerZ,[''],float,Returns the rotation of the face about the axis pointing out of the image.,1,,gps,face,Face_getEulerZ
Face,A human face detected in an image or video.,getHeight,[''],float,Returns the height of the face region in pixels.,1,,gps,face,Face_getHeight
Face,A human face detected in an image or video.,getId,[''],int,Returns the face ID.,1,,gps,face,Face_getId
Face,A human face detected in an image or video.,getIsLeftEyeOpenProbability,[''],float,Returns a value between 0.0 and 1.0 giving a probability that the face's left eye is open.,1,,gps,face,Face_getIsLeftEyeOpenProbability
Face,A human face detected in an image or video.,getIsRightEyeOpenProbability,[''],float,Returns a value between 0.0 and 1.0 giving a probability that the face's right eye is open.,1,,gps,face,Face_getIsRightEyeOpenProbability
Face,A human face detected in an image or video.,getIsSmilingProbability,[''],float,Returns a value between 0.0 and 1.0 giving a probability that the face is smiling.,1,,gps,face,Face_getIsSmilingProbability
Face,A human face detected in an image or video.,getLandmarks,[''],List<Landmark>,"Returns a list of Landmarks (eyes, nose, etc.",1,,gps,face,Face_getLandmarks
Face,A human face detected in an image or video.,getPosition,[''],PointF,Returns the top left position of the face within the image.,1,,gps,face,Face_getPosition
Face,A human face detected in an image or video.,getWidth,[''],float,Returns the width of the face region in pixels.,1,,gps,face,Face_getWidth
FaceDetector,Detector for finding Faces in a supplied image.,detect,['Frame'],SparseArray<Face>,"Analyzes the supplied frame to find faces, returning faces with associated tracking ID mappings.",1,Frame,gps,face,FaceDetector_detect
FaceDetector,Detector for finding Faces in a supplied image.,isOperational,[''],boolean,,0,,gps,face,FaceDetector_isOperational
FaceDetector,Detector for finding Faces in a supplied image.,release,[''],void,Releases the resources associated with this detector.,1,,gps,face,FaceDetector_release
FaceDetector,Detector for finding Faces in a supplied image.,setFocus,['int'],boolean,Sets the ID of the face to exclusively track in future use of the detector.,1,int,gps,face,FaceDetector_setFocus
FaceDetector.Builder,Builder for creating face detector instances.,build,[''],FaceDetector,Builds a face detector instance.,1,,gps,face,FaceDetector.Builder_build
FaceDetector.Builder,Builder for creating face detector instances.,setClassificationType,['int'],FaceDetector.Builder,"Indicates whether to run additional classifiers for characterizing attributes such as ""smiling"" and ""eyes open"".",1,int,gps,face,FaceDetector.Builder_setClassificationType
FaceDetector.Builder,Builder for creating face detector instances.,setLandmarkType,['int'],FaceDetector.Builder,"Sets whether to detect no landmarks, all landmarks, or contour landmarks.",1,int,gps,face,FaceDetector.Builder_setLandmarkType
FaceDetector.Builder,Builder for creating face detector instances.,setMinFaceSize,['float'],FaceDetector.Builder,"Sets the smallest desired face size, expressed as a proportion of the width of the head to the image width.",1,float,gps,face,FaceDetector.Builder_setMinFaceSize
FaceDetector.Builder,Builder for creating face detector instances.,setMode,['int'],FaceDetector.Builder,Extended option for controlling additional accuracy / speed trade-offs in performing face detection.,1,int,gps,face,FaceDetector.Builder_setMode
FaceDetector.Builder,Builder for creating face detector instances.,setProminentFaceOnly,['boolean'],FaceDetector.Builder,"Indicates whether to detect all faces, or to only detect the most prominent face (i.e., a large face that is most central within the frame",1,boolean,gps,face,FaceDetector.Builder_setProminentFaceOnly
FaceDetector.Builder,Builder for creating face detector instances.,setTrackingEnabled,['boolean'],FaceDetector.Builder,"Enables or disables face tracking, which will maintain a consistent ID for each face when processing consecutive frames.",1,boolean,gps,face,FaceDetector.Builder_setTrackingEnabled
Landmark,"A point on a detected face, such as an eye, nose, or mouth.",getPosition,[''],PointF,"Returns the (x, y",1,,gps,face,Landmark_getPosition
Landmark,"A point on a detected face, such as an eye, nose, or mouth.",getType,[''],int,"Returns the type of landmark (LEFT_EYE, RIGHT_EYE, NOSE_BASE, etc.",1,,gps,face,Landmark_getType
LargestFaceFocusingProcessor.Builder,Builder for creating a LargestFaceFocusingProcessor.,build,[''],LargestFaceFocusingProcessor,Builds the LargestFaceFocusingProcessor instance.,1,,gps,face,LargestFaceFocusingProcessor.Builder_build
LargestFaceFocusingProcessor.Builder,Builder for creating a LargestFaceFocusingProcessor.,setMaxGapFrames,['int'],LargestFaceFocusingProcessor.Builder,Sets the maximum allowable gap for inferring whether a face will never be seen again in the series of frames that are being processed by the detector.,1,int,gps,face,LargestFaceFocusingProcessor.Builder_setMaxGapFrames
FaceDetector.Builder,Builder for creating face detector instances.,build,[''],FaceDetector,Builds a face detector instance.,1,,gps,face,FaceDetector.Builder_build
FaceDetector.Builder,Builder for creating face detector instances.,setClassificationType,['int'],FaceDetector.Builder,"Indicates whether to run additional classifiers for characterizing attributes such as ""smiling"" and ""eyes open"".",1,int,gps,face,FaceDetector.Builder_setClassificationType
FaceDetector.Builder,Builder for creating face detector instances.,setLandmarkType,['int'],FaceDetector.Builder,"Sets whether to detect no landmarks, all landmarks, or contour landmarks.",1,int,gps,face,FaceDetector.Builder_setLandmarkType
FaceDetector.Builder,Builder for creating face detector instances.,setMinFaceSize,['float'],FaceDetector.Builder,"Sets the smallest desired face size, expressed as a proportion of the width of the head to the image width.",1,float,gps,face,FaceDetector.Builder_setMinFaceSize
FaceDetector.Builder,Builder for creating face detector instances.,setMode,['int'],FaceDetector.Builder,Extended option for controlling additional accuracy / speed trade-offs in performing face detection.,1,int,gps,face,FaceDetector.Builder_setMode
FaceDetector.Builder,Builder for creating face detector instances.,setProminentFaceOnly,['boolean'],FaceDetector.Builder,"Indicates whether to detect all faces, or to only detect the most prominent face (i.e., a large face that is most central within the frame",1,boolean,gps,face,FaceDetector.Builder_setProminentFaceOnly
FaceDetector.Builder,Builder for creating face detector instances.,setTrackingEnabled,['boolean'],FaceDetector.Builder,"Enables or disables face tracking, which will maintain a consistent ID for each face when processing consecutive frames.",1,boolean,gps,face,FaceDetector.Builder_setTrackingEnabled
LargestFaceFocusingProcessor.Builder,Builder for creating a LargestFaceFocusingProcessor.,build,[''],LargestFaceFocusingProcessor,Builds the LargestFaceFocusingProcessor instance.,1,,gps,face,LargestFaceFocusingProcessor.Builder_build
LargestFaceFocusingProcessor.Builder,Builder for creating a LargestFaceFocusingProcessor.,setMaxGapFrames,['int'],LargestFaceFocusingProcessor.Builder,Sets the maximum allowable gap for inferring whether a face will never be seen again in the series of frames that are being processed by the detector.,1,int,gps,face,LargestFaceFocusingProcessor.Builder_setMaxGapFrames
Credential,"A credential that can be used to authenticate a user, with additional user information used to distinguish this credential from other available credentials.",equals,['Object'],boolean,,0,Object,gps,credentials,Credential_equals
Credential,"A credential that can be used to authenticate a user, with additional user information used to distinguish this credential from other available credentials.",getAccountType,[''],String,Returns the type of federated identity account used to sign in the user.,1,,gps,credentials,Credential_getAccountType
Credential,"A credential that can be used to authenticate a user, with additional user information used to distinguish this credential from other available credentials.",getFamilyName,[''],String,,0,,gps,credentials,Credential_getFamilyName
Credential,"A credential that can be used to authenticate a user, with additional user information used to distinguish this credential from other available credentials.",getGivenName,[''],String,,0,,gps,credentials,Credential_getGivenName
Credential,"A credential that can be used to authenticate a user, with additional user information used to distinguish this credential from other available credentials.",getId,[''],String,Returns the credential identifier.,1,,gps,credentials,Credential_getId
Credential,"A credential that can be used to authenticate a user, with additional user information used to distinguish this credential from other available credentials.",getIdTokens,[''],List<IdToken>,"Returns the ID tokens that assert the identity of the user, if available.",1,,gps,credentials,Credential_getIdTokens
Credential,"A credential that can be used to authenticate a user, with additional user information used to distinguish this credential from other available credentials.",getName,[''],String,"Returns the display name of the credential, if available.",1,,gps,credentials,Credential_getName
Credential,"A credential that can be used to authenticate a user, with additional user information used to distinguish this credential from other available credentials.",getPassword,[''],String,Returns the password used to sign in the user.,1,,gps,credentials,Credential_getPassword
Credential,"A credential that can be used to authenticate a user, with additional user information used to distinguish this credential from other available credentials.",getProfilePictureUri,[''],Uri,"Returns the URL to an image of the user, if available.",1,,gps,credentials,Credential_getProfilePictureUri
Credential,"A credential that can be used to authenticate a user, with additional user information used to distinguish this credential from other available credentials.",hashCode,[''],int,,0,,gps,credentials,Credential_hashCode
Credential,"A credential that can be used to authenticate a user, with additional user information used to distinguish this credential from other available credentials.",writeToParcel,"['Parcel', 'int']",void,,0,Parcel_int,gps,credentials,Credential_writeToParcel
Credential.Builder,,build,[''],Credential,,0,,gps,credentials,Credential.Builder_build
Credential.Builder,,setAccountType,['String'],Credential.Builder,Specifies the account type for a federated credential.,1,String,gps,credentials,Credential.Builder_setAccountType
Credential.Builder,,setName,['String'],Credential.Builder,"Sets the display name for the credential, which should be easy for the user to recognize as associated to the credential, and distinguishable from other credentials they may have.",1,String,gps,credentials,Credential.Builder_setName
Credential.Builder,,setPassword,['String'],Credential.Builder,Sets the password for the credential.,1,String,gps,credentials,Credential.Builder_setPassword
Credential.Builder,,setProfilePictureUri,['Uri'],Credential.Builder,"Sets a profile picture associated with the credential, typically a picture the user has selected to represent the account.",1,Uri,gps,credentials,Credential.Builder_setProfilePictureUri
CredentialPickerConfig,Configuration for credential picker.,isForNewAccount,[''],boolean,deprecated,1,,gps,credentials,CredentialPickerConfig_isForNewAccount
CredentialPickerConfig,Configuration for credential picker.,shouldShowAddAccountButton,[''],boolean,,0,,gps,credentials,CredentialPickerConfig_shouldShowAddAccountButton
CredentialPickerConfig,Configuration for credential picker.,shouldShowCancelButton,[''],boolean,,0,,gps,credentials,CredentialPickerConfig_shouldShowCancelButton
CredentialPickerConfig,Configuration for credential picker.,writeToParcel,"['Parcel', 'int']",void,,0,Parcel_int,gps,credentials,CredentialPickerConfig_writeToParcel
CredentialPickerConfig.Builder,Builder for CredentialPickerConfig.,build,[''],CredentialPickerConfig,,0,,gps,credentials,CredentialPickerConfig.Builder_build
CredentialPickerConfig.Builder,Builder for CredentialPickerConfig.,setForNewAccount,['boolean'],CredentialPickerConfig.Builder,deprecated,1,boolean,gps,credentials,CredentialPickerConfig.Builder_setForNewAccount
CredentialPickerConfig.Builder,Builder for CredentialPickerConfig.,setPrompt,['int'],CredentialPickerConfig.Builder,Sets the text prompt for the hint picker dialog title.,1,int,gps,credentials,CredentialPickerConfig.Builder_setPrompt
CredentialPickerConfig.Builder,Builder for CredentialPickerConfig.,setShowAddAccountButton,['boolean'],CredentialPickerConfig.Builder,Sets whether the add account button should be shown in credential picker dialog.,1,boolean,gps,credentials,CredentialPickerConfig.Builder_setShowAddAccountButton
CredentialPickerConfig.Builder,Builder for CredentialPickerConfig.,setShowCancelButton,['boolean'],CredentialPickerConfig.Builder,Sets whether the cancel button should be shown in credential picker dialog.,1,boolean,gps,credentials,CredentialPickerConfig.Builder_setShowCancelButton
CredentialRequest,"Parameters for requesting a Credential, via CredentialsApi.request(com.google.android.gms.common.api.GoogleApiClient, CredentialRequest).",getAccountTypes,[''],String[],,0,,gps,credentials,CredentialRequest_getAccountTypes
CredentialRequest,"Parameters for requesting a Credential, via CredentialsApi.request(com.google.android.gms.common.api.GoogleApiClient, CredentialRequest).",getAccountTypesSet,[''],Set<String>,,0,,gps,credentials,CredentialRequest_getAccountTypesSet
CredentialRequest,"Parameters for requesting a Credential, via CredentialsApi.request(com.google.android.gms.common.api.GoogleApiClient, CredentialRequest).",getCredentialHintPickerConfig,[''],CredentialPickerConfig,,0,,gps,credentials,CredentialRequest_getCredentialHintPickerConfig
CredentialRequest,"Parameters for requesting a Credential, via CredentialsApi.request(com.google.android.gms.common.api.GoogleApiClient, CredentialRequest).",getCredentialPickerConfig,[''],CredentialPickerConfig,,0,,gps,credentials,CredentialRequest_getCredentialPickerConfig
CredentialRequest,"Parameters for requesting a Credential, via CredentialsApi.request(com.google.android.gms.common.api.GoogleApiClient, CredentialRequest).",getIdTokenNonce,[''],String,,0,,gps,credentials,CredentialRequest_getIdTokenNonce
CredentialRequest,"Parameters for requesting a Credential, via CredentialsApi.request(com.google.android.gms.common.api.GoogleApiClient, CredentialRequest).",getServerClientId,[''],String,,0,,gps,credentials,CredentialRequest_getServerClientId
CredentialRequest,"Parameters for requesting a Credential, via CredentialsApi.request(com.google.android.gms.common.api.GoogleApiClient, CredentialRequest).",getSupportsPasswordLogin,[''],boolean,deprecated,1,,gps,credentials,CredentialRequest_getSupportsPasswordLogin
CredentialRequest,"Parameters for requesting a Credential, via CredentialsApi.request(com.google.android.gms.common.api.GoogleApiClient, CredentialRequest).",isIdTokenRequested,[''],boolean,,0,,gps,credentials,CredentialRequest_isIdTokenRequested
CredentialRequest,"Parameters for requesting a Credential, via CredentialsApi.request(com.google.android.gms.common.api.GoogleApiClient, CredentialRequest).",isPasswordLoginSupported,[''],boolean,,0,,gps,credentials,CredentialRequest_isPasswordLoginSupported
CredentialRequest,"Parameters for requesting a Credential, via CredentialsApi.request(com.google.android.gms.common.api.GoogleApiClient, CredentialRequest).",writeToParcel,"['Parcel', 'int']",void,,0,Parcel_int,gps,credentials,CredentialRequest_writeToParcel
CredentialRequest.Builder,,build,[''],CredentialRequest,Builds a CredentialRequest.,1,,gps,credentials,CredentialRequest.Builder_build
CredentialRequest.Builder,,setAccountTypes,['String...'],CredentialRequest.Builder,Sets the account types (identity providers,1,String...,gps,credentials,CredentialRequest.Builder_setAccountTypes
CredentialRequest.Builder,,setCredentialHintPickerConfig,['CredentialPickerConfig'],CredentialRequest.Builder,Sets the configuration for credential hint picker.,1,CredentialPickerConfig,gps,credentials,CredentialRequest.Builder_setCredentialHintPickerConfig
CredentialRequest.Builder,,setCredentialPickerConfig,['CredentialPickerConfig'],CredentialRequest.Builder,Sets the configuration for credential picker.,1,CredentialPickerConfig,gps,credentials,CredentialRequest.Builder_setCredentialPickerConfig
CredentialRequest.Builder,,setIdTokenNonce,['String'],CredentialRequest.Builder,Specify a nonce value that should be included in any generated ID token for this request.,1,String,gps,credentials,CredentialRequest.Builder_setIdTokenNonce
CredentialRequest.Builder,,setIdTokenRequested,['boolean'],CredentialRequest.Builder,"Specify whether an ID token should be acquired for retrieved credentials or hints, if available for the credential identifier.",1,boolean,gps,credentials,CredentialRequest.Builder_setIdTokenRequested
CredentialRequest.Builder,,setPasswordLoginSupported,['boolean'],CredentialRequest.Builder,"Enables returning credentials with a password, that is verified by the application.",1,boolean,gps,credentials,CredentialRequest.Builder_setPasswordLoginSupported
CredentialRequest.Builder,,setServerClientId,['String'],CredentialRequest.Builder,Specify the server client ID for the backend associated with this app.,1,String,gps,credentials,CredentialRequest.Builder_setServerClientId
CredentialRequest.Builder,,setSupportsPasswordLogin,['boolean'],CredentialRequest.Builder,deprecated,1,boolean,gps,credentials,CredentialRequest.Builder_setSupportsPasswordLogin
CredentialRequestResponse,Result returned from a request for a credential.,getCredential,[''],Credential,Gets a Credential that can be used to authenticate the user.,1,,gps,credentials,CredentialRequestResponse_getCredential
Credentials,Entry point for the Credentials API.,getClient,"['Context', 'CredentialsOptions']",staticCredentialsClient,Create a new instance of CredentialsClient for use in a non-activity Context.,1,Context_CredentialsOptions,gps,credentials,Credentials_getClient
Credentials,Entry point for the Credentials API.,getClient,['Activity'],staticCredentialsClient,Create a new instance of CredentialsClient for use in an Activity.,1,Activity,gps,credentials,Credentials_getClient
Credentials,Entry point for the Credentials API.,getClient,['Context'],staticCredentialsClient,Create a new instance of CredentialsClient for use in a non-activity Context.,1,Context,gps,credentials,Credentials_getClient
Credentials,Entry point for the Credentials API.,getClient,"['Activity', 'CredentialsOptions']",staticCredentialsClient,Create a new instance of CredentialsClient for use in an Activity.,1,Activity_CredentialsOptions,gps,credentials,Credentials_getClient
CredentialsClient,Entry point for requesting a credential and indicating whether sign-in was successful using the credential.,delete,['Credential'],Task<Void>,Deletes a credential that is no longer valid for signing into the app.,1,Credential,gps,credentials,CredentialsClient_delete
CredentialsClient,Entry point for requesting a credential and indicating whether sign-in was successful using the credential.,disableAutoSignIn,[''],Task<Void>,"Disables auto sign-in for the calling app on the current device only, until a successful call to save(Credential",1,,gps,credentials,CredentialsClient_disableAutoSignIn
CredentialsClient,Entry point for requesting a credential and indicating whether sign-in was successful using the credential.,getHintPickerIntent,['HintRequest'],PendingIntent,"Provides an intent to directly display the hint picker to the user, to aid in new account creation.",1,HintRequest,gps,credentials,CredentialsClient_getHintPickerIntent
CredentialsClient,Entry point for requesting a credential and indicating whether sign-in was successful using the credential.,request,['CredentialRequest'],Task<CredentialRequestResponse>,Tries to suggest a zero-click sign-in account.,1,CredentialRequest,gps,credentials,CredentialsClient_request
CredentialsClient,Entry point for requesting a credential and indicating whether sign-in was successful using the credential.,save,['Credential'],Task<Void>,Saves a credential that was used to sign in to the app.,1,Credential,gps,credentials,CredentialsClient_save
CredentialsOptions.Builder,Builder for CredentialsOptions.,build,[''],CredentialsOptions,Returns a new CredentialsOptions.,1,,gps,credentials,CredentialsOptions.Builder_build
CredentialsOptions.Builder,Builder for CredentialsOptions.,forceEnableSaveDialog,[''],CredentialsOptions.Builder,Specifies that the save confirmation dialog should always be shown when required.,1,,gps,credentials,CredentialsOptions.Builder_forceEnableSaveDialog
HintRequest,"Parameters for requesting the display of the hint picker, via getHintPickerIntent().",getAccountTypes,[''],String[],,0,,gps,credentials,HintRequest_getAccountTypes
HintRequest,"Parameters for requesting the display of the hint picker, via getHintPickerIntent().",getHintPickerConfig,[''],CredentialPickerConfig,,0,,gps,credentials,HintRequest_getHintPickerConfig
HintRequest,"Parameters for requesting the display of the hint picker, via getHintPickerIntent().",getIdTokenNonce,[''],String,,0,,gps,credentials,HintRequest_getIdTokenNonce
HintRequest,"Parameters for requesting the display of the hint picker, via getHintPickerIntent().",getServerClientId,[''],String,,0,,gps,credentials,HintRequest_getServerClientId
HintRequest,"Parameters for requesting the display of the hint picker, via getHintPickerIntent().",isEmailAddressIdentifierSupported,[''],boolean,,0,,gps,credentials,HintRequest_isEmailAddressIdentifierSupported
HintRequest,"Parameters for requesting the display of the hint picker, via getHintPickerIntent().",isIdTokenRequested,[''],boolean,,0,,gps,credentials,HintRequest_isIdTokenRequested
HintRequest,"Parameters for requesting the display of the hint picker, via getHintPickerIntent().",writeToParcel,"['Parcel', 'int']",void,,0,Parcel_int,gps,credentials,HintRequest_writeToParcel
HintRequest.Builder,,build,[''],HintRequest,Builds a HintRequest.,1,,gps,credentials,HintRequest.Builder_build
HintRequest.Builder,,setAccountTypes,['String...'],HintRequest.Builder,Sets the account types (identity providers,1,String...,gps,credentials,HintRequest.Builder_setAccountTypes
HintRequest.Builder,,setEmailAddressIdentifierSupported,['boolean'],HintRequest.Builder,"Enables returning credential hints where the identifier is an email address, intended for use with a password chosen by the user.",1,boolean,gps,credentials,HintRequest.Builder_setEmailAddressIdentifierSupported
HintRequest.Builder,,setHintPickerConfig,['CredentialPickerConfig'],HintRequest.Builder,Sets the configuration for the hint picker dialog.,1,CredentialPickerConfig,gps,credentials,HintRequest.Builder_setHintPickerConfig
HintRequest.Builder,,setIdTokenNonce,['String'],HintRequest.Builder,Specify a nonce value that should be included in any generated ID token for this request.,1,String,gps,credentials,HintRequest.Builder_setIdTokenNonce
HintRequest.Builder,,setIdTokenRequested,['boolean'],HintRequest.Builder,"Specify whether an ID token should be acquired for hints, if available for the selected credential identifier.",1,boolean,gps,credentials,HintRequest.Builder_setIdTokenRequested
HintRequest.Builder,,setPhoneNumberIdentifierSupported,['boolean'],HintRequest.Builder,"Enables returning credential hints where the identifier is a phone number, intended for use with a password chosen by the user or SMS verification.",1,boolean,gps,credentials,HintRequest.Builder_setPhoneNumberIdentifierSupported
HintRequest.Builder,,setServerClientId,['String'],HintRequest.Builder,Specify the server client ID for the backend associated with this app.,1,String,gps,credentials,HintRequest.Builder_setServerClientId
IdentityProviders,Identity provider constants for use with CredentialRequest.Builder.setAccountTypes().,getIdentityProviderForAccount,['Account'],staticString,Attempts to translate the account type in the provided account into the string that should be used in the credentials API.,1,Account,gps,credentials,IdentityProviders_getIdentityProviderForAccount
IdToken,A token that is signed by an Authenticator to confirm that the account specified in the idToken is a valid account of accountType.,equals,['Object'],boolean,,0,Object,gps,credentials,IdToken_equals
IdToken,A token that is signed by an Authenticator to confirm that the account specified in the idToken is a valid account of accountType.,getAccountType,[''],String,Returns AccountManager account type for the token.,1,,gps,credentials,IdToken_getAccountType
IdToken,A token that is signed by an Authenticator to confirm that the account specified in the idToken is a valid account of accountType.,getIdToken,[''],String,"Returns the ID token, formatted according to the rules defined by the account type.",1,,gps,credentials,IdToken_getIdToken
IdToken,A token that is signed by an Authenticator to confirm that the account specified in the idToken is a valid account of accountType.,writeToParcel,"['Parcel', 'int']",void,,0,Parcel_int,gps,credentials,IdToken_writeToParcel
CredentialRequestResult,Result returned from a request for a credential.,getCredential,[''],abstractCredential,Gets a Credential that can be used to authenticate the user.,1,,gps,credentials,CredentialRequestResult_getCredential
CredentialsApi,Entry point for requesting a credential and indicating whether sign-in was successful using the credential.,delete,"['GoogleApiClient', 'Credential']",abstractPendingResult<Status>,Deletes a credential that is no longer valid for signing into the app.,1,GoogleApiClient_Credential,gps,credentials,CredentialsApi_delete
CredentialsApi,Entry point for requesting a credential and indicating whether sign-in was successful using the credential.,disableAutoSignIn,['GoogleApiClient'],abstractPendingResult<Status>,"Disables auto sign-in for the calling app on the current device only, until a successful call to save is subsequently made.",1,GoogleApiClient,gps,credentials,CredentialsApi_disableAutoSignIn
CredentialsApi,Entry point for requesting a credential and indicating whether sign-in was successful using the credential.,getHintPickerIntent,"['GoogleApiClient', 'HintRequest']",abstractPendingIntent,"Provides an intent to directly display the hint picker to the user, to aid in new account creation.",1,GoogleApiClient_HintRequest,gps,credentials,CredentialsApi_getHintPickerIntent
CredentialsApi,Entry point for requesting a credential and indicating whether sign-in was successful using the credential.,request,"['GoogleApiClient', 'CredentialRequest']",abstractPendingResult<CredentialRequestResult>,Tries to suggest a zero-click sign-in account.,1,GoogleApiClient_CredentialRequest,gps,credentials,CredentialsApi_request
CredentialsApi,Entry point for requesting a credential and indicating whether sign-in was successful using the credential.,save,"['GoogleApiClient', 'Credential']",abstractPendingResult<Status>,Saves a credential that was used to sign in to the app.,1,GoogleApiClient_Credential,gps,credentials,CredentialsApi_save
Credential.Builder,,build,[''],Credential,,0,,gps,credentials,Credential.Builder_build
Credential.Builder,,setAccountType,['String'],Credential.Builder,Specifies the account type for a federated credential.,1,String,gps,credentials,Credential.Builder_setAccountType
Credential.Builder,,setName,['String'],Credential.Builder,"Sets the display name for the credential, which should be easy for the user to recognize as associated to the credential, and distinguishable from other credentials they may have.",1,String,gps,credentials,Credential.Builder_setName
Credential.Builder,,setPassword,['String'],Credential.Builder,Sets the password for the credential.,1,String,gps,credentials,Credential.Builder_setPassword
Credential.Builder,,setProfilePictureUri,['Uri'],Credential.Builder,"Sets a profile picture associated with the credential, typically a picture the user has selected to represent the account.",1,Uri,gps,credentials,Credential.Builder_setProfilePictureUri
CredentialPickerConfig.Builder,Builder for CredentialPickerConfig.,build,[''],CredentialPickerConfig,,0,,gps,credentials,CredentialPickerConfig.Builder_build
CredentialPickerConfig.Builder,Builder for CredentialPickerConfig.,setForNewAccount,['boolean'],CredentialPickerConfig.Builder,deprecated,1,boolean,gps,credentials,CredentialPickerConfig.Builder_setForNewAccount
CredentialPickerConfig.Builder,Builder for CredentialPickerConfig.,setPrompt,['int'],CredentialPickerConfig.Builder,Sets the text prompt for the hint picker dialog title.,1,int,gps,credentials,CredentialPickerConfig.Builder_setPrompt
CredentialPickerConfig.Builder,Builder for CredentialPickerConfig.,setShowAddAccountButton,['boolean'],CredentialPickerConfig.Builder,Sets whether the add account button should be shown in credential picker dialog.,1,boolean,gps,credentials,CredentialPickerConfig.Builder_setShowAddAccountButton
CredentialPickerConfig.Builder,Builder for CredentialPickerConfig.,setShowCancelButton,['boolean'],CredentialPickerConfig.Builder,Sets whether the cancel button should be shown in credential picker dialog.,1,boolean,gps,credentials,CredentialPickerConfig.Builder_setShowCancelButton
CredentialRequest.Builder,,build,[''],CredentialRequest,Builds a CredentialRequest.,1,,gps,credentials,CredentialRequest.Builder_build
CredentialRequest.Builder,,setAccountTypes,['String...'],CredentialRequest.Builder,Sets the account types (identity providers,1,String...,gps,credentials,CredentialRequest.Builder_setAccountTypes
CredentialRequest.Builder,,setCredentialHintPickerConfig,['CredentialPickerConfig'],CredentialRequest.Builder,Sets the configuration for credential hint picker.,1,CredentialPickerConfig,gps,credentials,CredentialRequest.Builder_setCredentialHintPickerConfig
CredentialRequest.Builder,,setCredentialPickerConfig,['CredentialPickerConfig'],CredentialRequest.Builder,Sets the configuration for credential picker.,1,CredentialPickerConfig,gps,credentials,CredentialRequest.Builder_setCredentialPickerConfig
CredentialRequest.Builder,,setIdTokenNonce,['String'],CredentialRequest.Builder,Specify a nonce value that should be included in any generated ID token for this request.,1,String,gps,credentials,CredentialRequest.Builder_setIdTokenNonce
CredentialRequest.Builder,,setIdTokenRequested,['boolean'],CredentialRequest.Builder,"Specify whether an ID token should be acquired for retrieved credentials or hints, if available for the credential identifier.",1,boolean,gps,credentials,CredentialRequest.Builder_setIdTokenRequested
CredentialRequest.Builder,,setPasswordLoginSupported,['boolean'],CredentialRequest.Builder,"Enables returning credentials with a password, that is verified by the application.",1,boolean,gps,credentials,CredentialRequest.Builder_setPasswordLoginSupported
CredentialRequest.Builder,,setServerClientId,['String'],CredentialRequest.Builder,Specify the server client ID for the backend associated with this app.,1,String,gps,credentials,CredentialRequest.Builder_setServerClientId
CredentialRequest.Builder,,setSupportsPasswordLogin,['boolean'],CredentialRequest.Builder,deprecated,1,boolean,gps,credentials,CredentialRequest.Builder_setSupportsPasswordLogin
CredentialsOptions.Builder,Builder for CredentialsOptions.,build,[''],CredentialsOptions,Returns a new CredentialsOptions.,1,,gps,credentials,CredentialsOptions.Builder_build
CredentialsOptions.Builder,Builder for CredentialsOptions.,forceEnableSaveDialog,[''],CredentialsOptions.Builder,Specifies that the save confirmation dialog should always be shown when required.,1,,gps,credentials,CredentialsOptions.Builder_forceEnableSaveDialog
HintRequest.Builder,,build,[''],HintRequest,Builds a HintRequest.,1,,gps,credentials,HintRequest.Builder_build
HintRequest.Builder,,setAccountTypes,['String...'],HintRequest.Builder,Sets the account types (identity providers,1,String...,gps,credentials,HintRequest.Builder_setAccountTypes
HintRequest.Builder,,setEmailAddressIdentifierSupported,['boolean'],HintRequest.Builder,"Enables returning credential hints where the identifier is an email address, intended for use with a password chosen by the user.",1,boolean,gps,credentials,HintRequest.Builder_setEmailAddressIdentifierSupported
HintRequest.Builder,,setHintPickerConfig,['CredentialPickerConfig'],HintRequest.Builder,Sets the configuration for the hint picker dialog.,1,CredentialPickerConfig,gps,credentials,HintRequest.Builder_setHintPickerConfig
HintRequest.Builder,,setIdTokenNonce,['String'],HintRequest.Builder,Specify a nonce value that should be included in any generated ID token for this request.,1,String,gps,credentials,HintRequest.Builder_setIdTokenNonce
HintRequest.Builder,,setIdTokenRequested,['boolean'],HintRequest.Builder,"Specify whether an ID token should be acquired for hints, if available for the selected credential identifier.",1,boolean,gps,credentials,HintRequest.Builder_setIdTokenRequested
